Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,club
Sergej Milinković-Savić,rs SRB,MF,28-103,33.6,10,0,0,45,72,2,29,28,35,0.0,0.0,0,168.0,96.0,71.0,57.5,Matches,lazio
Alessio Romagnoli,it ITA,DF,28-149,32.5,6,0,0,35,19,1,0,38,15,0.0,0.0,0,139.0,78.0,45.0,63.4,Matches,lazio
Mattia Zaccagni,it ITA,FW,27-359,30.8,9,0,0,53,117,5,62,21,28,0.0,1.0,0,132.0,15.0,29.0,34.1,Matches,lazio
Adam Marušić,me MNE,DF,30-236,30.7,8,1,0,22,14,1,17,38,30,0.0,0.0,0,175.0,29.0,25.0,53.7,Matches,lazio
Luis Alberto,es ESP,MF,30-255,27.1,3,0,0,15,13,2,147,9,29,0.0,0.0,0,162.0,8.0,13.0,38.1,Matches,lazio
Nicolò Casale,it ITA,DF,25-116,27.1,6,0,0,22,7,0,0,17,20,0.0,0.0,0,142.0,45.0,27.0,62.5,Matches,lazio
Ciro Immobile,it ITA,FW,33-110,24.7,3,0,0,21,24,21,5,1,5,3.0,0.0,0,52.0,14.0,33.0,29.8,Matches,lazio
Danilo Cataldi,it ITA,MF,28-308,21.4,5,0,0,12,20,0,44,24,16,0.0,0.0,0,159.0,1.0,5.0,16.7,Matches,lazio
Elseid Hysaj,al ALB,DF,29-110,22.2,3,0,0,19,14,2,16,20,23,0.0,1.0,0,132.0,24.0,24.0,50.0,Matches,lazio
Manuel Lazzari,it ITA,DF,29-193,20.9,8,0,0,15,39,0,36,18,21,0.0,0.0,1,90.0,9.0,14.0,39.1,Matches,lazio
Pedro,es ESP,FW,35-317,21.1,1,0,0,26,30,5,34,6,24,1.0,0.0,0,89.0,1.0,5.0,16.7,Matches,lazio
Matías Vecino,uy URU,MF,31-290,18.8,6,0,0,27,10,2,1,16,27,0.0,0.0,0,107.0,31.0,22.0,58.5,Matches,lazio
Patric,es ESP,DF,30-054,15.7,1,0,0,3,4,0,0,11,11,0.0,0.0,0,96.0,8.0,22.0,26.7,Matches,lazio
Marcos Antônio,br BRA,MF,22-362,6.6,2,0,0,9,15,0,0,11,6,0.0,0.0,0,42.0,0.0,4.0,0.0,Matches,lazio
Toma Bašić,hr CRO,MF,26-197,5.7,2,0,0,12,17,1,20,7,4,0.0,0.0,0,32.0,14.0,6.0,70.0,Matches,lazio
Matteo Cancellieri,it ITA,FW,21-118,2.8,4,0,0,14,10,5,7,1,4,1.0,0.0,0,14.0,4.0,3.0,57.1,Matches,lazio
Luca Pellegrini,it ITA,DF,24-095,2.0,3,0,0,5,1,0,15,7,0,0.0,0.0,0,12.0,3.0,7.0,30.0,Matches,lazio
Luka Romero,ar ARG,FW,18-204,1.7,0,0,0,3,6,0,0,3,0,0.0,0.0,0,10.0,2.0,1.0,66.7,Matches,lazio
Luís Maximiano,pt POR,GK,24-156,0.1,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,lazio
Mario Gila,es ESP,DF,22-285,1.0,0,0,0,1,1,0,0,3,1,0.0,0.0,0,6.0,0.0,3.0,0.0,Matches,lazio
Marco Bertini,it ITA,MF,20-307,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,lazio
Hakan Çalhanoğlu,tr TUR,MF,29-122,26.3,3,0,0,46,26,2,167,25,27,0.0,0.0,0,193.0,14.0,15.0,48.3,Matches,internazionale
Lautaro Martínez,ar ARG,FW,25-292,28.6,3,0,0,46,63,13,14,13,14,1.0,0.0,0,95.0,40.0,42.0,48.8,Matches,internazionale
Alessandro Bastoni,it ITA,DF,24-058,24.0,3,0,0,19,15,1,49,24,20,0.0,0.0,0,117.0,39.0,23.0,62.9,Matches,internazionale
Federico Dimarco,it ITA,DF,25-212,23.0,0,0,0,12,30,5,207,18,25,0.0,1.0,0,122.0,5.0,12.0,29.4,Matches,internazionale
Francesco Acerbi,it ITA,DF,35-120,26.9,4,0,0,17,13,2,22,41,19,0.0,0.0,0,151.0,78.0,42.0,65.0,Matches,internazionale
Denzel Dumfries,nl NED,DF,27-053,24.6,4,0,0,31,39,2,82,12,18,2.0,1.0,1,90.0,41.0,41.0,50.0,Matches,internazionale
André Onana,cm CMR,GK,27-069,24.0,1,0,0,0,3,0,0,0,0,0.0,0.0,1,24.0,3.0,0.0,100.0,Matches,internazionale
Matteo Darmian,it ITA,DF,33-190,22.5,3,0,0,21,20,3,28,21,30,0.0,0.0,0,121.0,15.0,23.0,39.5,Matches,internazionale
Henrikh Mkhitaryan,am ARM,MF,34-140,22.1,4,0,0,28,28,0,19,21,26,0.0,0.0,0,166.0,9.0,12.0,42.9,Matches,internazionale
Stefan de Vrij,nl NED,DF,31-125,21.6,4,0,0,15,7,0,0,40,18,0.0,1.0,0,100.0,82.0,30.0,73.2,Matches,internazionale
Milan Škriniar,sk SVK,DF,28-119,19.7,5,1,1,35,14,1,5,13,18,0.0,0.0,1,112.0,17.0,18.0,48.6,Matches,internazionale
Marcelo Brozović,hr CRO,MF,30-206,19.7,8,0,0,24,13,0,45,22,22,0.0,0.0,0,141.0,6.0,12.0,33.3,Matches,internazionale
Romelu Lukaku,be BEL,FW,30-028,18.5,1,0,0,16,6,13,24,0,1,0.0,0.0,0,23.0,39.0,35.0,52.7,Matches,internazionale
Edin Džeko,ba BIH,FW,37-085,19.2,3,0,0,26,24,10,24,3,2,0.0,0.0,0,60.0,41.0,43.0,48.8,Matches,internazionale
Samir Handanović,si SVN,GK,38-331,13.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0,15.0,0.0,0.0,,Matches,internazionale
Joaquín Correa,ar ARG,FW,28-301,10.6,1,0,0,12,18,2,2,3,7,0.0,0.0,0,41.0,4.0,12.0,25.0,Matches,internazionale
Robin Gosens,de GER,DF,28-340,13.2,2,0,0,17,3,3,43,23,18,0.0,0.0,0,52.0,20.0,12.0,62.5,Matches,internazionale
Danilo D'Ambrosio,it ITA,DF,34-274,8.1,3,1,0,16,11,0,9,10,17,1.0,0.0,0,39.0,8.0,9.0,47.1,Matches,internazionale
Roberto Gagliardini,it ITA,MF,29-064,8.7,5,1,1,20,9,0,7,4,6,0.0,0.0,0,38.0,16.0,7.0,69.6,Matches,internazionale
Kristjan Asllani,al ALB,MF,21-093,6.5,2,0,0,5,7,0,21,6,5,0.0,0.0,0,37.0,0.0,4.0,0.0,Matches,internazionale
Raoul Bellanova,it ITA,DF,23-024,5.5,0,0,0,4,9,2,32,4,6,0.0,0.0,0,25.0,3.0,3.0,50.0,Matches,internazionale
Mattia Zanotti,it ITA,DF,20-150,0.3,0,0,0,2,0,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Matches,internazionale
Alex Cordaz,it ITA,GK,40-160,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,internazionale
Fikayo Tomori,eng ENG,DF,25-173,30.7,5,0,0,28,25,1,6,29,34,0.0,1.0,0,190.0,62.0,30.0,67.4,Matches,milan
Sandro Tonali,it ITA,MF,23-033,30.1,7,0,0,35,32,5,130,25,41,0.0,0.0,0,178.0,15.0,18.0,45.5,Matches,milan
Rafael Leão,pt POR,"FW,MF",24-000,26.9,7,1,1,20,30,10,71,15,7,1.0,0.0,0,84.0,29.0,29.0,50.0,Matches,milan
Brahim Díaz,es ESP,"MF,FW",23-311,21.4,3,0,0,29,50,2,20,7,15,1.0,0.0,0,100.0,4.0,24.0,14.3,Matches,milan
Pierre Kalulu,fr FRA,DF,23-005,28.3,4,0,0,24,23,2,28,41,39,0.0,1.0,0,165.0,36.0,33.0,52.2,Matches,milan
Olivier Giroud,fr FRA,FW,36-253,23.8,8,1,1,38,24,16,5,3,5,0.0,0.0,0,48.0,101.0,63.0,61.6,Matches,milan
Ismaël Bennacer,dz ALG,MF,25-191,22.3,5,0,0,36,25,1,79,26,33,0.0,0.0,0,186.0,22.0,22.0,50.0,Matches,milan
Mike Maignan,fr FRA,GK,27-342,22.0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,32.0,3.0,0.0,100.0,Matches,milan
Davide Calabria,it ITA,DF,26-186,18.8,6,0,0,16,15,1,41,25,44,1.0,1.0,0,122.0,13.0,12.0,52.0,Matches,milan
Junior Messias,br BRA,"FW,DF",32-028,16.6,3,0,0,24,24,1,25,7,18,0.0,0.0,0,69.0,25.0,41.0,37.9,Matches,milan
Rade Krunić,ba BIH,MF,29-246,18.4,8,0,0,16,19,0,3,16,28,0.0,0.0,0,134.0,28.0,24.0,53.8,Matches,milan
Ciprian Tătărușanu,ro ROU,GK,37-121,16.0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,23.0,1.0,1.0,50.0,Matches,milan
Malick Thiaw,de GER,DF,21-306,15.1,5,0,0,14,7,1,2,12,26,0.0,0.0,0,93.0,52.0,26.0,66.7,Matches,milan
Alexis Saelemaekers,be BEL,"FW,DF",23-348,15.6,1,0,0,23,22,2,48,19,20,0.0,1.0,0,63.0,9.0,5.0,64.3,Matches,milan
Simon Kjær,dk DEN,DF,34-076,11.2,4,0,0,8,1,0,2,9,8,0.0,0.0,0,55.0,19.0,14.0,57.6,Matches,milan
Divock Origi,be BEL,FW,28-053,11.4,1,0,0,13,17,6,11,0,5,0.0,0.0,0,33.0,15.0,34.0,30.6,Matches,milan
Ante Rebić,hr CRO,"FW,MF",29-262,10.9,4,0,0,18,15,8,39,1,8,0.0,0.0,0,36.0,12.0,15.0,44.4,Matches,milan
Charles De Ketelaere,be BEL,"MF,FW",22-092,12.4,2,0,0,19,15,2,10,4,12,0.0,0.0,0,56.0,19.0,30.0,38.8,Matches,milan
Tommaso Pobega,it ITA,MF,23-330,9.8,4,0,0,30,5,0,5,9,16,0.0,0.0,0,51.0,13.0,18.0,41.9,Matches,milan
Matteo Gabbia,it ITA,DF,23-232,6.8,2,0,0,8,1,0,2,5,10,0.0,0.0,0,37.0,15.0,4.0,78.9,Matches,milan
Fodé Ballo-Touré,sn SEN,DF,26-158,5.8,0,0,0,5,13,0,17,2,9,0.0,0.0,0,33.0,13.0,5.0,72.2,Matches,milan
Sergiño Dest,us USA,DF,22-219,3.7,0,0,0,6,4,0,4,4,6,0.0,1.0,0,29.0,3.0,1.0,75.0,Matches,milan
Aster Vranckx,be BEL,MF,20-249,2.7,1,0,0,6,4,0,3,2,2,0.0,0.0,0,12.0,4.0,5.0,44.4,Matches,milan
Alessandro Florenzi,it ITA,DF,32-091,2.3,1,0,0,2,1,0,22,4,4,0.0,0.0,0,14.0,1.0,0.0,100.0,Matches,milan
Zlatan Ibrahimović,se SWE,FW,41-250,1.6,0,0,0,2,1,0,0,0,0,0.0,0.0,0,3.0,8.0,4.0,66.7,Matches,milan
Yacine Adli,fr FRA,"MF,FW",22-316,1.6,1,0,0,4,1,1,6,1,3,0.0,0.0,0,8.0,1.0,3.0,25.0,Matches,milan
Tiemoué Bakayoko,fr FRA,MF,28-297,0.5,0,0,0,3,1,0,0,0,5,0.0,0.0,0,6.0,1.0,1.0,50.0,Matches,milan
Marko Lazetić,rs SRB,FW,19-139,0.1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Matches,milan
Teun Koopmeiners,nl NED,MF,25-102,31.8,7,0,0,48,27,6,158,19,26,0.0,0.0,0,193.0,38.0,23.0,62.3,Matches,atalanta
Rafael Tolói,it ITA,DF,32-243,30.9,8,0,0,38,20,3,22,57,44,0.0,2.0,0,233.0,43.0,33.0,56.6,Matches,atalanta
Giorgio Scalvini,it ITA,DF,19-181,25.9,7,0,0,55,6,6,8,56,29,0.0,0.0,0,179.0,49.0,37.0,57.0,Matches,atalanta
Éderson,br BRA,MF,23-338,24.6,4,0,0,28,43,0,15,36,34,0.0,1.0,0,168.0,20.0,21.0,48.8,Matches,atalanta
Joakim Mæhle,dk DEN,"DF,MF",26-021,24.6,5,1,0,16,19,6,38,24,18,0.0,0.0,0,138.0,4.0,12.0,25.0,Matches,atalanta
Juan Musso,ar ARG,GK,29-035,23.1,1,0,0,0,5,0,0,0,1,0.0,0.0,1,18.0,1.0,0.0,100.0,Matches,atalanta
Mario Pašalić,hr CRO,"MF,FW",28-121,19.7,3,0,0,24,16,2,5,21,10,0.0,0.0,0,102.0,37.0,34.0,52.1,Matches,atalanta
Rasmus Højlund,dk DEN,FW,20-126,20.4,1,0,0,21,32,6,7,1,3,2.0,0.0,0,58.0,33.0,56.0,37.1,Matches,atalanta
Berat Djimsiti,al ALB,DF,30-111,20.0,3,0,0,15,8,0,0,36,19,0.0,0.0,0,112.0,59.0,42.0,58.4,Matches,atalanta
Ademola Lookman,ng NGA,"FW,MF",25-233,19.2,3,0,0,24,36,11,38,4,5,1.0,0.0,0,86.0,3.0,13.0,18.8,Matches,atalanta
Davide Zappacosta,it ITA,DF,30-364,16.4,4,0,0,18,13,2,59,9,18,0.0,0.0,0,90.0,2.0,8.0,20.0,Matches,atalanta
Hans Hateboer,nl NED,DF,29-152,15.5,7,0,0,19,3,1,23,12,13,0.0,0.0,0,50.0,24.0,14.0,63.2,Matches,atalanta
Duván Zapata,co COL,FW,32-070,15.5,1,0,0,17,37,7,29,4,4,1.0,0.0,0,42.0,42.0,43.0,49.4,Matches,atalanta
Merih Demiral,tr TUR,DF,25-097,17.0,5,0,0,13,13,1,2,24,29,0.0,0.0,0,123.0,52.0,29.0,64.2,Matches,atalanta
Marco Sportiello,it ITA,GK,31-031,14.9,0,0,0,0,2,0,0,0,0,0.0,0.0,0,27.0,4.0,0.0,100.0,Matches,atalanta
Luis Muriel,co COL,"FW,MF",32-055,11.9,2,2,1,18,15,3,82,2,6,1.0,0.0,0,39.0,11.0,27.0,28.9,Matches,atalanta
Caleb Okoli,it ITA,DF,21-332,10.7,3,0,0,15,8,0,2,30,17,0.0,0.0,0,66.0,43.0,25.0,63.2,Matches,atalanta
Matteo Ruggeri,it ITA,"DF,MF",20-334,9.2,3,0,0,10,5,0,38,12,12,0.0,0.0,0,57.0,13.0,6.0,68.4,Matches,atalanta
José Luis Palomino,ar ARG,DF,33-156,8.4,4,0,0,9,5,0,5,28,14,0.0,0.0,1,75.0,24.0,13.0,64.9,Matches,atalanta
Brandon Soppy,fr FRA,DF,21-109,7.1,2,0,0,18,20,2,19,3,5,1.0,0.0,0,49.0,4.0,2.0,66.7,Matches,atalanta
Jeremie Boga,ci CIV,"MF,FW",26-158,8.7,0,0,0,4,17,1,55,1,5,0.0,0.0,0,34.0,5.0,4.0,55.6,Matches,atalanta
Ruslan Malinovskyi,ua UKR,"MF,FW",30-037,6.1,2,0,0,10,11,0,23,5,8,0.0,0.0,0,57.0,5.0,7.0,41.7,Matches,atalanta
Nadir Zortea,it ITA,"DF,MF",23-356,2.5,1,0,0,4,0,0,10,0,5,0.0,0.0,0,14.0,5.0,1.0,83.3,Matches,atalanta
Lukáš Vorlický,cz CZE,"MF,FW",21-143,0.3,0,0,0,0,0,0,1,1,0,0.0,0.0,0,5.0,2.0,2.0,50.0,Matches,atalanta
Tommaso De Nipoti,it ITA,MF,19-322,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Matches,atalanta
Bryan Cristante,it ITA,"MF,DF",28-099,32.6,8,1,0,52,19,2,11,18,62,0.0,0.0,0,209.0,75.0,41.0,64.7,Matches,roma
Gianluca Mancini,it ITA,DF,27-054,31.8,7,0,0,39,25,2,28,46,19,0.0,1.0,0,112.0,58.0,26.0,69.0,Matches,roma
Roger Ibanez,br BRA,DF,24-199,31.1,11,1,1,44,48,0,1,66,33,1.0,0.0,1,218.0,59.0,28.0,67.8,Matches,roma
Chris Smalling,eng ENG,DF,33-200,31.2,7,0,0,18,14,1,1,43,15,0.0,0.0,0,142.0,71.0,24.0,74.7,Matches,roma
Lorenzo Pellegrini,it ITA,MF,26-356,28.3,5,0,0,25,57,5,162,26,29,0.0,0.0,0,130.0,12.0,24.0,33.3,Matches,roma
Nicola Zalewski,pl POL,DF,21-138,24.4,3,0,0,22,51,1,76,31,26,0.0,0.0,0,135.0,4.0,16.0,20.0,Matches,roma
Tammy Abraham,eng ENG,FW,25-251,24.3,2,0,0,33,48,11,11,3,10,1.0,0.0,0,46.0,80.0,74.0,51.9,Matches,roma
Paulo Dybala,ar ARG,"MF,FW",29-207,19.3,5,0,0,10,56,5,82,8,4,2.0,0.0,0,81.0,4.0,16.0,20.0,Matches,roma
Leonardo Spinazzola,it ITA,DF,30-077,18.4,3,0,0,13,13,1,57,9,8,0.0,0.0,0,99.0,9.0,8.0,52.9,Matches,roma
Nemanja Matić,rs SRB,MF,34-313,20.6,5,0,0,19,17,1,12,25,27,0.0,0.0,0,171.0,19.0,14.0,57.6,Matches,roma
Zeki Çelik,tr TUR,DF,26-113,16.7,7,1,1,26,6,2,42,14,21,0.0,0.0,0,96.0,11.0,13.0,45.8,Matches,roma
Stephan El Shaarawy,it ITA,"DF,MF",30-226,16.9,3,0,0,16,18,9,23,15,9,1.0,0.0,0,96.0,16.0,18.0,47.1,Matches,roma
Nicolò Zaniolo,it ITA,"MF,FW",23-343,9.9,4,0,0,22,32,4,20,2,5,0.0,0.0,0,39.0,5.0,8.0,38.5,Matches,roma
Andrea Belotti,it ITA,FW,29-172,12.7,0,0,0,21,36,7,6,3,5,0.0,0.0,0,24.0,36.0,61.0,37.1,Matches,roma
Edoardo Bove,it ITA,MF,21-025,11.0,2,0,0,24,23,1,9,10,18,0.0,0.0,0,80.0,14.0,12.0,53.8,Matches,roma
Georginio Wijnaldum,nl NED,MF,32-211,8.5,0,0,0,3,9,1,4,2,3,1.0,0.0,0,32.0,13.0,5.0,72.2,Matches,roma
Rick Karsdorp,nl NED,DF,28-119,7.9,0,0,0,4,0,1,14,7,13,0.0,0.0,0,45.0,5.0,2.0,71.4,Matches,roma
Mohamed Camara,gn GUI,MF,26-102,7.7,3,0,0,15,7,0,6,10,10,0.0,0.0,0,59.0,15.0,8.0,65.2,Matches,roma
Ola Solbakken,no NOR,"MF,FW",24-276,5.6,2,0,0,6,7,0,12,2,2,0.0,0.0,0,21.0,4.0,11.0,26.7,Matches,roma
Diego Llorente,es ESP,DF,29-298,6.4,0,0,0,9,3,0,0,11,5,0.0,0.0,0,30.0,12.0,5.0,70.6,Matches,roma
Marash Kumbulla,al ALB,DF,23-122,2.9,1,1,0,3,5,0,0,4,4,0.0,1.0,0,15.0,7.0,4.0,63.6,Matches,roma
Benjamin Tahirovic,ba BIH,MF,20-099,3.9,1,0,0,5,2,0,5,3,5,0.0,0.0,0,26.0,5.0,2.0,71.4,Matches,roma
Mile Svilar,rs SRB,GK,23-287,3.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,6.0,0.0,0.0,,Matches,roma
Cristian Volpato,it ITA,MF,19-207,2.5,0,0,0,7,6,0,9,2,2,0.0,0.0,0,18.0,1.0,1.0,50.0,Matches,roma
Filippo Missori,it ITA,DF,19-078,2.0,1,0,0,4,0,0,2,3,3,0.0,0.0,0,7.0,2.0,2.0,50.0,Matches,roma
Eldor Shomurodov,uz UZB,FW,27-346,1.3,0,0,0,1,2,2,0,1,0,0.0,0.0,0,2.0,2.0,2.0,50.0,Matches,roma
Matías Viña,uy URU,DF,25-213,0.6,0,0,0,4,1,0,2,2,1,0.0,0.0,0,5.0,1.0,0.0,100.0,Matches,roma
Jordan Majchrzak,pl POL,FW,18-245,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,4.0,20.0,Matches,roma
Filip Kostić,rs SRB,"DF,FW",30-221,28.5,3,0,0,29,12,2,227,16,26,0.0,0.0,0,139.0,13.0,13.0,50.0,Matches,juventus
Adrien Rabiot,fr FRA,MF,28-068,30.5,9,0,0,45,42,2,34,26,35,0.0,0.0,0,179.0,50.0,39.0,56.2,Matches,juventus
Gleison Bremer,br BRA,DF,26-084,29.3,6,0,0,29,11,1,0,42,20,0.0,1.0,0,180.0,79.0,50.0,61.2,Matches,juventus
Manuel Locatelli,it ITA,MF,25-153,27.2,8,0,0,44,31,0,13,27,33,0.0,0.0,0,168.0,34.0,30.0,53.1,Matches,juventus
Wojciech Szczęsny,pl POL,GK,33-053,27.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0,35.0,10.0,0.0,100.0,Matches,juventus
Juan Cuadrado,co COL,"DF,FW",35-015,23.1,6,1,0,33,44,2,83,24,34,1.0,0.0,0,115.0,11.0,13.0,45.8,Matches,juventus
Dušan Vlahović,rs SRB,FW,23-133,21.4,1,0,0,19,26,22,7,3,6,1.0,0.0,0,55.0,36.0,56.0,39.1,Matches,juventus
Alex Sandro,br BRA,DF,32-135,19.9,5,1,0,27,25,1,19,15,20,1.0,0.0,0,127.0,39.0,22.0,63.9,Matches,juventus
Arkadiusz Milik,pl POL,FW,29-102,17.6,3,1,1,27,29,8,6,1,8,1.0,1.0,0,40.0,36.0,56.0,39.1,Matches,juventus
Nicolò Fagioli,it ITA,MF,22-118,16.9,3,0,0,20,23,1,23,8,19,1.0,0.0,0,102.0,1.0,7.0,12.5,Matches,juventus
Federico Gatti,it ITA,DF,24-351,16.1,4,0,0,16,13,0,3,21,11,0.0,0.0,0,97.0,32.0,26.0,55.2,Matches,juventus
Ángel Di María,ar ARG,"FW,MF",35-116,15.1,1,1,0,6,24,4,97,7,5,0.0,0.0,0,52.0,1.0,6.0,14.3,Matches,juventus
Fabio Miretti,it ITA,"MF,FW",19-311,13.7,2,0,0,24,27,4,28,4,11,1.0,0.0,0,74.0,10.0,20.0,33.3,Matches,juventus
Weston McKennie,us USA,"MF,DF",24-286,11.7,0,0,0,13,7,3,15,11,5,0.0,0.0,0,43.0,12.0,16.0,42.9,Matches,juventus
Mattia De Sciglio,it ITA,DF,30-233,11.6,0,0,0,4,11,0,26,4,7,0.0,0.0,0,40.0,10.0,11.0,47.6,Matches,juventus
Moise Kean,it ITA,FW,23-102,11.1,5,1,0,15,18,8,5,5,6,0.0,0.0,0,40.0,9.0,11.0,45.0,Matches,juventus
Mattia Perin,it ITA,GK,30-212,10.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0,18.0,2.0,0.0,100.0,Matches,juventus
Leonardo Bonucci,it ITA,DF,36-040,9.8,2,0,0,11,5,1,0,13,4,0.0,0.0,0,48.0,20.0,23.0,46.5,Matches,juventus
Leandro Paredes,ar ARG,MF,28-346,10.9,7,1,0,20,10,0,51,17,13,0.0,1.0,0,75.0,4.0,3.0,57.1,Matches,juventus
Federico Chiesa,it ITA,"DF,MF",25-228,9.5,2,0,0,13,12,2,43,0,11,0.0,0.0,0,41.0,1.0,5.0,16.7,Matches,juventus
Daniele Rugani,it ITA,DF,28-316,6.3,0,0,0,5,0,1,0,7,0,0.0,0.0,0,16.0,11.0,9.0,55.0,Matches,juventus
Matìas Soulé,ar ARG,"MF,FW",20-056,4.7,0,0,0,3,5,0,6,3,4,0.0,0.0,0,30.0,3.0,14.0,17.6,Matches,juventus
Enzo Barrenechea,ar ARG,MF,22-019,1.8,0,0,0,3,1,0,0,2,3,0.0,0.0,0,9.0,1.0,1.0,50.0,Matches,juventus
Tommaso Barbieri,it ITA,DF,20-288,1.2,0,0,0,5,4,0,7,0,3,0.0,0.0,0,2.0,0.0,2.0,0.0,Matches,juventus
Samuel Iling-Junior,eng ENG,"DF,FW",19-249,3.5,1,0,0,9,2,0,12,2,2,0.0,0.0,0,18.0,1.0,3.0,25.0,Matches,juventus
