Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,club
Álvaro Jiménez,es ESP,"MF,FW",26.0,9,1,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,11.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,cadiz
Florin Andone,ro ROU,FW,28.0,5,1,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.16,0.12,0.16,Matches,cadiz
Marcos Mauro López Gutiérrez,ar ARG,DF,30.0,3,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cadiz
Martín,es ESP,MF,22.0,6,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,cadiz
Raúl Parra,es ESP,DF,21.0,2,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cadiz
Pedro Benito,es ESP,FW,21.0,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cadiz
Juan Flere,ar ARG,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,cadiz
David Gil,es ESP,GK,27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,cadiz
Luis Javier Suárez,co COL,FW,23.0,37,34,2844.0,31.6,8.0,4.0,12.0,8.0,0.0,1.0,6.0,0.0,9.8,9.1,3.1,12.2,62.0,63.0,196.0,0.25,0.13,0.38,0.25,0.38,0.31,0.1,0.41,0.29,0.39,Matches,granada
Luis Milla,es ESP,MF,26.0,34,33,2773.0,30.8,3.0,3.0,6.0,0.0,3.0,3.0,4.0,0.0,3.7,1.3,3.5,4.8,52.0,167.0,45.0,0.1,0.1,0.19,0.0,0.1,0.12,0.11,0.23,0.04,0.15,Matches,granada
Quini,es ESP,DF,31.0,32,27,2304.0,25.6,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.5,0.5,1.4,1.9,26.0,52.0,67.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,Matches,granada
Germán Sánchez,es ESP,DF,34.0,32,25,2299.0,25.5,2.0,1.0,3.0,2.0,0.0,0.0,11.0,1.0,1.4,1.4,0.2,1.6,10.0,41.0,5.0,0.08,0.04,0.12,0.08,0.12,0.06,0.01,0.06,0.06,0.06,Matches,granada
Antonio Puertas,es ESP,"MF,FW",29.0,33,25,2261.0,25.1,6.0,1.0,7.0,6.0,0.0,0.0,4.0,0.0,3.5,3.5,0.9,4.4,51.0,54.0,126.0,0.24,0.04,0.28,0.24,0.28,0.14,0.04,0.17,0.14,0.17,Matches,granada
Carlos Neva,es ESP,DF,25.0,26,24,2108.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.2,2.2,27.0,37.0,89.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,granada
Maxime Gonalons,fr FRA,MF,32.0,25,20,1550.0,17.2,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.7,0.9,13.0,73.0,6.0,0.0,0.12,0.12,0.0,0.12,0.02,0.04,0.05,0.02,0.05,Matches,granada
Jorge Molina,es ESP,FW,39.0,35,19,1966.0,21.8,10.0,5.0,15.0,10.0,0.0,1.0,2.0,0.0,6.4,5.6,3.4,9.0,11.0,51.0,105.0,0.46,0.23,0.69,0.46,0.69,0.29,0.16,0.45,0.26,0.41,Matches,granada
Domingos Duarte,pt POR,DF,26.0,21,19,1687.0,18.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.9,0.9,0.5,1.4,4.0,44.0,3.0,0.05,0.0,0.05,0.05,0.05,0.05,0.03,0.08,0.05,0.08,Matches,granada
Víctor Díaz,es ESP,DF,33.0,22,18,1500.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.1,0.9,5.0,37.0,6.0,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches,granada
Darwin Machís,ve VEN,"MF,FW",28.0,25,16,1376.0,15.3,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,1.8,1.8,2.3,4.1,51.0,35.0,97.0,0.26,0.13,0.39,0.26,0.39,0.12,0.15,0.27,0.12,0.27,Matches,granada
Sergio Escudero,es ESP,"DF,MF",31.0,27,15,1434.0,15.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,1.6,2.7,17.0,51.0,37.0,0.13,0.06,0.19,0.13,0.19,0.07,0.1,0.17,0.07,0.17,Matches,granada
Raúl Torrente,es ESP,DF,19.0,18,15,1282.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.7,0.9,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,granada
Ángel Montoro,es ESP,MF,33.0,24,13,1331.0,14.8,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.4,1.4,1.5,3.0,4.0,71.0,20.0,0.07,0.07,0.14,0.07,0.14,0.1,0.1,0.2,0.1,0.2,Matches,granada
Álex Collado,es ESP,"MF,FW",22.0,17,13,1020.0,11.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,1.0,1.8,20.0,38.0,32.0,0.18,0.09,0.26,0.18,0.26,0.07,0.09,0.16,0.07,0.16,Matches,granada
Njegoš Petrović,rs SRB,MF,22.0,15,10,918.0,10.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,3.0,33.0,14.0,0.0,0.1,0.1,0.0,0.1,0.07,0.01,0.08,0.07,0.08,Matches,granada
Myrto Uzuni,al ALB,"FW,MF",26.0,15,9,856.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.9,2.0,14.0,12.0,37.0,0.11,0.11,0.21,0.11,0.21,0.12,0.1,0.21,0.12,0.21,Matches,granada
Rubén Rochina,es ESP,"MF,FW",30.0,15,8,743.0,8.3,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.8,1.4,13.0,46.0,38.0,0.12,0.36,0.48,0.12,0.48,0.07,0.1,0.17,0.07,0.17,Matches,granada
Monchu,es ESP,MF,21.0,14,7,668.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.8,1.2,8.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,granada
Alberto Soro,es ESP,"MF,FW",22.0,16,7,578.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.3,8.0,21.0,35.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.2,0.12,0.2,Matches,granada
Luis Abram,pe PER,DF,25.0,8,6,560.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,granada
Carlos Bacca,co COL,FW,34.0,17,4,513.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.3,2.2,7.0,10.0,20.0,0.0,0.18,0.18,0.0,0.18,0.15,0.23,0.38,0.15,0.38,Matches,granada
Santiago Arias,co COL,DF,29.0,12,4,440.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.2,5.0,11.0,21.0,0.2,0.0,0.2,0.2,0.2,0.15,0.09,0.24,0.15,0.24,Matches,granada
Aarón Escandell,es ESP,GK,25.0,4,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,granada
Isma Ruiz,es ESP,MF,20.0,8,3,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,granada
Yan Brice Eteki,cm CMR,MF,23.0,12,2,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,granada
Dimitri Foulquier,fr FRA,DF,28.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,granada
Matias Arezo,uy URU,"FW,MF",18.0,8,1,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.56,0.17,0.73,0.56,0.73,Matches,granada
Barcia,es ESP,DF,20.0,1,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,granada
Dani Raba,es ESP,"MF,FW",25.0,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,granada
Adrián Butzke,es ESP,FW,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,granada
Ángel,es ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,granada
Brau,es ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,granada
