Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,club
Oliver Skipp,eng ENG,MF,20.0,18,14,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.7,1.0,27.0,76.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,tottenham hotspur
Dejan Kulusevski,se SWE,"MF,FW",21.0,18,14,1261.0,14.0,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,2.7,2.7,3.4,6.2,51.0,35.0,100.0,0.36,0.57,0.93,0.36,0.93,0.2,0.25,0.44,0.2,0.44,Matches,tottenham hotspur
Ryan Sessegnon,eng ENG,"DF,MF",21.0,15,13,1047.0,11.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.7,3.0,30.0,22.0,80.0,0.0,0.17,0.17,0.0,0.17,0.03,0.23,0.26,0.03,0.26,Matches,tottenham hotspur
Japhet Tanganga,eng ENG,DF,22.0,11,10,735.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.4,0.4,0.2,0.7,13.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,tottenham hotspur
Harry Winks,eng ENG,MF,25.0,19,9,912.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.5,1.6,10.0,73.0,18.0,0.0,0.1,0.1,0.0,0.1,0.01,0.15,0.16,0.01,0.16,Matches,tottenham hotspur
Matt Doherty,ie IRL,DF,29.0,15,9,875.0,9.7,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.0,4.5,29.0,24.0,80.0,0.21,0.41,0.62,0.21,0.62,0.25,0.2,0.46,0.25,0.46,Matches,tottenham hotspur
Dele Alli,eng ENG,MF,25.0,10,8,657.0,7.3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.6,0.8,0.3,1.1,8.0,18.0,22.0,0.14,0.0,0.14,0.0,0.0,0.22,0.04,0.26,0.11,0.15,Matches,tottenham hotspur
Tanguy Ndombele,fr FRA,MF,24.0,9,6,484.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,14.0,21.0,25.0,0.19,0.19,0.37,0.19,0.37,0.08,0.07,0.16,0.08,0.16,Matches,tottenham hotspur
Steven Bergwijn,nl NED,"FW,MF",23.0,25,4,565.0,6.3,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.5,2.5,0.9,3.5,26.0,17.0,53.0,0.48,0.16,0.64,0.48,0.64,0.4,0.15,0.55,0.4,0.55,Matches,tottenham hotspur
Giovani Lo Celso,ar ARG,"MF,FW",25.0,9,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,10.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.49,0.23,0.49,Matches,tottenham hotspur
Bryan,es ESP,"FW,MF",20.0,9,0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,tottenham hotspur
Joe Rodon,wls WAL,DF,23.0,3,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tottenham hotspur
Dane Scarlett,eng ENG,MF,17.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tottenham hotspur
Brandon Austin,eng ENG,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Jamie Bowden,ie IRL,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Matthew Craig,sct SCO,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Alfie Devine,eng ENG,MF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Pierluigi Gollini,it ITA,GK,26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Marcel Lavinier,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Dilan Markanday,eng ENG,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Tobi Omole,eng ENG,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Moussa Sissoko,fr FRA,MF,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tottenham hotspur
Gabriel Dos Santos,br BRA,DF,23.0,35,35,3063.0,34.0,5.0,0.0,5.0,5.0,0.0,0.0,8.0,1.0,3.2,3.2,0.7,3.9,12.0,110.0,9.0,0.15,0.0,0.15,0.15,0.15,0.09,0.02,0.12,0.09,0.12,Matches,arsenal
Aaron Ramsdale,eng ENG,GK,23.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arsenal
Ben White,eng ENG,DF,23.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.3,2.3,38.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,arsenal
Martin Ødegaard,no NOR,"MF,FW",22.0,36,32,2785.0,30.9,7.0,4.0,11.0,7.0,0.0,0.0,4.0,0.0,4.8,4.8,6.3,11.1,57.0,224.0,146.0,0.23,0.13,0.36,0.23,0.36,0.15,0.2,0.36,0.15,0.36,Matches,arsenal
Granit Xhaka,ch SUI,"MF,DF",28.0,27,27,2327.0,25.9,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,1.4,1.4,2.3,3.7,39.0,230.0,67.0,0.04,0.08,0.12,0.04,0.12,0.05,0.09,0.14,0.05,0.14,Matches,arsenal
Thomas Partey,gh GHA,MF,28.0,24,23,2028.0,22.5,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.8,2.8,1.0,3.8,20.0,119.0,11.0,0.09,0.04,0.13,0.09,0.13,0.12,0.05,0.17,0.12,0.17,Matches,arsenal
Kieran Tierney,sct SCO,DF,24.0,22,22,1915.0,21.3,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.8,2.4,62.0,105.0,128.0,0.05,0.14,0.19,0.05,0.19,0.03,0.09,0.11,0.03,0.11,Matches,arsenal
Emile Smith Rowe,eng ENG,"MF,FW",21.0,33,21,1921.0,21.3,10.0,2.0,12.0,10.0,0.0,0.0,1.0,0.0,6.0,6.0,2.0,8.0,65.0,85.0,139.0,0.47,0.09,0.56,0.47,0.56,0.28,0.09,0.38,0.28,0.38,Matches,arsenal
Martinelli,br BRA,"FW,MF",20.0,29,21,1860.0,20.7,6.0,6.0,12.0,5.0,1.0,1.0,3.0,1.0,7.3,6.6,4.3,11.0,79.0,37.0,207.0,0.29,0.29,0.58,0.24,0.53,0.35,0.21,0.56,0.32,0.53,Matches,arsenal
Alexandre Lacazette,fr FRA,FW,30.0,30,20,1782.0,19.8,4.0,7.0,11.0,2.0,2.0,3.0,0.0,0.0,8.4,6.0,3.0,9.1,19.0,52.0,106.0,0.2,0.35,0.56,0.1,0.45,0.42,0.15,0.58,0.3,0.46,Matches,arsenal
Takehiro Tomiyasu,jp JPN,DF,22.0,21,20,1679.0,18.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,32.0,96.0,41.0,0.0,0.05,0.05,0.0,0.05,0.03,0.05,0.09,0.03,0.09,Matches,arsenal
Cédric Soares,pt POR,DF,29.0,21,16,1486.0,16.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,1.6,2.1,17.0,84.0,56.0,0.06,0.06,0.12,0.06,0.12,0.03,0.09,0.13,0.03,0.13,Matches,arsenal
Nuno Tavares,pt POR,DF,21.0,22,13,1176.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,1.1,2.9,47.0,42.0,91.0,0.08,0.08,0.15,0.08,0.15,0.14,0.08,0.22,0.14,0.22,Matches,arsenal
Albert Sambi Lokonga,be BEL,MF,21.0,19,12,1134.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.0,1.6,28.0,84.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,arsenal
Pierre-Emerick Aubameyang,ga GAB,FW,32.0,14,12,1037.0,11.5,4.0,1.0,5.0,4.0,0.0,2.0,3.0,0.0,5.9,4.2,1.0,5.2,21.0,26.0,47.0,0.35,0.09,0.43,0.35,0.43,0.51,0.09,0.6,0.36,0.45,Matches,arsenal
Rob Holding,eng ENG,DF,25.0,15,9,845.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.4,0.4,0.0,0.4,4.0,23.0,0.0,0.11,0.0,0.11,0.11,0.11,0.04,0.0,0.04,0.04,0.04,Matches,arsenal
Eddie Nketiah,eng ENG,FW,22.0,21,8,835.0,9.3,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,4.4,4.4,2.0,6.4,27.0,21.0,66.0,0.54,0.11,0.65,0.54,0.65,0.47,0.22,0.69,0.47,0.69,Matches,arsenal
Mohamed Elneny,eg EGY,MF,29.0,14,8,806.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,5.0,43.0,2.0,0.0,0.22,0.22,0.0,0.22,0.02,0.05,0.07,0.02,0.07,Matches,arsenal
Nicolas Pépé,ci CIV,"FW,MF",26.0,20,5,696.0,7.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.6,2.6,1.7,4.3,20.0,17.0,97.0,0.13,0.26,0.39,0.13,0.39,0.34,0.22,0.56,0.34,0.56,Matches,arsenal
Bernd Leno,de GER,GK,29.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arsenal
Ainsley Maitland-Niles,eng ENG,MF,23.0,8,2,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12,Matches,arsenal
Pablo Marí,es ESP,DF,27.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,arsenal
Calum Chambers,eng ENG,DF,26.0,2,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.08,0.04,0.08,Matches,arsenal
Sead Kolašinac,ba BIH,DF,28.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arsenal
Folarin Balogun,eng ENG,FW,20.0,2,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,arsenal
Reiss Nelson,eng ENG,FW,21.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.45,0.24,0.45,Matches,arsenal
Ryan Alebiousu,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Zach Awe,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Miguel Azeez,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Héctor Bellerín,es ESP,"DF,MF",26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Mika Biereth,dk DEN,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Marcelo Flores,mx MEX,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Omari Hutchinson,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Karl Jakob Hein,ee EST,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Alex Kirk,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Mazeed Ogungbo,ie IRL,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Arthur Okonkwo,eng ENG,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Salah Oulad M'Hand,nl NED,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Charlie Patino,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,arsenal
Bruno Fernandes,pt POR,MF,26.0,36,35,3111.0,34.6,10.0,6.0,16.0,10.0,0.0,2.0,10.0,0.0,9.7,8.1,9.0,17.1,78.0,237.0,190.0,0.29,0.17,0.46,0.29,0.46,0.28,0.26,0.54,0.23,0.5,Matches,manchester united
Harry Maguire,eng ENG,DF,28.0,30,28,2515.0,27.9,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.9,1.9,0.1,2.1,22.0,115.0,5.0,0.04,0.0,0.04,0.04,0.04,0.07,0.0,0.07,0.07,0.07,Matches,manchester united
Scott McTominay,sct SCO,MF,24.0,30,28,2387.0,26.5,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.4,1.4,1.5,2.9,40.0,125.0,37.0,0.04,0.04,0.08,0.04,0.08,0.05,0.06,0.11,0.05,0.11,Matches,manchester united
Cristiano Ronaldo,pt POR,FW,36.0,30,27,2456.0,27.3,18.0,3.0,21.0,15.0,3.0,3.0,8.0,0.0,17.7,15.4,2.9,18.2,67.0,64.0,192.0,0.66,0.11,0.77,0.55,0.66,0.65,0.11,0.75,0.56,0.67,Matches,manchester united
Victor Lindelöf,se SWE,DF,27.0,28,26,2355.0,26.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.8,14.0,72.0,3.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,Matches,manchester united
Fred,br BRA,MF,28.0,28,24,2028.0,22.5,4.0,4.0,8.0,4.0,0.0,0.0,5.0,0.0,1.3,1.3,2.2,3.5,17.0,138.0,41.0,0.18,0.18,0.36,0.18,0.36,0.06,0.1,0.16,0.06,0.16,Matches,manchester united
Jadon Sancho,eng ENG,"FW,MF",21.0,29,20,1900.0,21.1,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.6,3.6,4.1,7.7,111.0,88.0,222.0,0.14,0.14,0.28,0.14,0.28,0.17,0.19,0.37,0.17,0.37,Matches,manchester united
Raphaël Varane,fr FRA,DF,28.0,22,20,1831.0,20.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,11.0,49.0,2.0,0.05,0.05,0.1,0.05,0.1,0.03,0.01,0.05,0.03,0.05,Matches,manchester united
Aaron Wan-Bissaka,eng ENG,DF,23.0,20,20,1793.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.9,1.2,55.0,61.0,90.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,manchester united
Diogo Dalot,pt POR,DF,22.0,24,19,1801.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.2,1.7,53.0,105.0,75.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,manchester united
Luke Shaw,eng ENG,DF,26.0,20,19,1601.0,17.8,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.1,0.1,3.6,3.7,48.0,82.0,69.0,0.0,0.17,0.17,0.0,0.17,0.01,0.2,0.21,0.01,0.21,Matches,manchester united
Alex Telles,br BRA,DF,28.0,21,18,1660.0,18.4,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.9,2.3,36.0,66.0,102.0,0.0,0.22,0.22,0.0,0.22,0.02,0.1,0.12,0.02,0.12,Matches,manchester united
Nemanja Matić,rs SRB,MF,32.0,23,16,1382.0,15.4,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,2.0,2.2,32.0,98.0,7.0,0.0,0.26,0.26,0.0,0.26,0.01,0.13,0.14,0.01,0.14,Matches,manchester united
Paul Pogba,fr FRA,"MF,FW",28.0,20,16,1349.0,15.0,1.0,9.0,10.0,1.0,0.0,0.0,7.0,1.0,2.6,2.6,3.5,6.1,34.0,117.0,62.0,0.07,0.6,0.67,0.07,0.67,0.18,0.23,0.41,0.18,0.41,Matches,manchester united
Mason Greenwood,eng ENG,"FW,MF",19.0,18,16,1271.0,14.1,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,4.3,4.3,1.8,6.1,48.0,39.0,109.0,0.35,0.07,0.42,0.35,0.42,0.3,0.13,0.43,0.3,0.43,Matches,manchester united
Anthony Elanga,se SWE,FW,19.0,21,14,1214.0,13.5,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.6,2.6,2.4,5.1,32.0,18.0,114.0,0.15,0.15,0.3,0.15,0.3,0.19,0.18,0.37,0.19,0.37,Matches,manchester united
Marcus Rashford,eng ENG,"FW,MF",23.0,25,13,1235.0,13.7,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,2.9,2.9,2.1,5.0,50.0,28.0,118.0,0.29,0.15,0.44,0.29,0.44,0.21,0.15,0.36,0.21,0.36,Matches,manchester united
Edinson Cavani,uy URU,FW,34.0,15,7,766.0,8.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.4,3.4,1.2,4.7,2.0,9.0,32.0,0.23,0.12,0.35,0.23,0.35,0.4,0.14,0.55,0.4,0.55,Matches,manchester united
Eric Bailly,ci CIV,DF,27.0,4,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester united
Jesse Lingard,eng ENG,"FW,MF",28.0,16,2,367.0,4.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,1.0,9.0,13.0,22.0,0.49,0.0,0.49,0.49,0.49,0.16,0.08,0.24,0.16,0.24,Matches,manchester united
Juan Mata,es ESP,MF,33.0,7,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,8.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.22,0.12,0.22,Matches,manchester united
Anthony Martial,fr FRA,FW,25.0,8,2,212.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,10.0,14.0,32.0,0.42,0.0,0.42,0.42,0.42,0.28,0.0,0.28,0.28,0.28,Matches,manchester united
Phil Jones,eng ENG,DF,29.0,4,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester united
Daniel James,wls WAL,FW,23.0,2,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.6,5.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.18,0.24,0.42,0.18,0.42,Matches,manchester united
Hannibal Mejbri,tn TUN,FW,18.0,2,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,manchester united
Donny van de Beek,nl NED,MF,24.0,8,0,75.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.0,4.0,4.0,1.2,0.0,1.2,1.2,1.2,0.57,0.47,1.04,0.57,1.04,Matches,manchester united
Shola Shoretire,eng ENG,MF,17.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester united
Alejandro Garnacho,es ESP,"FW,MF",17.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester united
Amad Diallo,ci CIV,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester united
Álvaro Fernández,es ESP,"DF,MF",18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester united
Tom Heaton,eng ENG,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester united
Dean Henderson,eng ENG,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester united
Andreas Pereira,br BRA,MF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester united
Charlie Savage,wls WAL,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester united
Declan Rice,eng ENG,MF,22.0,36,35,3179.0,35.3,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,1.7,2.8,104.0,256.0,44.0,0.03,0.11,0.14,0.03,0.14,0.03,0.05,0.08,0.03,0.08,Matches,west ham united
Tomáš Souček,cz CZE,MF,26.0,35,34,3062.0,34.0,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,5.5,4.8,2.2,7.0,36.0,141.0,54.0,0.15,0.03,0.18,0.15,0.18,0.16,0.06,0.22,0.14,0.2,Matches,west ham united
Jarrod Bowen,eng ENG,FW,24.0,36,34,2983.0,33.1,12.0,10.0,22.0,12.0,0.0,0.0,6.0,0.0,11.9,11.9,6.1,18.0,74.0,66.0,204.0,0.36,0.3,0.66,0.36,0.66,0.36,0.18,0.54,0.36,0.54,Matches,west ham united
Michail Antonio,jm JAM,FW,31.0,36,34,2971.0,33.0,10.0,8.0,18.0,10.0,0.0,1.0,8.0,1.0,10.8,10.2,6.0,16.2,77.0,46.0,246.0,0.3,0.24,0.55,0.3,0.55,0.33,0.18,0.51,0.31,0.49,Matches,west ham united
Pablo Fornals,es ESP,"FW,MF",25.0,36,32,2795.0,31.1,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,4.6,4.6,6.3,10.9,49.0,191.0,200.0,0.19,0.1,0.29,0.19,0.29,0.15,0.2,0.35,0.15,0.35,Matches,west ham united
Aaron Cresswell,eng ENG,DF,31.0,31,31,2726.0,30.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,3.2,4.2,54.0,186.0,99.0,0.07,0.1,0.17,0.07,0.17,0.04,0.1,0.14,0.04,0.14,Matches,west ham united
Craig Dawson,eng ENG,DF,31.0,34,30,2754.0,30.6,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,3.0,3.0,1.0,4.0,4.0,54.0,3.0,0.07,0.07,0.13,0.07,0.13,0.1,0.03,0.13,0.1,0.13,Matches,west ham united
Saïd Benrahma,dz ALG,"FW,MF",25.0,32,26,2168.0,24.1,8.0,6.0,14.0,8.0,0.0,0.0,0.0,0.0,4.8,4.8,3.7,8.5,73.0,73.0,222.0,0.33,0.25,0.58,0.33,0.58,0.2,0.15,0.35,0.2,0.35,Matches,west ham united
Vladimír Coufal,cz CZE,DF,28.0,28,25,2209.0,24.5,0.0,4.0,4.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,2.1,2.9,51.0,113.0,119.0,0.0,0.16,0.16,0.0,0.16,0.03,0.08,0.12,0.03,0.12,Matches,west ham united
Kurt Zouma,fr FRA,DF,26.0,24,24,2078.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,11.0,33.0,2.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches,west ham united
Manuel Lanzini,ar ARG,"MF,FW",28.0,30,19,1786.0,19.8,5.0,3.0,8.0,2.0,3.0,3.0,2.0,0.0,3.7,1.3,2.4,3.7,29.0,119.0,57.0,0.25,0.15,0.4,0.1,0.25,0.19,0.12,0.31,0.07,0.19,Matches,west ham united
Ben Johnson,eng ENG,DF,21.0,20,16,1397.0,15.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.7,23.0,64.0,67.0,0.06,0.0,0.06,0.06,0.06,0.01,0.04,0.05,0.01,0.05,Matches,west ham united
Angelo Ogbonna,it ITA,DF,33.0,11,11,921.0,10.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,2.0,14.0,0.0,0.1,0.0,0.1,0.1,0.1,0.03,0.0,0.03,0.03,0.03,Matches,west ham united
Issa Diop,fr FRA,DF,24.0,13,10,963.0,10.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,4.0,14.0,1.0,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.05,0.01,0.05,Matches,west ham united
Arthur Masuaku,cd COD,"DF,FW",27.0,13,6,650.0,7.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.8,0.9,16.0,33.0,26.0,0.14,0.14,0.28,0.14,0.28,0.01,0.12,0.12,0.01,0.12,Matches,west ham united
Nikola Vlašić,hr CRO,"FW,MF",23.0,19,6,560.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.6,2.0,21.0,14.0,48.0,0.16,0.0,0.16,0.16,0.16,0.21,0.1,0.31,0.21,0.31,Matches,west ham united
