Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,club
Riyad Mahrez,dz ALG,FW,30.0,28,15,1498.0,16.6,11.0,5.0,16.0,7.0,4.0,5.0,0.0,0.0,10.1,6.2,4.2,10.4,74.0,70.0,234.0,0.66,0.3,0.96,0.42,0.72,0.61,0.25,0.86,0.37,0.62,Matches,manchester city
John Stones,eng ENG,DF,27.0,14,12,1119.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,28.0,63.0,7.0,0.08,0.0,0.08,0.08,0.08,0.07,0.01,0.09,0.07,0.09,Matches,manchester city
Oleksandr Zinchenko,ua UKR,DF,24.0,15,10,1047.0,11.6,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.7,3.2,32.0,113.0,88.0,0.0,0.34,0.34,0.0,0.34,0.04,0.23,0.27,0.04,0.27,Matches,manchester city
Fernandinho,br BRA,"MF,DF",36.0,19,10,964.0,10.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,1.0,2.5,16.0,81.0,11.0,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24,Matches,manchester city
Nathan Aké,nl NED,DF,26.0,14,10,923.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.2,12.0,57.0,8.0,0.2,0.0,0.2,0.2,0.2,0.07,0.06,0.12,0.07,0.12,Matches,manchester city
Ferrán Torres,es ESP,FW,21.0,4,4,303.0,3.4,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.8,2.8,0.0,2.8,5.0,4.0,26.0,0.59,0.3,0.89,0.59,0.89,0.83,0.01,0.84,0.83,0.84,Matches,manchester city
Cole Palmer,eng ENG,"FW,MF",19.0,4,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.47,0.31,0.47,Matches,manchester city
Zack Steffen,us USA,GK,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester city
Benjamin Mendy,fr FRA,DF,27.0,1,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,manchester city
James Mcatee,eng ENG,"MF,FW",18.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,manchester city
Liam Delap,eng ENG,FW,18.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester city
Kayky Chagas,br BRA,FW,18.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester city
CJ Egan-Riley,eng ENG,DF,18.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,manchester city
Scott Carson,eng ENG,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester city
Thomas Doyle,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester city
Samuel Edozie,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester city
Roméo Lavia,be BEL,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester city
Luke Mbete-Tatu,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester city
Cieran Slicker,sct SCO,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,manchester city
Virgil van Dijk,nl NED,DF,30.0,34,34,3060.0,34.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,1.5,3.6,11.0,145.0,4.0,0.09,0.03,0.12,0.09,0.12,0.06,0.05,0.11,0.06,0.11,Matches,liverpool
Trent Alexander-Arnold,eng ENG,DF,22.0,32,32,2853.0,31.7,2.0,12.0,14.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,12.0,14.4,53.0,267.0,201.0,0.06,0.38,0.44,0.06,0.44,0.07,0.38,0.46,0.07,0.46,Matches,liverpool
Sadio Mané,sn SEN,FW,29.0,34,32,2819.0,31.3,16.0,2.0,18.0,16.0,0.0,0.0,5.0,0.0,17.2,17.2,5.2,22.5,105.0,130.0,305.0,0.51,0.06,0.57,0.51,0.57,0.55,0.17,0.72,0.55,0.72,Matches,liverpool
Joël Matip,cm CMR,DF,29.0,31,31,2790.0,31.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,3.4,3.4,1.3,4.6,55.0,186.0,7.0,0.1,0.1,0.19,0.1,0.19,0.11,0.04,0.15,0.11,0.15,Matches,liverpool
Mohamed Salah,eg EGY,FW,29.0,35,30,2762.0,30.7,23.0,13.0,36.0,18.0,5.0,6.0,1.0,0.0,22.7,17.8,10.0,27.8,125.0,122.0,451.0,0.75,0.42,1.17,0.59,1.01,0.74,0.33,1.07,0.58,0.91,Matches,liverpool
Jordan Henderson,eng ENG,MF,31.0,35,29,2597.0,28.9,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,3.5,5.0,54.0,245.0,116.0,0.07,0.17,0.24,0.07,0.24,0.05,0.12,0.17,0.05,0.17,Matches,liverpool
Andrew Robertson,sct SCO,DF,27.0,29,29,2537.0,28.2,3.0,10.0,13.0,3.0,0.0,0.0,5.0,1.0,1.4,1.4,5.6,7.0,96.0,186.0,239.0,0.11,0.35,0.46,0.11,0.46,0.05,0.2,0.25,0.05,0.25,Matches,liverpool
Diogo Jota,pt POR,FW,24.0,35,27,2364.0,26.3,15.0,4.0,19.0,15.0,0.0,0.0,3.0,0.0,16.3,16.3,5.8,22.0,74.0,87.0,191.0,0.57,0.15,0.72,0.57,0.72,0.62,0.22,0.84,0.62,0.84,Matches,liverpool
Fabinho,br BRA,MF,27.0,29,26,2314.0,25.7,5.0,1.0,6.0,3.0,2.0,2.0,7.0,0.0,3.9,2.4,1.3,3.7,18.0,134.0,37.0,0.19,0.04,0.23,0.12,0.16,0.15,0.05,0.2,0.09,0.14,Matches,liverpool
Thiago Alcántara,es ESP,MF,30.0,25,17,1534.0,17.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,2.3,4.2,24.0,214.0,45.0,0.06,0.23,0.29,0.06,0.29,0.11,0.14,0.25,0.11,0.25,Matches,liverpool
Naby Keïta,gn GUI,MF,26.0,23,14,1173.0,13.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.2,2.2,1.9,4.1,39.0,75.0,42.0,0.23,0.08,0.31,0.23,0.31,0.17,0.14,0.31,0.17,0.31,Matches,liverpool
Ibrahima Konaté,fr FRA,DF,22.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,7.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,liverpool
Luis Díaz,co COL,FW,24.0,13,11,958.0,10.6,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,3.6,3.6,2.6,6.2,53.0,38.0,127.0,0.38,0.28,0.66,0.38,0.66,0.33,0.25,0.58,0.33,0.58,Matches,liverpool
Roberto Firmino,br BRA,FW,29.0,20,10,990.0,11.0,5.0,4.0,9.0,5.0,0.0,0.0,3.0,0.0,4.7,4.7,1.7,6.4,27.0,40.0,100.0,0.45,0.36,0.82,0.45,0.82,0.43,0.16,0.59,0.43,0.59,Matches,liverpool
Curtis Jones,eng ENG,MF,20.0,15,10,851.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,1.5,25.0,58.0,54.0,0.11,0.11,0.21,0.11,0.21,0.1,0.07,0.16,0.1,0.16,Matches,liverpool
Kostas Tsimikas,gr GRE,DF,25.0,13,9,877.0,9.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,2.7,3.3,48.0,47.0,109.0,0.0,0.21,0.21,0.0,0.21,0.06,0.27,0.34,0.06,0.34,Matches,liverpool
James Milner,eng ENG,"MF,DF",35.0,24,9,853.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.2,2.5,9.0,73.0,38.0,0.0,0.11,0.11,0.0,0.11,0.04,0.23,0.26,0.04,0.26,Matches,liverpool
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",27.0,17,9,785.0,8.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,1.1,2.5,34.0,61.0,63.0,0.23,0.11,0.34,0.23,0.34,0.15,0.13,0.28,0.15,0.28,Matches,liverpool
Harvey Elliott,eng ENG,MF,18.0,6,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,1.4,10.0,36.0,38.0,0.0,0.0,0.0,0.0,0.0,0.21,0.16,0.37,0.21,0.37,Matches,liverpool
Joe Gomez,eng ENG,DF,24.0,8,4,331.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.8,11.0,36.0,29.0,0.0,0.27,0.27,0.0,0.27,0.01,0.21,0.22,0.01,0.22,Matches,liverpool
Caoimhín Kelleher,ie IRL,GK,22.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,liverpool
Takumi Minamino,jp JPN,"FW,MF",26.0,11,1,186.0,2.1,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,0.5,2.2,2.0,5.0,15.0,1.45,0.0,1.45,1.45,1.45,0.79,0.25,1.04,0.79,1.04,Matches,liverpool
Tyler Morton,eng ENG,MF,18.0,2,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,liverpool
Divock Origi,be BEL,FW,26.0,7,0,133.0,1.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,3.0,2.0,9.0,2.03,0.0,2.03,2.03,2.03,1.02,0.0,1.02,1.02,1.02,Matches,liverpool
Kaide Gordon,eng ENG,FW,16.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,4.5,4.5,Matches,liverpool
Neco Williams,wls WAL,DF,20.0,1,0,8.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,2.0,0.0,11.25,11.25,0.0,11.25,0.0,7.82,7.82,0.0,7.82,Matches,liverpool
Adrián,es ESP,GK,34.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool
Owen Beck,wls WAL,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool
Conor Bradley,nir NIR,"DF,MF",18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool
Nathaniel Phillips,eng ENG,DF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool
Marcelo Pitaluga,br BRA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool
Jarrell Quansah,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool
Rhys Williams,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool
Antonio Rüdiger,de GER,DF,28.0,34,34,3035.0,33.7,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,2.3,2.3,0.7,3.0,54.0,188.0,21.0,0.09,0.0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches,chelsea
Thiago Silva,br BRA,DF,36.0,32,28,2650.0,29.4,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.9,0.9,0.2,1.1,14.0,145.0,2.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,Matches,chelsea
Mason Mount,eng ENG,MF,22.0,32,27,2363.0,26.3,11.0,10.0,21.0,10.0,1.0,1.0,4.0,0.0,8.0,7.2,6.7,14.0,92.0,164.0,276.0,0.42,0.38,0.8,0.38,0.76,0.31,0.26,0.56,0.28,0.53,Matches,chelsea
Jorginho,it ITA,MF,29.0,29,26,2273.0,25.3,6.0,2.0,8.0,0.0,6.0,7.0,5.0,0.0,5.8,0.3,2.7,3.0,18.0,178.0,19.0,0.24,0.08,0.32,0.0,0.08,0.23,0.11,0.34,0.01,0.12,Matches,chelsea
Marcos Alonso,es ESP,DF,30.0,28,25,2167.0,24.1,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,2.8,2.8,4.5,7.3,51.0,93.0,192.0,0.17,0.17,0.33,0.17,0.33,0.12,0.19,0.3,0.12,0.3,Matches,chelsea
César Azpilicueta,es ESP,DF,31.0,27,24,2070.0,23.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,1.8,2.6,49.0,138.0,132.0,0.04,0.09,0.13,0.04,0.13,0.04,0.08,0.11,0.04,0.11,Matches,chelsea
Reece James,eng ENG,DF,21.0,26,22,1864.0,20.7,5.0,9.0,14.0,5.0,0.0,0.0,4.0,1.0,3.1,3.1,5.9,9.1,52.0,149.0,203.0,0.24,0.43,0.68,0.24,0.68,0.15,0.29,0.44,0.15,0.44,Matches,chelsea
Kai Havertz,de GER,"FW,MF",22.0,29,22,1809.0,20.1,8.0,3.0,11.0,8.0,0.0,0.0,3.0,0.0,8.7,8.7,2.2,10.9,64.0,62.0,203.0,0.4,0.15,0.55,0.4,0.55,0.43,0.11,0.54,0.43,0.54,Matches,chelsea
N'Golo Kanté,fr FRA,MF,30.0,26,21,1773.0,19.7,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,2.1,3.6,72.0,159.0,62.0,0.1,0.2,0.3,0.1,0.3,0.08,0.11,0.19,0.08,0.19,Matches,chelsea
Andreas Christensen,dk DEN,DF,25.0,19,17,1496.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,14.0,81.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,chelsea
Trevoh Chalobah,eng ENG,DF,22.0,20,17,1449.0,16.1,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.1,1.1,0.3,1.4,24.0,88.0,14.0,0.19,0.06,0.25,0.19,0.25,0.07,0.02,0.09,0.07,0.09,Matches,chelsea
Romelu Lukaku,be BEL,FW,28.0,26,16,1589.0,17.7,8.0,0.0,8.0,7.0,1.0,1.0,1.0,0.0,6.6,5.8,3.0,8.8,29.0,19.0,125.0,0.45,0.0,0.45,0.4,0.4,0.38,0.17,0.54,0.33,0.5,Matches,chelsea
Mateo Kovačić,hr CRO,MF,27.0,25,16,1558.0,17.3,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,3.2,4.7,42.0,135.0,37.0,0.12,0.29,0.4,0.12,0.4,0.09,0.18,0.27,0.09,0.27,Matches,chelsea
Timo Werner,de GER,"FW,MF",25.0,21,15,1283.0,14.3,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,6.8,6.8,0.3,7.1,46.0,18.0,144.0,0.28,0.07,0.35,0.28,0.35,0.48,0.02,0.5,0.48,0.5,Matches,chelsea
Hakim Ziyech,ma MAR,"MF,FW",28.0,23,14,1319.0,14.7,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,3.4,3.4,2.9,6.3,50.0,88.0,142.0,0.27,0.2,0.48,0.27,0.48,0.23,0.2,0.43,0.23,0.43,Matches,chelsea
Ruben Loftus-Cheek,eng ENG,"MF,DF",25.0,24,13,1394.0,15.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,2.4,3.6,69.0,108.0,53.0,0.0,0.13,0.13,0.0,0.13,0.08,0.16,0.24,0.08,0.24,Matches,chelsea
Christian Pulisic,us USA,"MF,FW",22.0,22,13,1290.0,14.3,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,4.9,4.9,1.3,6.2,44.0,38.0,108.0,0.42,0.14,0.56,0.42,0.56,0.34,0.09,0.43,0.34,0.43,Matches,chelsea
Callum Hudson-Odoi,eng ENG,"MF,FW",20.0,15,11,962.0,10.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,2.1,4.6,67.0,41.0,102.0,0.09,0.19,0.28,0.09,0.28,0.23,0.2,0.43,0.23,0.43,Matches,chelsea
Malang Sarr,fr FRA,DF,22.0,8,6,546.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,9.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches,chelsea
Ben Chilwell,eng ENG,DF,24.0,7,6,542.0,6.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,1.7,14.0,18.0,46.0,0.5,0.17,0.66,0.5,0.66,0.15,0.13,0.28,0.15,0.28,Matches,chelsea
Saúl Ñíguez,es ESP,"DF,MF",26.0,10,5,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.9,4.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.16,0.07,0.16,Matches,chelsea
Kepa Arrizabalaga,es ESP,GK,26.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chelsea
Ross Barkley,eng ENG,"MF,FW",27.0,6,1,179.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,14.0,14.0,17.0,0.5,0.0,0.5,0.5,0.5,0.49,0.24,0.73,0.49,0.73,Matches,chelsea
Kenedy,br BRA,DF,25.0,1,1,58.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2.0,5.0,10.0,0.0,1.55,1.55,0.0,1.55,0.06,0.94,1.0,0.06,1.0,Matches,chelsea
Emerson Palmieri,it ITA,DF,26.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,chelsea
Tammy Abraham,eng ENG,FW,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea
Marcus Bettinelli,eng ENG,GK,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea
Lewis Hall,eng ENG,MF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea
Harvey Vale,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,chelsea
Harry Kane,eng ENG,FW,28.0,37,36,3232.0,35.9,17.0,9.0,26.0,13.0,4.0,4.0,5.0,0.0,18.6,15.4,9.1,24.5,87.0,143.0,212.0,0.47,0.25,0.72,0.36,0.61,0.52,0.25,0.77,0.43,0.68,Matches,tottenham hotspur
Pierre Højbjerg,dk DEN,MF,25.0,36,36,3196.0,35.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,2.3,4.2,46.0,242.0,47.0,0.06,0.06,0.11,0.06,0.11,0.05,0.06,0.12,0.05,0.12,Matches,tottenham hotspur
Eric Dier,eng ENG,DF,27.0,35,35,3071.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.1,2.3,13.0,103.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,tottenham hotspur
Son Heung-min,kr KOR,"MF,FW",29.0,35,35,3006.0,33.4,23.0,7.0,30.0,23.0,0.0,0.0,2.0,0.0,15.9,15.9,7.5,23.4,116.0,90.0,242.0,0.69,0.21,0.9,0.69,0.9,0.48,0.22,0.7,0.48,0.7,Matches,tottenham hotspur
Ben Davies,wls WAL,DF,28.0,29,28,2538.0,28.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.3,2.3,0.5,2.9,62.0,137.0,60.0,0.04,0.04,0.07,0.04,0.07,0.08,0.02,0.1,0.08,0.1,Matches,tottenham hotspur
Emerson,br BRA,"DF,MF",22.0,31,26,2286.0,25.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,2.2,3.6,68.0,68.0,175.0,0.04,0.04,0.08,0.04,0.08,0.06,0.09,0.14,0.06,0.14,Matches,tottenham hotspur
Sergio Reguilón,es ESP,"DF,MF",24.0,25,22,1916.0,21.3,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,3.3,6.4,63.0,50.0,144.0,0.09,0.14,0.23,0.09,0.23,0.14,0.16,0.3,0.14,0.3,Matches,tottenham hotspur
Cristian Romero,ar ARG,DF,23.0,22,21,1844.0,20.5,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.5,0.5,0.3,0.7,23.0,65.0,9.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,Matches,tottenham hotspur
Lucas Moura,br BRA,"FW,MF",28.0,34,19,1775.0,19.7,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,2.7,2.7,5.0,7.7,48.0,99.0,87.0,0.1,0.3,0.41,0.1,0.41,0.14,0.25,0.39,0.14,0.39,Matches,tottenham hotspur
Davinson Sánchez,co COL,DF,25.0,23,17,1631.0,18.1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.1,2.1,0.3,2.4,21.0,65.0,8.0,0.11,0.0,0.11,0.11,0.11,0.11,0.02,0.13,0.11,0.13,Matches,tottenham hotspur
Rodrigo Bentancur,uy URU,MF,24.0,17,16,1361.0,15.1,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,2.6,3.4,20.0,76.0,11.0,0.0,0.26,0.26,0.0,0.26,0.05,0.17,0.23,0.05,0.23,Matches,tottenham hotspur
