Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,club
Manuel Baldé,gw GNB,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,vizela
Gonçalo Cunha,pt POR,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,vizela
João Machado,pt POR,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,vizela
Marcelo,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,vizela
João Pais,pt POR,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,vizela
André Bukia,cd COD,"FW,MF",26.0,32,32,2565.0,28.5,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,4.3,4.3,1.9,6.1,81.0,80.0,200.0,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.21,0.15,0.21,Matches,arouca
Thales Oleques,br BRA,DF,27.0,32,30,2715.0,30.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,2.5,3.3,35.0,123.0,147.0,0.0,0.07,0.07,0.0,0.07,0.03,0.08,0.11,0.03,0.11,Matches,arouca
André Silva,br BRA,FW,24.0,31,30,2532.0,28.1,9.0,3.0,12.0,9.0,0.0,0.0,6.0,2.0,5.7,5.7,3.6,9.2,60.0,63.0,191.0,0.32,0.11,0.43,0.32,0.43,0.2,0.13,0.33,0.2,0.33,Matches,arouca
Quaresma,br BRA,DF,24.0,31,28,2429.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,1.2,1.7,41.0,102.0,83.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,arouca
Arsénio Martins Lafuente Nunes,pt POR,"FW,MF",31.0,33,28,2188.0,24.3,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,3.8,3.7,2.2,5.9,38.0,62.0,125.0,0.08,0.12,0.21,0.08,0.21,0.16,0.09,0.25,0.15,0.24,Matches,arouca
Leandro Miguel Pereira Silva,pt POR,MF,27.0,31,27,2198.0,24.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,3.3,4.2,17.0,157.0,41.0,0.04,0.04,0.08,0.04,0.08,0.04,0.14,0.17,0.04,0.17,Matches,arouca
Victor Braga,br BRA,GK,29.0,24,24,2077.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Pedro Manuel da Silva Moreira,pt POR,MF,32.0,24,23,1715.0,19.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.5,1.2,4.0,45.0,37.0,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.06,0.04,0.06,Matches,arouca
Eboue Kouassi,ci CIV,MF,23.0,19,17,1465.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.7,1.7,0.2,1.9,6.0,51.0,10.0,0.06,0.0,0.06,0.06,0.06,0.1,0.01,0.12,0.1,0.12,Matches,arouca
Abdoulaye Ba,sn SEN,DF,30.0,20,15,1343.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.3,1.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,arouca
David Simão,pt POR,MF,31.0,15,15,1125.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.5,0.5,1.4,2.0,5.0,44.0,26.0,0.08,0.16,0.24,0.08,0.24,0.04,0.12,0.16,0.04,0.16,Matches,arouca
Nino Galović,hr CRO,DF,29.0,12,10,929.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.6,0.8,8.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches,arouca
Tiago Esgaio,pt POR,DF,25.0,19,9,917.0,10.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.3,6.0,50.0,25.0,0.0,0.1,0.1,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches,arouca
Eugeni Valderrama,es ESP,MF,27.0,11,7,528.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,2.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.19,0.1,0.19,Matches,arouca
Pité,pt POR,MF,26.0,27,6,971.0,10.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.2,1.2,0.6,1.9,10.0,35.0,34.0,0.09,0.0,0.09,0.09,0.09,0.12,0.06,0.17,0.12,0.17,Matches,arouca
Fernando Castro,br BRA,GK,24.0,7,6,619.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Antony,br BRA,"FW,MF",19.0,21,5,666.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.2,1.6,21.0,14.0,65.0,0.27,0.0,0.27,0.27,0.27,0.18,0.02,0.2,0.18,0.2,Matches,arouca
Alan Ruiz,ar ARG,MF,27.0,9,5,468.0,5.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,1.1,1.5,5.0,36.0,27.0,0.19,0.19,0.38,0.19,0.38,0.07,0.22,0.29,0.07,0.29,Matches,arouca
Oday Dabbagh,ps PLE,"FW,MF",22.0,23,4,684.0,7.6,4.0,1.0,5.0,4.0,0.0,0.0,6.0,1.0,4.2,4.2,1.9,6.1,12.0,14.0,65.0,0.53,0.13,0.66,0.53,0.66,0.55,0.25,0.8,0.55,0.8,Matches,arouca
Tiago Araújo,pt POR,"DF,FW",20.0,15,4,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.6,1.0,10.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,Matches,arouca
José Manuel Velázquez,ve VEN,DF,30.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,arouca
Gastón Campi,ar ARG,DF,30.0,5,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,arouca
Norbert Haymamba,cm CMR,GK,22.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Adílio Santos,br BRA,FW,28.0,9,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.26,0.23,0.26,Matches,arouca
Omri Altman,il ISR,MF,27.0,5,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.3,0.16,0.3,Matches,arouca
Emilijus Zubas,lt LTU,GK,31.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Baptiste Aloé,fr FRA,DF,27.0,1,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,arouca
Joel Ferreira,pt POR,DF,29.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Bruninho,br BRA,FW,22.0,12,0,296.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.4,2.4,0.1,2.5,2.0,6.0,22.0,0.3,0.0,0.3,0.3,0.3,0.85,0.03,0.88,0.85,0.88,Matches,arouca
Or Dasa,il ISR,"MF,FW",22.0,4,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.26,0.06,0.26,Matches,arouca
Marco Soares,cv CPV,"FW,MF",37.0,3,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,arouca
Brunão,br BRA,MF,24.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Mauro Andrés Caballero,py PAR,FW,26.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Wellington Nem,br BRA,DF,29.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,arouca
Lazar Rosić,rs SRB,DF,28.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1.3,0.1,1.5,9.0,95.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,moreirense
Paulo Sérgio Mota,pt POR,"DF,MF",30.0,29,26,2316.0,25.7,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.5,1.5,2.7,4.3,62.0,81.0,142.0,0.04,0.08,0.12,0.04,0.12,0.06,0.1,0.16,0.06,0.16,Matches,moreirense
Fábio Pacheco,pt POR,MF,33.0,28,25,1855.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.4,0.4,1.1,1.5,8.0,60.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,moreirense
Artur Jorge Marques Amorim,pt POR,DF,26.0,23,23,1996.0,22.2,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,2.0,37.0,4.0,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,Matches,moreirense
Yan Santos,br BRA,"FW,MF",22.0,31,23,1778.0,19.8,6.0,4.0,10.0,4.0,2.0,3.0,5.0,0.0,6.6,4.3,3.9,8.2,43.0,69.0,108.0,0.3,0.2,0.51,0.2,0.4,0.34,0.2,0.53,0.22,0.41,Matches,moreirense
Mateus Pasinato,br BRA,GK,29.0,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,moreirense
Ibrahima Camará,gn GUI,MF,22.0,29,18,1698.0,18.9,0.0,4.0,4.0,0.0,0.0,1.0,8.0,0.0,2.2,1.4,2.1,3.5,25.0,102.0,29.0,0.0,0.21,0.21,0.0,0.21,0.12,0.11,0.23,0.08,0.19,Matches,moreirense
Walterson,br BRA,"FW,MF",26.0,25,17,1425.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.8,2.8,1.1,4.0,38.0,42.0,105.0,0.06,0.0,0.06,0.06,0.06,0.18,0.07,0.25,0.18,0.25,Matches,moreirense
Steven Vitória,ca CAN,DF,34.0,18,16,1424.0,15.8,2.0,0.0,2.0,1.0,1.0,2.0,11.0,2.0,4.3,2.7,0.1,2.9,2.0,24.0,3.0,0.13,0.0,0.13,0.06,0.06,0.27,0.01,0.28,0.17,0.18,Matches,moreirense
Abdu Conté,pt POR,"DF,MF",23.0,16,16,1376.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.9,1.3,39.0,70.0,78.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,moreirense
Kewin,br BRA,GK,25.0,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,moreirense
Pablo Santos,br BRA,DF,29.0,14,14,1225.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.4,1.1,0.0,31.0,4.0,0.07,0.0,0.07,0.07,0.07,0.05,0.03,0.08,0.05,0.08,Matches,moreirense
Pedro Amador,pt POR,"MF,DF",22.0,20,13,1200.0,13.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,1.9,2.8,20.0,24.0,56.0,0.0,0.23,0.23,0.0,0.23,0.06,0.15,0.21,0.06,0.21,Matches,moreirense
Felipe Pires,br BRA,"FW,MF",26.0,19,13,1160.0,12.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,1.4,2.1,39.0,41.0,95.0,0.08,0.08,0.16,0.08,0.16,0.06,0.1,0.16,0.06,0.16,Matches,moreirense
André Luis,br BRA,"FW,MF",27.0,30,12,1332.0,14.8,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,3.6,3.5,1.7,5.2,7.0,53.0,85.0,0.41,0.07,0.47,0.41,0.47,0.24,0.12,0.36,0.23,0.35,Matches,moreirense
Filipe Soares,pt POR,MF,22.0,15,12,1010.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.1,2.1,0.7,2.8,20.0,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.25,0.19,0.25,Matches,moreirense
Jefferson,br BRA,MF,27.0,14,12,991.0,11.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.2,1.3,11.0,43.0,12.0,0.18,0.0,0.18,0.18,0.18,0.1,0.02,0.11,0.1,0.11,Matches,moreirense
Gonçalo Franco,pt POR,MF,20.0,23,11,1145.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.5,1.4,13.0,45.0,32.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,moreirense
Godfried Frimpong,nl NED,"DF,MF",22.0,12,7,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.7,6.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,moreirense
Sori Mané,gw GNB,MF,25.0,12,5,492.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,3.0,28.0,3.0,0.18,0.0,0.18,0.18,0.18,0.03,0.02,0.05,0.03,0.05,Matches,moreirense
Matheus Silva,br BRA,"DF,MF",23.0,12,5,479.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,14.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.15,0.03,0.15,Matches,moreirense
Derik Lacerda,br BRA,"FW,MF",21.0,28,4,780.0,8.7,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.9,1.9,1.1,3.0,26.0,18.0,38.0,0.23,0.23,0.46,0.23,0.46,0.22,0.12,0.34,0.22,0.34,Matches,moreirense
Kevin Mirallas,be BEL,"FW,MF",33.0,8,4,295.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.6,7.0,14.0,14.0,0.31,0.0,0.31,0.31,0.31,0.14,0.04,0.17,0.14,0.17,Matches,moreirense
Rodrigo Conceição,pt POR,"DF,MF",21.0,13,3,383.0,4.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.2,1.3,18.0,16.0,36.0,0.0,0.47,0.47,0.0,0.47,0.03,0.29,0.31,0.03,0.31,Matches,moreirense
Rúben Ramos,pt POR,"MF,DF",22.0,10,3,375.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,4.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,moreirense
Abdoulaye Ba,sn SEN,DF,30.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,moreirense
Nikola Jambor,hr CRO,MF,25.0,5,0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.32,0.33,0.01,0.33,Matches,moreirense
Jefferson Galego,br BRA,"MF,FW",24.0,8,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,4.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.37,0.14,0.51,0.37,0.51,Matches,moreirense
Pedro Trigueira,pt POR,GK,33.0,29,29,2597.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tondela
Modibo Sagnan,fr FRA,DF,22.0,27,26,2248.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.5,0.5,0.3,0.8,9.0,51.0,3.0,0.04,0.04,0.08,0.04,0.08,0.02,0.01,0.03,0.02,0.03,Matches,tondela
Iker Undabarrena,es ESP,MF,26.0,28,24,2006.0,22.3,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,0.4,0.4,0.7,1.0,11.0,127.0,13.0,0.09,0.04,0.13,0.09,0.13,0.02,0.03,0.05,0.02,0.05,Matches,tondela
Pedro Borges,br BRA,MF,24.0,29,24,1987.0,22.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.5,1.5,0.3,1.8,16.0,58.0,32.0,0.09,0.0,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,Matches,tondela
Neto Borges,br BRA,"DF,MF",24.0,29,23,2134.0,23.7,1.0,4.0,5.0,1.0,0.0,0.0,8.0,1.0,0.7,0.7,2.4,3.1,56.0,71.0,101.0,0.04,0.17,0.21,0.04,0.21,0.03,0.1,0.13,0.03,0.13,Matches,tondela
Tiago Melo Almeida,pt POR,"DF,MF",19.0,24,21,1850.0,20.6,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,2.7,3.3,30.0,45.0,41.0,0.0,0.15,0.15,0.0,0.15,0.03,0.13,0.16,0.03,0.16,Matches,tondela
João Pedro,pt POR,MF,28.0,29,20,1920.0,21.3,8.0,2.0,10.0,1.0,7.0,7.0,9.0,0.0,6.4,0.9,1.0,1.9,9.0,96.0,39.0,0.37,0.09,0.47,0.05,0.14,0.3,0.05,0.35,0.04,0.09,Matches,tondela
Rafael Barbosa,pt POR,"MF,FW",25.0,29,20,1732.0,19.2,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,3.2,3.2,1.1,4.2,37.0,90.0,89.0,0.1,0.1,0.21,0.1,0.21,0.17,0.06,0.22,0.17,0.22,Matches,tondela
Daniel,br BRA,FW,25.0,27,18,1596.0,17.7,4.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,3.8,3.0,1.2,4.2,23.0,30.0,96.0,0.23,0.0,0.23,0.17,0.17,0.22,0.07,0.28,0.17,0.24,Matches,tondela
Manu Hernando,es ESP,DF,23.0,23,17,1599.0,17.8,3.0,0.0,3.0,3.0,0.0,0.0,7.0,2.0,1.2,1.2,0.0,1.2,4.0,32.0,0.0,0.17,0.0,0.17,0.17,0.17,0.07,0.0,0.07,0.07,0.07,Matches,tondela
Eduardo Quaresma,pt POR,DF,19.0,25,17,1542.0,17.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,0.2,2.0,14.0,46.0,5.0,0.12,0.06,0.18,0.12,0.18,0.1,0.01,0.12,0.1,0.12,Matches,tondela
Bebeto,br BRA,"DF,MF",31.0,22,16,1384.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.5,0.7,20.0,41.0,56.0,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04,Matches,tondela
Renat Dadaşov,az AZE,FW,22.0,30,14,1441.0,16.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.7,2.7,2.0,4.7,24.0,30.0,54.0,0.12,0.12,0.25,0.12,0.25,0.17,0.13,0.29,0.17,0.29,Matches,tondela
Jhon Murillo,ve VEN,"FW,MF",26.0,15,13,1073.0,11.9,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,0.17,0.25,0.42,0.17,0.42,,,,,,Matches,tondela
Tiago Dantas,pt POR,MF,20.0,26,11,1099.0,12.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.8,2.8,16.0,60.0,31.0,0.08,0.16,0.25,0.08,0.25,0.09,0.15,0.23,0.09,0.23,Matches,tondela
Naoufel Khacef,dz ALG,"DF,FW",23.0,14,11,866.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,0.1,15.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,tondela
Marcelo Alves,br BRA,DF,23.0,9,9,725.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.0,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches,tondela
Juan Manuel Boselli,uy URU,"FW,MF",21.0,21,8,859.0,9.5,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.1,13.0,21.0,49.0,0.52,0.0,0.52,0.52,0.52,0.23,0.1,0.33,0.23,0.33,Matches,tondela
Ricardo Miguel Martins Alves,pt POR,"DF,MF",30.0,17,8,827.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.1,1.1,2.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,Matches,tondela
Babacar Niasse,mr MTN,GK,24.0,6,5,463.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tondela
Jota Gonçalves,pt POR,DF,21.0,5,5,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,tondela
Sessi D'Almeida,bj BEN,MF,25.0,8,2,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,tondela
Javier Avilés,es ESP,"MF,FW",23.0,6,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,tondela
Telmo Arcanjo,cv CPV,"MF,FW",20.0,10,0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,5.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,tondela
Simone Muratore,it ITA,MF,23.0,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tondela
Matías Lacava,ve VEN,"FW,MF",18.0,3,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tondela
Rafael Alcobia,pt POR,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tondela
Souleymane Anne,mr MTN,FW,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tondela
Martim Coelho,pt POR,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tondela
Rúben Fonseca,pt POR,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tondela
Bruno Santos,pt POR,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,tondela
Yohan Tavares,pt POR,DF,33.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.1,0.5,10.0,86.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches,belenenses sad
Afonso Sousa,pt POR,"MF,FW",21.0,30,28,2263.0,25.1,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,3.1,3.1,1.8,4.9,57.0,94.0,80.0,0.04,0.08,0.12,0.04,0.12,0.12,0.07,0.19,0.12,0.19,Matches,belenenses sad
Carraça,pt POR,"DF,MF",28.0,26,26,2209.0,24.5,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,1.4,1.4,2.9,4.3,25.0,122.0,77.0,0.0,0.12,0.12,0.0,0.12,0.06,0.12,0.18,0.06,0.18,Matches,belenenses sad
Thibang Phete,za RSA,"MF,DF",27.0,26,24,1845.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.1,1.1,0.6,1.6,7.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,belenenses sad
