Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,club
Eric Dier,eng ENG,DF,27.0,34.1,1,0,0,12,9,0,1,27,9,0.0,0.0,1,131.0,70.0,54.0,56.5,Matches,tottenham hotspur
Son Heung-min,kr KOR,"MF,FW",29.0,33.4,2,0,0,14,36,17,192,13,6,2.0,0.0,0,144.0,16.0,35.0,31.4,Matches,tottenham hotspur
Ben Davies,wls WAL,DF,28.0,28.2,6,0,0,31,18,5,19,30,21,0.0,1.0,0,106.0,67.0,52.0,56.3,Matches,tottenham hotspur
Emerson,br BRA,"DF,MF",22.0,25.4,5,0,0,28,45,2,74,22,47,0.0,0.0,0,152.0,33.0,42.0,44.0,Matches,tottenham hotspur
Sergio Reguilón,es ESP,"DF,MF",24.0,21.3,4,0,0,22,24,1,84,31,24,0.0,0.0,0,99.0,31.0,22.0,58.5,Matches,tottenham hotspur
Cristian Romero,ar ARG,DF,23.0,20.5,8,0,0,28,15,2,0,33,39,0.0,1.0,0,148.0,43.0,30.0,58.9,Matches,tottenham hotspur
Lucas Moura,br BRA,"FW,MF",28.0,19.7,4,0,0,20,37,3,33,18,10,0.0,0.0,0,95.0,48.0,32.0,60.0,Matches,tottenham hotspur
Davinson Sánchez,co COL,DF,25.0,18.1,4,0,0,16,11,1,2,30,22,0.0,0.0,0,103.0,45.0,36.0,55.6,Matches,tottenham hotspur
Rodrigo Bentancur,uy URU,MF,24.0,15.1,5,0,0,22,13,0,9,20,18,0.0,0.0,0,88.0,21.0,18.0,53.8,Matches,tottenham hotspur
Oliver Skipp,eng ENG,MF,20.0,15.0,6,0,0,16,16,1,6,12,19,0.0,0.0,0,77.0,12.0,10.0,54.5,Matches,tottenham hotspur
Dejan Kulusevski,se SWE,"MF,FW",21.0,14.0,3,0,0,20,15,4,25,13,13,0.0,0.0,0,75.0,3.0,8.0,27.3,Matches,tottenham hotspur
Ryan Sessegnon,eng ENG,"DF,MF",21.0,11.6,2,0,0,19,7,5,38,7,19,0.0,0.0,0,40.0,11.0,15.0,42.3,Matches,tottenham hotspur
Japhet Tanganga,eng ENG,DF,22.0,8.2,4,1,1,19,8,1,11,9,8,0.0,0.0,0,24.0,15.0,9.0,62.5,Matches,tottenham hotspur
Harry Winks,eng ENG,MF,25.0,10.1,2,0,0,11,13,0,26,16,10,0.0,0.0,0,47.0,4.0,4.0,50.0,Matches,tottenham hotspur
Matt Doherty,ie IRL,DF,29.0,9.7,0,0,0,11,4,0,20,13,12,0.0,0.0,0,48.0,16.0,8.0,66.7,Matches,tottenham hotspur
Dele Alli,eng ENG,MF,25.0,7.3,1,0,0,12,11,2,5,6,8,1.0,0.0,0,40.0,7.0,11.0,38.9,Matches,tottenham hotspur
Tanguy Ndombele,fr FRA,MF,24.0,5.4,1,0,0,3,9,0,3,1,7,0.0,0.0,0,27.0,2.0,1.0,66.7,Matches,tottenham hotspur
Steven Bergwijn,nl NED,"FW,MF",23.0,6.3,1,0,0,9,9,1,8,1,2,0.0,0.0,0,22.0,4.0,5.0,44.4,Matches,tottenham hotspur
Giovani Lo Celso,ar ARG,"MF,FW",25.0,2.6,0,0,0,2,6,1,10,1,4,0.0,0.0,0,11.0,0.0,3.0,0.0,Matches,tottenham hotspur
Bryan,es ESP,"FW,MF",20.0,1.0,0,0,0,1,4,0,6,0,0,0.0,0.0,0,12.0,0.0,1.0,0.0,Matches,tottenham hotspur
Joe Rodon,wls WAL,DF,23.0,1.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,2.0,2.0,50.0,Matches,tottenham hotspur
Gabriel Dos Santos,br BRA,DF,23.0,34.0,8,1,1,23,38,1,1,13,30,0.0,0.0,0,178.0,55.0,39.0,58.5,Matches,arsenal
Aaron Ramsdale,eng ENG,GK,23.0,34.0,1,0,0,0,5,0,0,0,1,0.0,0.0,0,40.0,6.0,2.0,75.0,Matches,arsenal
Ben White,eng ENG,DF,23.0,32.0,3,0,0,19,27,0,0,42,23,0.0,1.0,1,158.0,60.0,40.0,60.0,Matches,arsenal
Martin Ødegaard,no NOR,"MF,FW",22.0,30.9,4,0,0,27,20,3,59,11,21,0.0,2.0,0,162.0,14.0,23.0,37.8,Matches,arsenal
Granit Xhaka,ch SUI,"MF,DF",28.0,25.9,10,1,0,29,19,2,25,21,18,0.0,1.0,0,146.0,27.0,29.0,48.2,Matches,arsenal
Thomas Partey,gh GHA,MF,28.0,22.5,6,0,0,33,17,0,3,23,29,0.0,0.0,0,153.0,23.0,25.0,47.9,Matches,arsenal
Kieran Tierney,sct SCO,DF,24.0,21.3,0,0,0,5,16,1,79,15,14,0.0,0.0,0,85.0,12.0,23.0,34.3,Matches,arsenal
Emile Smith Rowe,eng ENG,"MF,FW",21.0,21.3,1,0,0,5,21,2,45,15,7,0.0,0.0,0,105.0,7.0,18.0,28.0,Matches,arsenal
Martinelli,br BRA,"FW,MF",20.0,20.7,3,1,1,24,20,10,74,20,19,0.0,0.0,0,86.0,18.0,44.0,29.0,Matches,arsenal
Alexandre Lacazette,fr FRA,FW,30.0,19.8,0,0,0,32,29,6,7,5,10,4.0,0.0,0,52.0,21.0,47.0,30.9,Matches,arsenal
Takehiro Tomiyasu,jp JPN,DF,22.0,18.7,2,0,0,16,13,0,31,24,17,0.0,0.0,0,89.0,48.0,39.0,55.2,Matches,arsenal
Cédric Soares,pt POR,DF,29.0,16.5,3,0,0,15,6,3,100,16,26,0.0,1.0,0,79.0,12.0,27.0,30.8,Matches,arsenal
Nuno Tavares,pt POR,DF,21.0,13.1,2,0,0,23,13,1,40,9,14,0.0,1.0,0,68.0,23.0,22.0,51.1,Matches,arsenal
Albert Sambi Lokonga,be BEL,MF,21.0,12.6,5,0,0,12,15,0,2,13,18,0.0,0.0,0,72.0,15.0,20.0,42.9,Matches,arsenal
Pierre-Emerick Aubameyang,ga GAB,FW,32.0,11.5,3,0,0,15,8,10,11,0,5,0.0,0.0,0,22.0,25.0,28.0,47.2,Matches,arsenal
Rob Holding,eng ENG,DF,25.0,9.4,4,1,1,9,3,0,0,10,9,0.0,0.0,0,49.0,28.0,22.0,56.0,Matches,arsenal
Eddie Nketiah,eng ENG,FW,22.0,9.3,3,0,0,17,14,5,4,4,4,0.0,0.0,0,27.0,8.0,33.0,19.5,Matches,arsenal
Mohamed Elneny,eg EGY,MF,29.0,9.0,1,0,0,5,5,0,0,14,8,0.0,0.0,0,51.0,6.0,6.0,50.0,Matches,arsenal
Nicolas Pépé,ci CIV,"FW,MF",26.0,7.7,0,0,0,8,3,4,37,8,5,0.0,0.0,0,43.0,18.0,31.0,36.7,Matches,arsenal
Bernd Leno,de GER,GK,29.0,4.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,3.0,1.0,75.0,Matches,arsenal
Ainsley Maitland-Niles,eng ENG,MF,23.0,3.0,0,0,0,4,3,0,2,4,4,0.0,0.0,0,23.0,3.0,3.0,50.0,Matches,arsenal
Pablo Marí,es ESP,DF,27.0,2.0,1,0,0,1,1,0,0,3,3,0.0,0.0,0,10.0,5.0,3.0,62.5,Matches,arsenal
Calum Chambers,eng ENG,DF,26.0,1.9,0,0,0,2,1,0,3,0,3,0.0,0.0,0,14.0,2.0,1.0,66.7,Matches,arsenal
Sead Kolašinac,ba BIH,DF,28.0,1.0,1,0,0,2,0,0,0,4,0,0.0,0.0,0,2.0,0.0,0.0,,Matches,arsenal
Folarin Balogun,eng ENG,FW,20.0,0.8,0,0,0,0,1,1,0,0,1,0.0,0.0,0,2.0,1.0,3.0,25.0,Matches,arsenal
Bruno Fernandes,pt POR,MF,26.0,34.6,10,0,0,33,47,3,148,17,28,0.0,0.0,0,180.0,19.0,30.0,38.8,Matches,manchester united
Harry Maguire,eng ENG,DF,28.0,27.9,9,1,1,21,19,1,2,32,21,0.0,0.0,1,148.0,75.0,28.0,72.8,Matches,manchester united
Scott McTominay,sct SCO,MF,24.0,26.5,9,0,0,55,33,1,13,31,33,0.0,1.0,0,171.0,67.0,34.0,66.3,Matches,manchester united
Cristiano Ronaldo,pt POR,FW,36.0,27.3,8,0,0,16,18,33,15,2,6,2.0,0.0,0,52.0,42.0,68.0,38.2,Matches,manchester united
Victor Lindelöf,se SWE,DF,27.0,26.2,4,0,0,19,6,2,0,25,11,0.0,0.0,0,161.0,52.0,33.0,61.2,Matches,manchester united
Fred,br BRA,MF,28.0,22.5,5,0,0,31,30,0,3,32,27,1.0,0.0,1,197.0,15.0,13.0,53.6,Matches,manchester united
Jadon Sancho,eng ENG,"FW,MF",21.0,21.1,0,0,0,4,7,7,28,15,8,0.0,0.0,0,112.0,2.0,11.0,15.4,Matches,manchester united
Raphaël Varane,fr FRA,DF,28.0,20.3,0,0,0,5,7,0,1,18,19,0.0,0.0,0,78.0,55.0,20.0,73.3,Matches,manchester united
Aaron Wan-Bissaka,eng ENG,DF,23.0,19.9,2,0,0,15,13,1,35,34,36,0.0,1.0,0,126.0,19.0,32.0,37.3,Matches,manchester united
Diogo Dalot,pt POR,DF,22.0,20.0,4,0,0,18,4,1,58,29,41,0.0,0.0,0,151.0,29.0,17.0,63.0,Matches,manchester united
Luke Shaw,eng ENG,DF,26.0,17.8,8,0,0,32,16,3,109,9,13,0.0,1.0,0,95.0,20.0,15.0,57.1,Matches,manchester united
Alex Telles,br BRA,DF,28.0,18.4,1,0,0,23,9,1,127,26,27,0.0,2.0,0,99.0,30.0,24.0,55.6,Matches,manchester united
Nemanja Matić,rs SRB,MF,32.0,15.4,3,0,0,26,3,0,6,31,18,0.0,0.0,0,124.0,28.0,17.0,62.2,Matches,manchester united
Paul Pogba,fr FRA,"MF,FW",28.0,15.0,7,1,0,39,29,0,12,13,9,0.0,0.0,0,98.0,35.0,20.0,63.6,Matches,manchester united
Mason Greenwood,eng ENG,"FW,MF",19.0,14.1,1,0,0,15,16,3,34,1,9,0.0,0.0,0,55.0,4.0,8.0,33.3,Matches,manchester united
Anthony Elanga,se SWE,FW,19.0,13.5,0,0,0,8,22,3,21,9,20,0.0,0.0,0,50.0,24.0,18.0,57.1,Matches,manchester united
Marcus Rashford,eng ENG,"FW,MF",23.0,13.7,2,0,0,13,18,15,22,5,5,0.0,0.0,0,44.0,10.0,27.0,27.0,Matches,manchester united
Edinson Cavani,uy URU,FW,34.0,8.5,0,0,0,7,5,6,2,2,1,0.0,0.0,0,22.0,7.0,17.0,29.2,Matches,manchester united
Eric Bailly,ci CIV,DF,27.0,2.4,1,0,0,2,0,0,0,3,4,0.0,0.0,1,10.0,6.0,2.0,75.0,Matches,manchester united
Jesse Lingard,eng ENG,"FW,MF",28.0,4.1,1,0,0,5,4,1,8,0,7,0.0,0.0,0,19.0,0.0,1.0,0.0,Matches,manchester united
Juan Mata,es ESP,MF,33.0,2.6,0,0,0,2,4,2,6,1,4,0.0,0.0,0,22.0,0.0,0.0,,Matches,manchester united
Anthony Martial,fr FRA,FW,25.0,2.4,0,0,0,0,4,2,4,0,0,0.0,0.0,0,5.0,4.0,4.0,50.0,Matches,manchester united
Phil Jones,eng ENG,DF,29.0,1.8,0,0,0,0,2,0,0,3,5,0.0,0.0,0,9.0,2.0,0.0,100.0,Matches,manchester united
Daniel James,wls WAL,FW,23.0,1.4,0,0,0,1,0,2,5,0,1,0.0,0.0,0,4.0,1.0,1.0,50.0,Matches,manchester united
Hannibal Mejbri,tn TUN,FW,18.0,0.8,2,0,0,3,0,1,0,0,1,0.0,0.0,0,1.0,0.0,1.0,0.0,Matches,manchester united
Donny van de Beek,nl NED,MF,24.0,0.8,0,0,0,2,2,0,0,2,4,0.0,0.0,0,7.0,1.0,2.0,33.3,Matches,manchester united
Shola Shoretire,eng ENG,MF,17.0,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,manchester united
Declan Rice,eng ENG,MF,22.0,35.3,8,0,0,28,11,0,30,63,42,0.0,0.0,0,286.0,42.0,27.0,60.9,Matches,west ham united
Tomáš Souček,cz CZE,MF,26.0,34.0,3,0,0,39,18,4,13,52,32,0.0,0.0,0,176.0,133.0,141.0,48.5,Matches,west ham united
Jarrod Bowen,eng ENG,FW,24.0,33.1,6,0,0,25,43,14,141,21,20,2.0,0.0,0,151.0,38.0,65.0,36.9,Matches,west ham united
Michail Antonio,jm JAM,FW,31.0,33.0,8,1,1,50,52,13,63,3,17,0.0,0.0,0,90.0,79.0,112.0,41.4,Matches,west ham united
Pablo Fornals,es ESP,"FW,MF",25.0,31.1,4,0,0,24,28,6,87,27,28,1.0,0.0,0,182.0,23.0,30.0,43.4,Matches,west ham united
Aaron Cresswell,eng ENG,DF,31.0,30.3,3,0,0,14,10,2,145,35,18,0.0,1.0,0,163.0,32.0,24.0,57.1,Matches,west ham united
Craig Dawson,eng ENG,DF,31.0,30.6,5,1,0,39,12,1,1,29,17,0.0,3.0,0,113.0,93.0,55.0,62.8,Matches,west ham united
Saïd Benrahma,dz ALG,"FW,MF",25.0,24.1,0,0,0,9,15,9,74,9,17,0.0,0.0,0,128.0,10.0,19.0,34.5,Matches,west ham united
Vladimír Coufal,cz CZE,DF,28.0,24.5,5,1,1,29,15,2,107,22,25,0.0,1.0,1,131.0,33.0,34.0,49.3,Matches,west ham united
Kurt Zouma,fr FRA,DF,26.0,23.1,1,0,0,11,6,0,1,34,6,0.0,0.0,1,92.0,50.0,31.0,61.7,Matches,west ham united
Manuel Lanzini,ar ARG,"MF,FW",28.0,19.8,2,0,0,11,18,1,28,19,15,0.0,0.0,0,124.0,5.0,17.0,22.7,Matches,west ham united
Ben Johnson,eng ENG,DF,21.0,15.5,1,0,0,10,4,0,55,22,16,0.0,0.0,0,78.0,15.0,19.0,44.1,Matches,west ham united
Angelo Ogbonna,it ITA,DF,33.0,10.2,1,0,0,5,3,0,0,11,4,0.0,0.0,0,45.0,27.0,12.0,69.2,Matches,west ham united
Issa Diop,fr FRA,DF,24.0,10.7,0,0,0,5,5,1,0,7,8,0.0,0.0,0,55.0,16.0,17.0,48.5,Matches,west ham united
Arthur Masuaku,cd COD,"DF,FW",27.0,7.2,1,0,0,8,4,0,23,9,23,0.0,0.0,0,50.0,16.0,6.0,72.7,Matches,west ham united
Nikola Vlašić,hr CRO,"FW,MF",23.0,6.2,0,0,0,8,16,3,15,2,7,0.0,0.0,0,30.0,5.0,7.0,41.7,Matches,west ham united
Mark Noble,eng ENG,MF,34.0,3.7,0,0,0,3,4,0,2,4,2,0.0,0.0,0,38.0,1.0,1.0,50.0,Matches,west ham united
Ryan Fredericks,eng ENG,DF,28.0,3.4,1,0,0,3,1,0,9,4,2,0.0,0.0,0,11.0,3.0,2.0,60.0,Matches,west ham united
Andriy Yarmolenko,ua UKR,"FW,MF",31.0,3.5,1,0,0,1,4,3,8,0,2,0.0,0.0,0,5.0,5.0,8.0,38.5,Matches,west ham united
Alphonse Areola,fr FRA,GK,28.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,west ham united
Harrison Ashby,sct SCO,DF,19.0,0.1,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,west ham united
Sonny Perkins,eng ENG,FW,17.0,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches,west ham united
Daniel Chesters,eng ENG,MF,19.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,west ham united
Youri Tielemans,be BEL,MF,24.0,29.2,3,0,0,32,36,0,56,21,38,0.0,4.0,0,188.0,24.0,19.0,55.8,Matches,leicester city
Çağlar Söyüncü,tr TUR,DF,25.0,27.7,5,0,0,24,14,1,5,32,30,0.0,2.0,0,164.0,92.0,48.0,65.7,Matches,leicester city
