Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,club
Willem Janssen,nl NED,DF,35.0,21.5,6,0,0,26,11,1,4,37,13,0.0,2.0,1,107.0,67.0,43.0,60.9,Matches,utrecht
Django Warmerdam,nl NED,DF,25.0,21.4,3,0,0,10,13,0,46,25,33,0.0,0.0,0,141.0,25.0,22.0,53.2,Matches,utrecht
Hidde ter Avest,nl NED,DF,24.0,20.4,3,0,0,18,6,2,43,39,26,0.0,0.0,0,115.0,40.0,21.0,65.6,Matches,utrecht
Maarten Paes,nl NED,GK,23.0,17.0,2,0,0,1,2,0,0,2,0,0.0,0.0,0,36.0,2.0,0.0,100.0,Matches,utrecht
Simon Gustafson,se SWE,"MF,FW",26.0,15.0,1,0,0,8,15,0,45,10,19,1.0,0.0,0,103.0,19.0,23.0,45.2,Matches,utrecht
Sander van de Streek,nl NED,"MF,FW",28.0,17.3,3,0,0,25,18,4,11,4,15,0.0,0.0,0,80.0,60.0,60.0,50.0,Matches,utrecht
Moussa Sylla,fr FRA,FW,21.0,15.3,2,0,0,11,21,3,95,16,9,0.0,0.0,0,83.0,20.0,27.0,42.6,Matches,utrecht
Othman Boussaid,be BEL,"FW,MF",21.0,13.8,1,0,0,6,8,1,52,21,8,0.0,0.0,0,104.0,7.0,7.0,50.0,Matches,utrecht
Fabian de Keijzer,nl NED,GK,21.0,13.5,1,0,0,1,3,0,0,1,0,0.0,1.0,0,18.0,2.0,0.0,100.0,Matches,utrecht
Djevencio van der Kust,nl NED,DF,20.0,10.7,0,0,0,5,5,2,35,14,20,0.0,0.0,0,63.0,7.0,15.0,31.8,Matches,utrecht
Joris van Overeem,nl NED,MF,27.0,11.7,2,0,0,17,5,2,16,26,14,0.0,0.0,1,96.0,8.0,7.0,53.3,Matches,utrecht
Mimoun Mahi,ma MAR,"FW,MF",27.0,9.7,0,0,0,13,7,7,39,5,9,0.0,0.0,0,43.0,10.0,21.0,32.3,Matches,utrecht
Remco Balk,nl NED,"FW,MF",20.0,5.0,0,0,0,4,13,0,7,2,3,1.0,0.0,0,19.0,2.0,6.0,25.0,Matches,utrecht
Arthur Zagre,fr FRA,"DF,FW",19.0,4.6,0,0,0,8,7,0,13,2,5,0.0,0.0,0,45.0,4.0,7.0,36.4,Matches,utrecht
Henk Veerman,nl NED,"FW,MF",28.0,4.6,0,0,0,4,0,4,1,0,0,0.0,0.0,0,9.0,31.0,23.0,57.4,Matches,utrecht
Eric Oelschlägel,de GER,GK,25.0,3.5,0,0,0,0,0,0,0,1,0,0.0,0.0,0,9.0,1.0,0.0,100.0,Matches,utrecht
Pontus Almqvist,se SWE,"FW,MF",22.0,2.9,0,0,0,2,4,0,6,3,3,0.0,0.0,0,9.0,3.0,5.0,37.5,Matches,utrecht
Adrián Dalmau,es ESP,FW,27.0,2.7,0,0,0,10,2,3,0,0,0,0.0,0.0,0,4.0,9.0,9.0,50.0,Matches,utrecht
Tommy St. Jago,nl NED,DF,21.0,2.2,0,0,0,1,4,0,2,2,2,0.0,0.0,0,19.0,7.0,4.0,63.6,Matches,utrecht
Gyrano Kerk,nl NED,FW,25.0,2.0,1,0,0,3,2,2,3,1,0,0.0,0.0,0,3.0,4.0,1.0,80.0,Matches,utrecht
Benaissa Benamar,ma MAR,DF,24.0,1.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,10.0,4.0,1.0,80.0,Matches,utrecht
Rocco Robert Shein,ee EST,MF,18.0,0.6,0,0,0,0,0,0,0,1,0,0.0,0.0,0,3.0,1.0,1.0,50.0,Matches,utrecht
Naoki Maeda,jp JPN,MF,26.0,0.1,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,utrecht
Mohamed Mallahi,nl NED,"FW,DF",21.0,0.5,1,0,0,1,1,0,12,1,1,0.0,0.0,0,3.0,0.0,1.0,0.0,Matches,utrecht
Sylian Mokono,nl NED,DF,22.0,0.2,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,utrecht
Rick Meijssen,nl NED,DF,19.0,0.1,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,,Matches,utrecht
Mees Rijks,nl NED,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,utrecht
Eros Maddy,nl NED,FW,20.0,0.1,0,0,0,0,0,0,3,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,utrecht
Dave Van Den Berg,nl NED,MF,21.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,utrecht
Tibor Halilović,hr CRO,"MF,FW",26.0,28.7,2,0,0,14,35,4,19,19,19,0.0,0.0,0,122.0,14.0,8.0,63.6,Matches,heerenveen
Sven van Beek,nl NED,DF,27.0,28.5,4,0,0,20,10,4,4,45,40,0.0,0.0,1,159.0,91.0,58.0,61.1,Matches,heerenveen
Ibrahim Drešević,xk KVX,DF,24.0,22.8,5,1,0,24,14,0,7,36,24,0.0,3.0,0,159.0,37.0,35.0,51.4,Matches,heerenveen
Rami Kaib,tn TUN,DF,24.0,20.6,5,0,0,27,21,0,69,18,19,0.0,2.0,0,129.0,16.0,17.0,48.5,Matches,heerenveen
Nicolas Madsen,dk DEN,MF,21.0,18.6,2,0,0,11,15,2,5,14,14,0.0,0.0,0,132.0,35.0,13.0,72.9,Matches,heerenveen
Erwin Mulder,nl NED,GK,32.0,18.5,1,0,0,0,0,0,0,0,1,0.0,0.0,0,29.0,2.0,0.0,100.0,Matches,heerenveen
Nick Bakker,nl NED,DF,29.0,18.2,1,0,0,12,3,0,0,22,13,0.0,0.0,0,86.0,27.0,35.0,43.5,Matches,heerenveen
Siem de Jong,nl NED,"FW,MF",32.0,15.4,0,0,0,14,13,4,5,6,14,0.0,0.0,0,47.0,36.0,34.0,51.4,Matches,heerenveen
Henk Veerman,nl NED,FW,28.0,17.3,0,0,0,11,5,14,4,2,5,1.0,0.0,0,24.0,62.0,57.0,52.1,Matches,heerenveen
Joey Veerman,nl NED,MF,22.0,16.9,1,0,0,8,19,0,103,19,16,0.0,0.0,0,118.0,10.0,3.0,76.9,Matches,heerenveen
Lucas Woudenberg,nl NED,DF,27.0,16.7,3,0,0,15,4,1,35,18,14,0.0,0.0,0,85.0,20.0,21.0,48.8,Matches,heerenveen
Xavier Mous,nl NED,GK,25.0,15.5,0,0,0,0,0,0,0,1,0,0.0,0.0,0,23.0,3.0,0.0,100.0,Matches,heerenveen
Anthony Musaba,nl NED,"FW,MF",20.0,14.6,5,1,1,15,11,5,25,6,6,0.0,0.0,0,49.0,12.0,20.0,37.5,Matches,heerenveen
Thom Haye,nl NED,MF,26.0,13.6,3,0,0,22,17,0,131,14,32,0.0,0.0,0,128.0,13.0,12.0,52.0,Matches,heerenveen
Sydney van Hooijdonk,nl NED,FW,21.0,11.1,1,0,0,15,12,8,12,4,1,0.0,0.0,0,20.0,38.0,29.0,56.7,Matches,heerenveen
Amin Sarr,se SWE,FW,20.0,12.0,0,0,0,9,9,2,6,6,10,0.0,0.0,0,27.0,25.0,35.0,41.7,Matches,heerenveen
Anas Tahiri,be BEL,MF,26.0,11.0,0,0,0,4,8,0,16,8,6,0.0,0.0,0,85.0,1.0,7.0,12.5,Matches,heerenveen
Filip Stevanovic,rs SRB,"FW,MF",18.0,9.5,2,0,0,7,10,5,9,5,5,0.0,0.0,0,35.0,1.0,8.0,11.1,Matches,heerenveen
Rodney Kongolo,nl NED,MF,23.0,6.9,1,0,0,6,9,0,0,8,11,0.0,0.0,0,45.0,7.0,3.0,70.0,Matches,heerenveen
Arjen van der Heide,nl NED,"FW,MF",19.0,5.5,1,0,0,10,6,2,16,0,6,0.0,0.0,0,26.0,5.0,6.0,45.5,Matches,heerenveen
Benjamin Nygren,se SWE,"FW,MF",20.0,5.3,0,0,0,8,8,2,5,2,12,0.0,0.0,0,40.0,9.0,5.0,64.3,Matches,heerenveen
Rami Al Hajj,se SWE,"MF,FW",19.0,5.2,0,0,0,7,7,1,2,3,3,0.0,0.0,0,41.0,3.0,11.0,21.4,Matches,heerenveen
Syb Van Ottele,nl NED,DF,19.0,2.2,0,0,0,0,1,0,0,2,4,0.0,0.0,0,12.0,0.0,4.0,0.0,Matches,heerenveen
Joost van Aken,nl NED,DF,27.0,2.2,0,0,0,1,0,0,1,2,5,0.0,1.0,0,13.0,9.0,3.0,75.0,Matches,heerenveen
Hamdi Akujobi,nl NED,"DF,FW",21.0,1.6,0,0,0,0,2,0,6,3,2,0.0,0.0,0,10.0,2.0,1.0,66.7,Matches,heerenveen
Mitchell van Bergen,nl NED,FW,21.0,1.0,0,0,0,2,0,0,5,2,1,0.0,0.0,0,5.0,0.0,2.0,0.0,Matches,heerenveen
Djenahro Nunumete,nl NED,DF,19.0,0.3,0,0,0,0,0,0,2,0,2,0.0,0.0,0,1.0,0.0,2.0,0.0,Matches,heerenveen
Trustin van 't Loo,nl NED,MF,17.0,0.3,0,0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0,Matches,heerenveen
Timo Zaal,nl NED,"DF,MF",17.0,0.1,1,0,0,1,0,0,0,1,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Matches,heerenveen
Jan Ras,nl NED,MF,22.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,heerenveen
Robin Maulun,fr FRA,MF,24.0,29.5,5,0,0,21,15,0,89,13,16,0.0,0.0,0,140.0,11.0,33.0,25.0,Matches,cambuur
Calvin Mac-Intosch,sr SUR,DF,31.0,27.7,5,0,0,19,19,1,3,24,19,0.0,1.0,0,139.0,34.0,37.0,47.9,Matches,cambuur
Sonny Stevens,nl NED,GK,29.0,28.9,0,0,0,0,3,0,0,1,1,0.0,0.0,0,60.0,9.0,0.0,100.0,Matches,cambuur
Doke Schmidt,nl NED,DF,29.0,27.7,1,1,0,18,22,1,16,46,33,1.0,0.0,1,167.0,30.0,25.0,54.5,Matches,cambuur
Erik Schouten,nl NED,DF,29.0,26.5,2,0,0,18,11,1,0,46,21,0.0,0.0,0,138.0,47.0,45.0,51.1,Matches,cambuur
Mees Hoedemakers,nl NED,MF,23.0,26.3,5,0,0,30,22,1,51,46,39,0.0,0.0,0,190.0,17.0,35.0,32.7,Matches,cambuur
Alex Bangura,sl SLE,DF,22.0,26.8,8,1,1,39,54,1,26,29,34,1.0,0.0,0,188.0,12.0,16.0,42.9,Matches,cambuur
Jamie Jacobs,nl NED,MF,23.0,21.2,4,0,0,28,9,3,23,21,35,0.0,0.0,0,99.0,35.0,44.0,44.3,Matches,cambuur
Roberts Uldriķis,lv LVA,FW,23.0,17.1,3,0,0,27,14,9,2,7,7,0.0,0.0,0,54.0,103.0,77.0,57.2,Matches,cambuur
Mitchell Paulissen,nl NED,"MF,FW",28.0,15.4,5,0,0,18,14,2,16,9,12,1.0,1.0,0,89.0,25.0,23.0,52.1,Matches,cambuur
Tom Boere,nl NED,FW,28.0,14.1,1,0,0,22,14,9,5,0,0,0.0,0.0,0,29.0,54.0,75.0,41.9,Matches,cambuur
Michael Breij,nl NED,"MF,FW",24.0,15.5,2,0,0,18,24,2,26,11,15,0.0,0.0,0,87.0,7.0,26.0,21.2,Matches,cambuur
Patrick Joosten,nl NED,FW,25.0,10.7,1,0,0,5,19,4,26,2,10,0.0,0.0,0,43.0,9.0,18.0,33.3,Matches,cambuur
Marco Tol,nl NED,DF,23.0,13.6,1,0,0,6,3,0,0,22,12,0.0,0.0,0,62.0,23.0,25.0,47.9,Matches,cambuur
David Sambissa,ga GAB,"MF,DF",25.0,9.3,1,0,0,8,19,0,22,11,12,0.0,0.0,0,48.0,14.0,15.0,48.3,Matches,cambuur
Nick Doodeman,nl NED,"FW,MF",24.0,6.5,0,0,0,6,3,1,22,5,2,0.0,0.0,0,29.0,2.0,4.0,33.3,Matches,cambuur
Pieter Bos,nl NED,GK,24.0,5.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9.0,1.0,0.0,100.0,Matches,cambuur
Sékou Oumar Sylla,gn GUI,DF,22.0,4.2,3,1,1,5,6,0,6,6,5,0.0,0.0,0,29.0,4.0,5.0,44.4,Matches,cambuur
Jasper Ter Heide,nl NED,"MF,DF",22.0,5.3,1,0,0,5,4,0,2,6,12,0.0,0.0,0,19.0,6.0,14.0,30.0,Matches,cambuur
Jhondly van der Meer,ht HAI,DF,19.0,4.7,0,0,0,4,1,0,1,10,4,0.0,0.0,0,24.0,4.0,9.0,30.8,Matches,cambuur
Tamás Kiss,hu HUN,"MF,FW",20.0,3.0,1,0,0,3,3,0,5,6,6,0.0,0.0,0,14.0,3.0,3.0,50.0,Matches,cambuur
Sam Hendriks,nl NED,"FW,MF",26.0,1.4,0,0,0,1,1,1,0,0,0,0.0,0.0,0,2.0,3.0,2.0,60.0,Matches,cambuur
Maxim Gullit,nl NED,DF,20.0,1.3,1,0,0,3,0,0,0,1,1,0.0,0.0,0,7.0,1.0,1.0,50.0,Matches,cambuur
Milan Smit,nl NED,"FW,MF",18.0,0.7,0,0,0,0,0,0,1,0,1,0.0,0.0,0,3.0,4.0,4.0,50.0,Matches,cambuur
Filip Krastev,bg BUL,MF,19.0,0.4,0,0,0,1,0,0,0,1,1,0.0,0.0,0,4.0,1.0,0.0,100.0,Matches,cambuur
Vurnon Anita,cw CUW,MF,32.0,30.3,3,0,0,23,15,0,5,41,22,0.0,0.0,0,219.0,10.0,19.0,34.5,Matches,rkc waalwijk
Etienne Vaessen,nl NED,GK,26.0,31.0,2,0,0,1,7,0,0,0,1,0.0,1.0,0,56.0,9.0,3.0,75.0,Matches,rkc waalwijk
Ahmed Touba,dz ALG,DF,23.0,27.7,7,0,0,28,11,1,6,59,31,0.0,4.0,0,215.0,68.0,32.0,68.0,Matches,rkc waalwijk
Jens Odgaard,dk DEN,"FW,MF",22.0,27.4,3,0,0,44,63,13,49,9,9,0.0,0.0,0,91.0,51.0,63.0,44.7,Matches,rkc waalwijk
Saïd Bakari,km COM,"DF,MF",26.0,26.3,1,0,0,4,12,2,78,24,21,0.0,0.0,0,162.0,20.0,25.0,44.4,Matches,rkc waalwijk
Michiel Kramer,nl NED,FW,32.0,25.2,8,0,0,40,24,17,5,4,3,0.0,0.0,0,53.0,93.0,78.0,54.4,Matches,rkc waalwijk
Juriën Gaari,cw CUW,DF,27.0,25.8,6,0,0,38,17,0,57,35,24,0.0,0.0,0,184.0,35.0,27.0,56.5,Matches,rkc waalwijk
Alexander Büttner,nl NED,"DF,MF",32.0,20.9,6,0,0,28,42,2,186,36,31,0.0,0.0,0,109.0,13.0,13.0,50.0,Matches,rkc waalwijk
Ayman Azhil,ma MAR,MF,20.0,18.6,1,0,0,22,2,2,5,18,21,0.0,0.0,0,115.0,15.0,24.0,38.5,Matches,rkc waalwijk
Shawn Adewoye,be BEL,DF,21.0,19.1,5,1,0,34,8,0,0,49,13,0.0,0.0,0,118.0,48.0,32.0,60.0,Matches,rkc waalwijk
Richard van der Venne,nl NED,MF,29.0,15.0,4,0,0,24,20,0,17,8,16,1.0,0.0,0,72.0,17.0,24.0,41.5,Matches,rkc waalwijk
Dario Van den Buijs,be BEL,DF,25.0,11.7,0,0,0,10,4,0,13,37,12,0.0,1.0,0,75.0,24.0,25.0,49.0,Matches,rkc waalwijk
Finn Stokkers,nl NED,"FW,MF",25.0,12.4,0,0,0,10,11,12,11,1,5,0.0,0.0,0,40.0,36.0,51.0,41.4,Matches,rkc waalwijk
Iliass Bel Hassani,ma MAR,"MF,FW",28.0,9.3,1,0,0,1,12,1,37,5,7,0.0,0.0,0,37.0,2.0,3.0,40.0,Matches,rkc waalwijk
Yassin Oukili,nl NED,MF,20.0,10.0,1,0,0,24,6,3,7,15,14,0.0,0.0,0,92.0,10.0,17.0,37.0,Matches,rkc waalwijk
Luuk Wouters,nl NED,DF,22.0,6.5,0,0,0,3,2,0,3,8,10,0.0,1.0,0,28.0,6.0,7.0,46.2,Matches,rkc waalwijk
Lennerd Daneels,be BEL,"FW,MF",23.0,6.3,1,0,0,12,10,0,28,4,2,0.0,0.0,0,29.0,6.0,5.0,54.5,Matches,rkc waalwijk
Thierry Lutonda,be BEL,DF,20.0,4.2,0,0,0,3,2,0,4,8,10,0.0,0.0,0,24.0,1.0,5.0,16.7,Matches,rkc waalwijk
Achraf El Bouchataoui,nl NED,MF,21.0,4.1,0,0,0,10,6,0,22,3,4,0.0,0.0,0,35.0,2.0,4.0,33.3,Matches,rkc waalwijk
Joel Castro Pereira,pt POR,GK,25.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7.0,0.0,0.0,,Matches,rkc waalwijk
Lars Nieuwpoort,nl NED,DF,26.0,2.0,0,0,0,1,2,0,0,1,4,0.0,0.0,0,10.0,2.0,1.0,66.7,Matches,rkc waalwijk
Sebbe Augustijns,be BEL,MF,21.0,1.6,1,0,0,3,2,0,1,2,0,0.0,0.0,0,11.0,2.0,2.0,50.0,Matches,rkc waalwijk
Hans Mulder,nl NED,"MF,DF",34.0,1.1,1,0,0,2,1,0,0,3,2,0.0,0.0,0,7.0,5.0,3.0,62.5,Matches,rkc waalwijk
Issam El Maach,ma MAR,GK,21.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,rkc waalwijk
Bart van Rooij,nl NED,"DF,MF",20.0,33.0,3,0,0,19,34,1,78,40,64,0.0,0.0,1,192.0,17.0,21.0,44.7,Matches,nec nijmegen
Lasse Schöne,dk DEN,MF,35.0,32.6,7,0,0,22,27,0,148,55,27,0.0,0.0,0,257.0,29.0,26.0,52.7,Matches,nec nijmegen
Souffian El Karouani,ma MAR,DF,20.0,28.4,3,1,0,26,58,2,129,28,38,0.0,0.0,0,184.0,14.0,24.0,36.8,Matches,nec nijmegen
Iván Márquez,es ESP,DF,27.0,29.0,6,1,0,20,15,2,2,47,19,0.0,1.0,0,116.0,87.0,64.0,57.6,Matches,nec nijmegen
Cas Odenthal,nl NED,DF,20.0,27.9,4,0,0,18,12,1,4,32,19,1.0,0.0,0,143.0,49.0,37.0,57.0,Matches,nec nijmegen
Jonathan Okita,cd COD,"FW,MF",25.0,25.7,3,0,0,31,24,16,34,12,13,0.0,0.0,0,150.0,25.0,34.0,42.4,Matches,nec nijmegen
Elayis Tavsan,nl NED,"FW,MF",20.0,24.9,3,0,0,18,60,6,37,8,6,0.0,0.0,0,115.0,18.0,48.0,27.3,Matches,nec nijmegen
Jordy Bruijn,nl NED,"MF,FW",25.0,20.1,4,0,0,33,42,2,9,8,18,1.0,1.0,0,85.0,13.0,25.0,34.2,Matches,nec nijmegen
Magnus Mattsson,dk DEN,"FW,MF",22.0,19.3,0,0,0,11,36,1,5,17,22,0.0,1.0,0,102.0,12.0,28.0,30.0,Matches,nec nijmegen
Rodrigo Guth,br BRA,DF,20.0,18.4,2,0,0,27,9,0,2,31,20,0.0,0.0,0,105.0,66.0,28.0,70.2,Matches,nec nijmegen
Ali Akman,tr TUR,FW,19.0,17.4,1,1,0,13,20,17,12,6,7,0.0,0.0,0,63.0,16.0,37.0,30.2,Matches,nec nijmegen
Dirk Proper,nl NED,MF,19.0,15.1,3,0,0,18,12,0,0,5,17,0.0,0.0,0,93.0,20.0,23.0,46.5,Matches,nec nijmegen
Édgar Barreto,py PAR,"MF,DF",37.0,13.8,3,0,0,20,13,0,2,27,22,0.0,0.0,0,108.0,27.0,15.0,64.3,Matches,nec nijmegen
Mikkel Duelund,dk DEN,"MF,FW",24.0,9.7,2,0,0,18,16,1,3,7,13,0.0,0.0,0,47.0,18.0,25.0,41.9,Matches,nec nijmegen
Calvin Verdonk,nl NED,"DF,MF",24.0,10.7,2,0,0,22,8,0,12,19,25,0.0,0.0,0,86.0,12.0,13.0,48.0,Matches,nec nijmegen
Javier Vet,nl NED,"MF,FW",27.0,6.2,2,0,0,10,3,0,3,6,6,0.0,0.0,0,43.0,19.0,26.0,42.2,Matches,nec nijmegen
Ilias Bronkhorst,nl NED,"DF,FW",24.0,2.2,1,0,0,3,3,0,5,2,5,0.0,0.0,0,14.0,5.0,6.0,45.5,Matches,nec nijmegen
Ole Romeny,nl NED,FW,21.0,1.9,0,0,0,5,3,3,1,0,1,0.0,0.0,0,7.0,4.0,15.0,21.1,Matches,nec nijmegen
Ibrahim Cissoko,nl NED,FW,18.0,1.0,0,0,0,0,3,0,2,0,3,1.0,0.0,0,10.0,1.0,1.0,50.0,Matches,nec nijmegen
Pedro,es ESP,FW,21.0,0.8,0,0,0,3,2,0,1,0,0,0.0,0.0,0,3.0,3.0,4.0,42.9,Matches,nec nijmegen
Rens van Eijden,nl NED,"MF,DF",33.0,0.3,0,0,0,0,0,0,0,1,1,0.0,0.0,0,2.0,1.0,2.0,33.3,Matches,nec nijmegen
Wilfried Bony,ci CIV,FW,32.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2.0,2.0,50.0,Matches,nec nijmegen
Thomas Beekman,nl NED,MF,21.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,nec nijmegen
Neraysho Kasanwirjo,nl NED,"DF,MF",19.0,30.3,6,1,0,19,32,0,25,52,44,0.0,0.0,1,231.0,51.0,43.0,54.3,Matches,groningen
Tomáš Suslov,sk SVK,"MF,FW",19.0,26.1,9,0,0,26,65,0,99,20,39,0.0,0.0,0,157.0,8.0,18.0,30.8,Matches,groningen
Bart van Hintum,nl NED,DF,34.0,24.4,4,0,0,19,10,1,43,49,28,0.0,0.0,0,160.0,28.0,28.0,50.0,Matches,groningen
Michael de Leeuw,nl NED,"FW,MF",34.0,22.6,1,0,0,34,18,8,3,15,19,1.0,0.0,0,59.0,51.0,47.0,52.0,Matches,groningen
Jørgen Strand Larsen,no NOR,FW,21.0,26.0,5,0,0,42,18,18,5,6,10,0.0,0.0,0,57.0,66.0,116.0,36.3,Matches,groningen
Mohamed El Hankouri,nl NED,"MF,DF",24.0,25.8,2,0,0,13,39,1,114,18,17,0.0,0.0,1,132.0,14.0,32.0,30.4,Matches,groningen
Laros Duarte,nl NED,MF,24.0,25.4,3,0,0,17,25,0,94,30,22,0.0,0.0,0,173.0,19.0,34.0,35.8,Matches,groningen
Mike te Wierik,nl NED,DF,29.0,23.8,6,2,1,32,22,0,3,45,36,0.0,0.0,0,136.0,52.0,52.0,50.0,Matches,groningen
Cyril Ngonge,be BEL,"FW,MF",21.0,18.5,4,0,0,27,15,12,22,15,12,0.0,0.0,0,61.0,40.0,42.0,48.8,Matches,groningen
Bjorn Meijer,nl NED,"DF,MF",18.0,17.6,2,0,0,12,6,2,62,28,22,0.0,1.0,0,109.0,38.0,32.0,54.3,Matches,groningen
Damil Dankerlui,sr SUR,"DF,MF",24.0,16.6,1,0,0,21,9,0,58,25,30,0.0,1.0,0,123.0,17.0,12.0,58.6,Matches,groningen
Paulos Abraham,se SWE,"FW,MF",19.0,15.0,2,0,0,22,13,6,20,5,10,0.0,0.0,0,69.0,12.0,28.0,30.0,Matches,groningen
Wessel Dammers,nl NED,"DF,MF",26.0,13.3,3,0,0,11,7,0,2,24,11,0.0,0.0,0,101.0,38.0,35.0,52.1,Matches,groningen
Marin Šverko,hr CRO,DF,23.0,11.1,1,0,0,13,23,0,4,13,16,0.0,0.0,0,76.0,35.0,27.0,56.5,Matches,groningen
Daleho Irandust,se SWE,"MF,FW",23.0,10.8,1,0,0,13,16,0,22,4,12,0.0,0.0,0,55.0,2.0,10.0,16.7,Matches,groningen
Daniël van Kaam,nl NED,"MF,DF",21.0,5.5,0,1,0,2,8,0,11,3,6,0.0,0.0,0,44.0,5.0,9.0,35.7,Matches,groningen
Patrick Joosten,nl NED,"MF,FW",25.0,3.7,0,0,0,7,2,0,20,1,1,0.0,0.0,0,17.0,6.0,2.0,75.0,Matches,groningen
Azor Matusiwa,nl NED,MF,23.0,3.0,1,0,0,4,2,0,0,7,7,0.0,0.0,0,29.0,4.0,7.0,36.4,Matches,groningen
Gabriel Gudmundsson,se SWE,DF,22.0,2.7,0,0,0,2,7,0,17,1,10,0.0,0.0,0,15.0,5.0,0.0,100.0,Matches,groningen
Romano Postema,nl NED,"FW,MF",19.0,7.9,2,0,0,7,9,1,11,0,6,0.0,0.0,0,24.0,11.0,37.0,22.9,Matches,groningen
Melayro Bogarde,nl NED,MF,19.0,2.7,0,0,0,3,2,0,2,5,5,0.0,0.0,0,13.0,3.0,12.0,20.0,Matches,groningen
Yahya Kalley,se SWE,"DF,MF",20.0,1.9,1,0,0,5,1,0,1,3,4,0.0,0.0,0,11.0,0.0,4.0,0.0,Matches,groningen
Ahmed El Messaoudi,ma MAR,"FW,MF",25.0,1.9,0,0,0,2,0,2,0,0,1,0.0,0.0,0,4.0,2.0,7.0,22.2,Matches,groningen
Emmanuel Matuta,be BEL,"MF,FW",19.0,1.1,0,0,0,2,1,0,0,2,2,0.0,0.0,0,11.0,0.0,5.0,0.0,Matches,groningen
Ramon Lundqvist,se SWE,FW,24.0,0.1,0,0,0,0,1,0,1,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,Matches,groningen
Alex Mortensen,se SWE,FW,19.0,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,3.0,2.0,60.0,Matches,groningen
Ragnar Oratmangoen,nl NED,"MF,FW",23.0,29.2,1,0,0,10,27,2,30,22,20,0.0,0.0,0,220.0,12.0,35.0,25.5,Matches,go ahead eagles
Philippe Rommens,be BEL,MF,23.0,30.0,2,0,0,23,24,0,141,37,24,0.0,0.0,0,160.0,29.0,32.0,47.5,Matches,go ahead eagles
Bas Kuipers,nl NED,DF,26.0,28.0,5,0,0,19,25,3,80,47,14,1.0,0.0,0,142.0,33.0,32.0,50.8,Matches,go ahead eagles
Mats Deijl,nl NED,"DF,MF",24.0,27.1,6,0,0,26,40,3,38,26,29,0.0,0.0,0,174.0,58.0,51.0,53.2,Matches,go ahead eagles
Iñigo Córdoba,es ESP,"FW,MF",24.0,25.7,3,1,1,30,34,14,69,20,32,0.0,0.0,0,148.0,33.0,39.0,45.8,Matches,go ahead eagles
Gerrit Nauber,de GER,DF,29.0,24.8,2,0,0,14,9,1,1,32,18,0.0,0.0,0,130.0,53.0,40.0,57.0,Matches,go ahead eagles
Joris Kramer,nl NED,DF,24.0,24.4,3,2,1,21,7,0,4,55,28,0.0,1.0,1,168.0,74.0,64.0,53.6,Matches,go ahead eagles
Isac Lidberg,se SWE,FW,22.0,22.0,3,1,0,22,27,9,10,6,6,1.0,0.0,0,76.0,77.0,117.0,39.7,Matches,go ahead eagles
Boyd Lucassen,nl NED,"DF,MF",23.0,23.5,2,0,0,26,41,0,32,42,38,0.0,0.0,0,108.0,35.0,52.0,40.2,Matches,go ahead eagles
Warner Hahn,sr SUR,GK,29.0,19.0,1,0,0,1,1,0,0,1,1,0.0,1.0,0,36.0,7.0,0.0,100.0,Matches,go ahead eagles
Jay Idzes,nl NED,"DF,MF",21.0,16.9,2,0,0,17,11,0,4,33,8,0.0,1.0,0,117.0,32.0,40.0,44.4,Matches,go ahead eagles
Andries Noppert,nl NED,GK,27.0,15.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,24.0,5.0,0.0,100.0,Matches,go ahead eagles
Ioannis-Foivos Botos,gr GRE,"MF,FW",20.0,11.5,1,1,0,8,11,8,7,1,5,0.0,0.0,0,33.0,8.0,16.0,33.3,Matches,go ahead eagles
Cuco Martina,cw CUW,DF,31.0,8.4,1,0,0,7,1,1,14,19,8,0.0,0.0,0,63.0,6.0,10.0,37.5,Matches,go ahead eagles
