Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,club
Tomáš Ostrák,cz CZE,"MF,FW",21.0,0.3,0,0,0,1,0,0,3,1,0,0,0,0,3,0,0,,Matches,koln
Mathias Olesen,lu LUX,"MF,FW",20.0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches,koln
Stefan Bell,de GER,DF,29.0,31.8,9,0,0,52,7,6,16,41,23,0,1,1,205,107,58,64.8,Matches,mainz 05
Robin Zentner,de GER,GK,26.0,32.0,1,0,0,1,4,0,0,2,2,0,1,0,68,9,2,81.8,Matches,mainz 05
Jonathan Burkardt,de GER,"FW,MF",21.0,29.0,0,0,0,24,42,10,35,8,8,0,0,0,106,36,81,30.8,Matches,mainz 05
Moussa Niakhate,sn SEN,DF,25.0,28.5,1,0,0,30,23,3,16,50,23,0,1,0,207,56,27,67.5,Matches,mainz 05
Karim Onisiwo,at AUT,FW,29.0,26.2,0,0,0,44,32,27,50,7,10,0,0,0,82,58,88,39.7,Matches,mainz 05
Aarón Martín,es ESP,DF,24.0,25.5,7,0,0,31,18,0,180,20,33,0,0,0,161,12,15,44.4,Matches,mainz 05
Alexander Hack,de GER,DF,27.0,23.0,6,1,0,28,34,2,5,51,26,0,1,0,172,67,47,58.8,Matches,mainz 05
Anton Stach,de GER,MF,22.0,20.7,6,0,0,35,43,0,53,51,19,0,0,0,176,52,20,72.2,Matches,mainz 05
Leandro Barreiro Martins,lu LUX,MF,21.0,19.9,3,0,0,41,27,0,8,32,32,2,0,0,109,25,27,48.1,Matches,mainz 05
Jean-Paul Boëtius,nl NED,MF,27.0,20.0,3,0,0,20,40,1,50,25,23,0,0,0,126,7,23,23.3,Matches,mainz 05
Dominik Kohr,de GER,MF,27.0,17.9,10,2,2,46,20,0,2,35,20,0,0,0,149,26,18,59.1,Matches,mainz 05
Lee Jae-sung,kr KOR,"MF,FW",28.0,16.0,3,0,0,19,13,2,28,18,12,0,0,0,92,35,35,50.0,Matches,mainz 05
Anderson Lucoqui,ao ANG,DF,24.0,8.3,2,0,0,17,16,0,10,11,10,0,0,0,41,7,5,58.3,Matches,mainz 05
Jerry St. Juste,nl NED,DF,24.0,6.7,0,0,0,14,8,0,6,14,9,0,0,0,41,24,15,61.5,Matches,mainz 05
Marcus Ingvartsen,dk DEN,"FW,MF",25.0,7.6,2,0,0,16,14,4,12,6,2,1,0,0,27,17,31,35.4,Matches,mainz 05
Niklas Tauer,de GER,"DF,MF",20.0,5.4,1,1,0,9,4,0,1,9,9,0,1,0,34,8,13,38.1,Matches,mainz 05
Daniel Brosinski,de GER,DF,33.0,4.3,0,0,0,1,3,0,23,3,1,0,0,0,27,6,3,66.7,Matches,mainz 05
David Nemeth,at AUT,DF,20.0,3.5,0,0,0,1,1,0,0,6,2,0,0,0,16,10,7,58.8,Matches,mainz 05
Ádám Szalai,hu HUN,FW,33.0,2.9,1,0,0,10,4,5,0,0,2,0,0,0,11,8,11,42.1,Matches,mainz 05
Paul Nebel,de GER,"MF,FW",18.0,2.5,3,0,0,8,3,1,10,0,3,0,0,0,18,0,9,0.0,Matches,mainz 05
Finn Dahmen,de GER,GK,23.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,mainz 05
Kevin Stöger,at AUT,MF,27.0,4.7,3,0,0,9,10,0,31,5,5,0,0,0,55,2,2,50.0,Matches,mainz 05
Matondo-Merveille Papela,de GER,MF,20.0,0.9,0,0,0,1,0,0,0,2,2,0,0,0,5,0,2,0.0,Matches,mainz 05
Delano Burgzorg,nl NED,MF,22.0,0.3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0.0,Matches,mainz 05
Stephan Fürstner,de GER,MF,33.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,mainz 05
Luca Kilian,de GER,FW,21.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,mainz 05
David Raum,de GER,"DF,FW",23.0,30.6,5,0,0,27,32,7,311,27,29,0,0,1,201,28,36,43.8,Matches,hoffenheim
Andrej Kramarić,hr CRO,"FW,MF",30.0,30.1,2,0,0,11,29,9,62,9,4,0,0,0,125,14,23,37.8,Matches,hoffenheim
Kevin Vogt,de GER,DF,29.0,28.5,7,0,0,27,18,1,4,13,12,0,1,0,214,24,23,51.1,Matches,hoffenheim
Stefan Posch,at AUT,DF,24.0,24.4,5,0,0,36,13,1,11,28,30,0,0,0,110,40,59,40.4,Matches,hoffenheim
Ihlas Bebou,tg TOG,"FW,DF",27.0,23.2,0,0,0,26,21,11,49,12,14,0,0,0,78,37,77,32.5,Matches,hoffenheim
Christoph Baumgartner,at AUT,"MF,FW",21.0,21.0,5,0,0,37,32,1,35,8,15,0,0,0,103,37,49,43.0,Matches,hoffenheim
Diadie Samassékou,ml MLI,MF,25.0,18.4,7,0,0,30,25,0,7,28,26,0,0,0,121,32,23,58.2,Matches,hoffenheim
Kevin Akpoguma,ng NGA,"DF,FW",26.0,17.0,5,0,0,25,23,4,31,20,19,0,1,0,100,17,20,45.9,Matches,hoffenheim
Angelo Stiller,de GER,MF,20.0,18.8,1,0,0,25,13,1,17,9,17,0,0,0,116,26,26,50.0,Matches,hoffenheim
Dennis Geiger,de GER,MF,23.0,15.3,6,0,0,39,19,0,42,14,23,0,1,0,102,0,6,0.0,Matches,hoffenheim
Moanes Dabbur,il ISR,"FW,MF",29.0,14.6,5,0,0,29,19,2,4,5,10,0,0,0,65,18,25,41.9,Matches,hoffenheim
Florian Grillitsch,at AUT,"DF,MF",25.0,16.6,7,0,0,12,24,0,11,29,19,0,1,0,125,23,26,46.9,Matches,hoffenheim
Pavel Kadeřábek,cz CZE,"DF,MF",29.0,13.3,5,0,0,16,8,2,47,13,10,0,0,0,58,40,28,58.8,Matches,hoffenheim
Georginio Rutter,fr FRA,"FW,MF",19.0,17.9,2,0,0,37,37,21,20,6,13,0,0,0,56,40,46,46.5,Matches,hoffenheim
Chris Richards,us USA,DF,21.0,14.5,1,0,0,8,2,0,0,22,15,0,0,0,68,56,38,59.6,Matches,hoffenheim
Jacob Bruun Larsen,dk DEN,"FW,MF",22.0,9.0,1,0,0,6,3,6,10,5,1,0,0,0,35,9,16,36.0,Matches,hoffenheim
Sebastian Rudy,de GER,MF,31.0,8.6,5,0,0,12,6,0,15,11,12,0,0,0,46,6,12,33.3,Matches,hoffenheim
Benjamin Hübner,de GER,DF,32.0,4.2,2,0,0,8,2,0,0,9,5,0,0,0,18,14,8,63.6,Matches,hoffenheim
Robert Skov,dk DEN,"FW,DF",25.0,4.1,1,0,0,6,5,0,18,3,2,0,0,0,20,3,5,37.5,Matches,hoffenheim
Sargis Adamyan,am ARM,"FW,MF",28.0,3.7,0,0,0,5,8,4,5,1,6,0,0,0,24,3,14,17.6,Matches,hoffenheim
Håvard Nordtveit,no NOR,DF,31.0,3.4,1,0,0,2,4,0,1,10,6,0,0,0,24,5,7,41.7,Matches,hoffenheim
Mijat Gaćinović,rs SRB,"FW,MF",26.0,1.2,1,0,0,4,1,0,0,1,3,0,0,0,3,3,3,50.0,Matches,hoffenheim
Philipp Pentke,de GER,GK,36.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,hoffenheim
Marco John,de GER,DF,19.0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,Matches,hoffenheim
Justin Che,us USA,"FW,DF",17.0,0.5,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0.0,Matches,hoffenheim
Nick Proschwitz,de GER,FW,34.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches,hoffenheim
Tom Bischof,de GER,MF,16.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches,hoffenheim
Fisnik Asllani,xk KVX,"MF,FW",18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,hoffenheim
Ermin Bičakčić,ba BIH,DF,31.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,hoffenheim
Kasim Nuhu,gh GHA,DF,26.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,hoffenheim
Nico Elvedi,ch SUI,DF,24.0,27.0,3,1,0,21,21,0,0,34,24,0,0,0,158,72,38,65.5,Matches,monchengladbach
Matthias Ginter,de GER,DF,27.0,26.2,2,0,0,9,29,2,20,33,22,0,0,0,136,74,44,62.7,Matches,monchengladbach
Kouadio Koné,fr FRA,MF,20.0,24.3,10,0,0,39,60,1,2,34,37,1,0,0,147,20,20,50.0,Matches,monchengladbach
Breel Embolo,ch SUI,FW,24.0,24.1,3,0,0,41,71,20,2,6,11,2,0,0,57,35,64,35.4,Matches,monchengladbach
Florian Neuhaus,de GER,MF,24.0,23.6,2,0,0,18,32,0,14,31,28,0,0,0,134,10,8,55.6,Matches,monchengladbach
Jonas Hofmann,de GER,"MF,FW",29.0,23.1,1,0,0,23,20,7,138,12,20,0,0,0,112,4,15,21.1,Matches,monchengladbach
Alassane Pléa,fr FRA,"MF,FW",28.0,23.0,4,0,0,20,25,13,31,4,14,0,0,0,88,14,35,28.6,Matches,monchengladbach
Ramy Bensebaini,dz ALG,DF,26.0,22.4,6,0,0,34,42,4,15,39,30,0,1,0,148,53,30,63.9,Matches,monchengladbach
Joe Scally,us USA,DF,18.0,21.2,4,0,0,27,36,2,35,22,30,0,0,0,89,18,18,50.0,Matches,monchengladbach
Lars Stindl,de GER,"MF,FW",32.0,18.1,10,0,0,30,16,5,14,10,15,0,0,0,104,13,32,28.9,Matches,monchengladbach
Stefan Lainer,at AUT,DF,28.0,16.3,2,0,0,8,13,3,27,14,11,2,1,0,77,14,9,60.9,Matches,monchengladbach
Luca Netz,de GER,"DF,FW",18.0,15.5,1,0,0,7,11,2,35,13,11,0,0,0,72,7,12,36.8,Matches,monchengladbach
Denis Zakaria,ch SUI,"MF,DF",24.0,15.5,4,0,0,19,11,1,5,19,14,0,1,0,134,14,13,51.9,Matches,monchengladbach
Jordan Beyer,de GER,DF,21.0,15.4,5,0,0,16,21,0,8,15,27,0,1,0,92,27,20,57.4,Matches,monchengladbach
Marcus Thuram,fr FRA,FW,23.0,10.9,2,0,0,12,25,8,7,5,5,1,0,0,29,32,22,59.3,Matches,monchengladbach
Christoph Kramer,de GER,MF,30.0,8.3,1,0,0,11,5,0,4,12,11,0,0,0,67,11,10,52.4,Matches,monchengladbach
Marvin Friedrich,de GER,DF,25.0,6.7,1,0,0,4,2,1,0,5,8,0,1,0,38,19,8,70.4,Matches,monchengladbach
Patrick Herrmann,de GER,"DF,FW",30.0,8.4,1,0,0,7,8,4,63,6,7,0,0,0,42,4,7,36.4,Matches,monchengladbach
Tony Jantschke,de GER,DF,31.0,2.5,0,0,0,0,3,0,1,5,5,0,0,0,5,6,3,66.7,Matches,monchengladbach
Hannes Wolf,at AUT,"FW,MF",22.0,3.4,2,0,0,10,5,0,2,2,12,0,0,0,21,2,8,20.0,Matches,monchengladbach
László Bénes,sk SVK,MF,23.0,2.7,0,0,0,1,9,0,15,2,3,0,0,0,17,5,1,83.3,Matches,monchengladbach
Tobias Sippel,de GER,GK,33.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,monchengladbach
Connor Noß,ie IRL,MF,20.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.0,Matches,monchengladbach
Keanan Bennetts,eng ENG,"FW,DF",22.0,0.6,1,0,0,2,0,0,2,0,0,0,0,0,4,2,0,100.0,Matches,monchengladbach
Obite N'Dicka,fr FRA,DF,21.0,31.7,3,0,0,42,14,4,12,48,34,0,1,1,211,112,66,62.9,Matches,eintracht frankfurt
Filip Kostić,rs SRB,"DF,FW",28.0,28.0,2,0,0,16,22,3,369,15,17,0,0,0,192,10,13,43.5,Matches,eintracht frankfurt
Djibril Sow,ch SUI,MF,24.0,26.8,5,0,0,42,38,0,9,50,33,0,1,0,199,27,31,46.6,Matches,eintracht frankfurt
Rafael Borré,co COL,FW,25.0,26.4,5,0,0,40,26,17,20,5,22,0,0,0,89,46,124,27.1,Matches,eintracht frankfurt
Tuta,br BRA,DF,22.0,24.3,4,1,1,37,12,1,5,41,28,0,0,0,213,54,46,54.0,Matches,eintracht frankfurt
Jesper Lindstrøm,dk DEN,"MF,FW",21.0,22.0,0,0,0,23,16,3,54,24,13,0,0,0,111,5,28,15.2,Matches,eintracht frankfurt
Martin Hinteregger,at AUT,DF,28.0,24.7,6,0,0,28,31,0,0,42,28,0,1,0,199,60,55,52.2,Matches,eintracht frankfurt
Daichi Kamada,jp JPN,MF,24.0,23.8,0,0,0,23,25,6,27,8,21,0,0,0,130,17,41,29.3,Matches,eintracht frankfurt
Kristijan Jakić,hr CRO,MF,24.0,20.9,6,0,0,31,19,1,8,21,22,0,0,0,165,34,37,47.9,Matches,eintracht frankfurt
Timothy Chandler,us USA,DF,31.0,13.5,4,0,0,17,7,4,30,19,12,0,0,0,56,14,22,38.9,Matches,eintracht frankfurt
Makoto Hasebe,jp JPN,DF,37.0,13.2,1,0,0,13,13,0,2,22,12,0,0,0,125,20,28,41.7,Matches,eintracht frankfurt
Sebastian Rode,de GER,MF,30.0,8.4,1,0,0,6,9,0,3,13,7,0,0,0,68,9,22,29.0,Matches,eintracht frankfurt
Jens Petter Hauge,no NOR,"MF,FW",21.0,11.6,4,0,0,16,10,1,5,3,5,0,0,0,56,10,18,35.7,Matches,eintracht frankfurt
Ajdin Hrustic,au AUS,MF,25.0,10.7,2,0,0,14,7,0,26,10,11,0,0,0,66,7,3,70.0,Matches,eintracht frankfurt
Ansgar Knauff,de GER,"DF,MF",19.0,8.4,0,0,0,11,8,1,21,8,14,0,0,0,45,7,17,29.2,Matches,eintracht frankfurt
Danny da Costa,de GER,"DF,MF",28.0,8.1,2,0,0,8,2,0,22,11,4,0,1,0,48,14,6,70.0,Matches,eintracht frankfurt
Erik Durm,de GER,DF,29.0,5.3,1,0,0,2,7,0,14,10,7,0,0,0,25,3,8,27.3,Matches,eintracht frankfurt
Christopher Lenz,de GER,DF,26.0,7.4,6,0,0,15,5,0,43,7,15,0,0,0,60,14,13,51.9,Matches,eintracht frankfurt
Sam Lammers,nl NED,"FW,MF",24.0,5.7,1,0,0,7,1,1,0,2,4,0,0,0,17,21,20,51.2,Matches,eintracht frankfurt
Almamy Touré,ml MLI,"DF,MF",25.0,5.6,2,0,0,8,2,1,12,5,9,0,0,0,42,13,15,46.4,Matches,eintracht frankfurt
Gonçalo Paciência,pt POR,FW,26.0,5.7,3,0,0,9,12,3,7,1,2,1,0,0,18,18,17,51.4,Matches,eintracht frankfurt
Stefan Ilsanker,at AUT,"DF,MF",32.0,3.0,1,0,0,5,1,1,0,6,8,0,0,0,28,6,1,85.7,Matches,eintracht frankfurt
Aymen Barkok,ma MAR,"MF,DF",23.0,1.8,0,0,0,4,1,0,2,5,2,0,0,0,11,6,3,66.7,Matches,eintracht frankfurt
Ragnar Ache,de GER,"MF,FW",23.0,2.9,0,0,0,5,8,6,6,0,0,0,0,0,7,18,10,64.3,Matches,eintracht frankfurt
Jens Grahl,de GER,GK,32.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,eintracht frankfurt
John Brooks,us USA,DF,28.0,29.1,2,0,0,9,16,1,4,41,25,0,1,0,188,67,37,64.4,Matches,wolfsburg
Maxence Lacroix,fr FRA,DF,21.0,27.7,5,3,1,36,25,1,7,60,33,0,3,1,183,75,45,62.5,Matches,wolfsburg
Koen Casteels,be BEL,GK,29.0,28.0,1,0,0,0,2,0,0,0,0,0,0,0,41,9,0,100.0,Matches,wolfsburg
Ridle Baku,de GER,"DF,FW",23.0,27.2,4,0,0,28,37,9,73,21,37,0,0,0,166,28,35,44.4,Matches,wolfsburg
Sebastiaan Bornauw,be BEL,DF,22.0,22.3,4,0,0,22,5,2,0,42,19,0,1,0,107,63,47,57.3,Matches,wolfsburg
Jérôme Roussillon,fr FRA,DF,28.0,19.7,5,0,0,10,24,5,50,14,9,0,0,0,97,13,9,59.1,Matches,wolfsburg
Lukas Nmecha,de GER,"FW,MF",22.0,18.1,5,0,0,31,29,6,21,4,5,1,0,0,47,33,32,50.8,Matches,wolfsburg
Yannick Gerhardt,de GER,"MF,DF",27.0,17.5,2,0,0,18,24,2,32,25,20,0,0,0,115,26,25,51.0,Matches,wolfsburg
Wout Weghorst,nl NED,FW,28.0,17.3,2,0,0,17,31,15,2,2,7,0,0,0,57,45,43,51.1,Matches,wolfsburg
Kevin Mbabu,ch SUI,DF,26.0,15.5,4,0,0,24,21,2,67,35,20,0,1,0,109,31,23,57.4,Matches,wolfsburg
Jonas Wind,dk DEN,"FW,MF",22.0,13.1,0,0,0,14,31,7,5,6,6,0,0,0,45,54,55,49.5,Matches,wolfsburg
Max Kruse,de GER,"MF,FW",33.0,12.5,0,0,0,2,12,5,27,3,3,1,0,0,56,10,16,38.5,Matches,wolfsburg
Xaver Schlager,at AUT,MF,23.0,11.6,2,0,0,23,10,1,6,9,20,0,0,0,102,12,8,60.0,Matches,wolfsburg
Renato Steffen,ch SUI,"FW,MF",29.0,10.7,6,0,0,19,15,0,25,13,16,0,0,0,57,17,19,47.2,Matches,wolfsburg
Aster Vranckx,be BEL,MF,18.0,12.7,2,0,0,40,16,1,24,13,13,0,0,0,74,11,14,44.0,Matches,wolfsburg
Maximilian Philipp,de GER,MF,27.0,10.7,2,0,0,9,17,2,35,4,11,0,0,0,47,9,23,28.1,Matches,wolfsburg
Josuha Guilavogui,fr FRA,"MF,DF",30.0,10.5,4,0,0,20,6,2,0,25,14,0,0,0,106,41,14,74.5,Matches,wolfsburg
Luca Waldschmidt,de GER,"MF,FW",25.0,8.0,2,0,0,10,8,0,7,8,1,1,0,0,37,2,12,14.3,Matches,wolfsburg
Dodi Lukebakio,be BEL,"FW,MF",23.0,9.8,2,0,0,15,13,11,18,13,4,0,0,0,46,11,15,42.3,Matches,wolfsburg
Pavao Pervan,at AUT,GK,33.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,75.0,Matches,wolfsburg
Paulo Otávio,br BRA,"DF,MF",26.0,4.0,0,0,0,3,4,1,25,4,10,0,0,0,12,5,4,55.6,Matches,wolfsburg
Mickey van de Ven,nl NED,DF,20.0,2.1,0,0,0,0,1,0,3,2,4,0,0,0,15,6,1,85.7,Matches,wolfsburg
Felix Nmecha,de GER,"MF,FW",20.0,3.6,2,0,0,7,9,0,3,7,1,0,0,0,12,11,8,57.9,Matches,wolfsburg
Bartosz Bialek,pl POL,"FW,DF",19.0,2.0,1,0,0,6,2,0,0,0,0,0,0,0,4,5,8,38.5,Matches,wolfsburg
Omar Marmoush,eg EGY,FW,22.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches,wolfsburg
Josip Brekalo,hr CRO,FW,23.0,0.2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,,Matches,wolfsburg
Kevin Paredes,us USA,"FW,DF",18.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,Matches,wolfsburg
Daniel Ginczek,de GER,"MF,FW",30.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,wolfsburg
Manuel Riemann,de GER,GK,32.0,31.0,2,0,0,0,5,0,0,1,0,0,0,0,61,8,1,88.9,Matches,bochum
Danilo Soares,br BRA,DF,29.0,28.5,4,0,0,34,42,0,66,62,71,0,2,0,287,47,30,61.0,Matches,bochum
Elvis Rexhbeçaj,de GER,MF,23.0,28.2,5,0,0,34,60,2,41,27,20,0,1,0,175,27,39,40.9,Matches,bochum
Sebastian Polter,de GER,FW,30.0,26.0,2,0,0,75,36,7,7,2,3,2,1,0,60,108,96,52.9,Matches,bochum
Gerrit Holtmann,ph PHI,"FW,MF",26.0,20.4,0,0,0,22,13,5,59,8,9,0,0,0,74,5,32,13.5,Matches,bochum
Armel Bella Kotchap,de GER,DF,19.0,19.6,5,0,0,26,27,3,2,42,20,0,0,2,126,35,17,67.3,Matches,bochum
Cristian Gamboa,cr CRC,DF,31.0,19.1,6,0,0,21,11,2,32,32,36,0,0,0,153,20,9,69.0,Matches,bochum
Takuma Asano,jp JPN,"FW,MF",26.0,17.9,1,0,0,17,27,18,34,7,6,0,0,0,86,15,42,26.3,Matches,bochum
Miloš Pantović,rs SRB,"MF,FW",25.0,17.0,2,0,0,25,32,8,60,18,10,0,1,0,89,11,27,28.9,Matches,bochum
Erhan Mašović,rs SRB,DF,22.0,17.2,7,0,0,16,7,0,0,34,20,0,0,1,97,24,23,51.1,Matches,bochum
Maxim Leitsch,de GER,DF,23.0,17.1,2,0,0,9,0,1,5,31,10,0,0,0,148,31,24,56.4,Matches,bochum
Eduard Löwen,de GER,MF,24.0,15.7,0,0,0,19,11,1,108,9,22,0,1,0,94,18,30,37.5,Matches,bochum
Kostas Stafylidis,gr GRE,"DF,MF",27.0,15.4,3,1,0,12,19,1,65,31,27,0,0,0,83,24,24,50.0,Matches,bochum
Vassilis Lambropoulos,gr GRE,DF,31.0,13.0,1,0,0,6,4,0,2,17,12,0,0,1,52,30,16,65.2,Matches,bochum
Christopher Antwi-Adjei,gh GHA,"FW,MF",27.0,12.6,2,0,0,15,29,11,29,1,18,1,0,0,52,11,40,21.6,Matches,bochum
Herbert Bockhorn,de GER,DF,26.0,9.4,1,0,0,7,21,0,27,14,14,0,0,0,66,10,15,40.0,Matches,bochum
Patrick Osterhage,de GER,MF,21.0,6.7,2,0,0,5,7,0,9,11,6,0,0,0,48,14,13,51.9,Matches,bochum
Simon Zoller,de GER,FW,30.0,6.6,3,0,0,12,5,3,10,4,2,0,0,0,22,6,4,60.0,Matches,bochum
Robert Tesche,de GER,MF,34.0,3.9,2,1,0,5,1,1,2,5,4,0,2,0,23,3,6,33.3,Matches,bochum
Jürgen Locadia,nl NED,"FW,MF",27.0,4.9,0,0,0,10,9,4,0,1,2,0,0,0,14,7,12,36.8,Matches,bochum
Michael Esser,de GER,GK,33.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches,bochum
Danny Blum,de GER,FW,30.0,3.8,0,0,0,3,3,0,31,2,1,0,0,0,23,14,11,56.0,Matches,bochum
Silvère Ganvoula M'Boussy,cg CGO,FW,25.0,1.7,0,0,0,2,1,6,0,0,0,0,0,0,5,22,8,73.3,Matches,bochum
Soma Novothny,hu HUN,"FW,MF",27.0,0.9,0,0,0,2,2,0,0,0,1,1,0,0,2,2,7,22.2,Matches,bochum
Tarsis Bonga,de GER,"MF,FW",24.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,50.0,Matches,bochum
Saulo Decarli,ch SUI,DF,29.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,bochum
Reece Oxford,eng ENG,DF,22.0,29.9,9,0,0,28,21,1,0,72,14,0,1,0,167,86,51,62.8,Matches,augsburg
Jeffrey Gouweleeuw,nl NED,DF,30.0,28.6,9,0,0,32,8,0,6,49,27,0,2,0,188,43,47,47.8,Matches,augsburg
Niklas Dorsch,de GER,MF,23.0,25.8,8,0,0,53,48,0,20,35,47,0,0,0,240,16,17,48.5,Matches,augsburg
Robert Gumny,pl POL,DF,23.0,25.2,3,0,0,27,27,0,28,28,29,0,0,0,130,36,24,60.0,Matches,augsburg
Iago,br BRA,DF,24.0,24.2,3,0,0,18,16,4,92,27,29,0,0,1,135,24,24,50.0,Matches,augsburg
Ruben Vargas,ch SUI,"MF,FW",22.0,22.0,4,0,0,33,27,12,42,16,21,0,0,0,141,11,34,24.4,Matches,augsburg
André Hahn,de GER,"MF,FW",30.0,23.3,5,0,0,56,18,17,41,15,20,1,0,0,73,58,71,45.0,Matches,augsburg
Daniel Caligiuri,it ITA,"DF,MF",33.0,22.3,4,0,0,32,43,0,109,18,30,1,0,0,173,30,26,53.6,Matches,augsburg
Arne Maier,de GER,MF,22.0,20.7,0,0,0,11,14,1,97,15,13,0,0,0,127,16,25,39.0,Matches,augsburg
Michael Gregoritsch,at AUT,"FW,MF",27.0,15.5,3,0,0,17,13,5,10,6,8,0,0,0,58,79,48,62.2,Matches,augsburg
Mads Pedersen,dk DEN,"MF,DF",24.0,15.5,5,0,0,24,30,3,48,15,21,0,1,0,87,6,13,31.6,Matches,augsburg
Florian Niederlechner,de GER,FW,30.0,12.9,1,0,0,14,25,9,5,4,5,2,0,1,34,21,45,31.8,Matches,augsburg
Andi Zeqiri,ch SUI,"FW,MF",22.0,11.3,2,0,0,20,15,12,7,2,7,0,0,0,38,11,36,23.4,Matches,augsburg
Carlos Gruezo,ec ECU,MF,26.0,10.8,7,0,0,28,4,0,4,9,11,0,0,0,70,10,14,41.7,Matches,augsburg
Raphael Framberger,de GER,DF,25.0,9.4,3,0,0,17,8,0,36,9,19,0,1,0,44,9,12,42.9,Matches,augsburg
Ohis Felix Uduokhai,de GER,DF,23.0,8.7,1,0,0,6,7,0,4,9,6,0,0,0,42,23,12,65.7,Matches,augsburg
Jan Morávek,cz CZE,MF,31.0,5.2,1,0,0,5,2,0,2,6,6,0,0,0,32,9,13,40.9,Matches,augsburg
Ricardo Pepi,us USA,"FW,MF",18.0,5.3,0,0,0,1,4,3,2,3,2,0,0,0,11,8,20,28.6,Matches,augsburg
Tobias Strobl,de GER,"MF,DF",31.0,3.6,1,0,0,6,2,0,2,7,3,0,0,0,24,7,4,63.6,Matches,augsburg
Frederik Winther,dk DEN,DF,20.0,3.6,1,0,0,1,0,0,1,8,2,0,0,0,17,10,11,47.6,Matches,augsburg
Alfreð Finnbogason,is ISL,FW,32.0,3.2,0,0,0,3,1,1,2,2,1,0,0,0,9,4,4,50.0,Matches,augsburg
Fredrik Jensen,fi FIN,"MF,FW",23.0,4.6,0,0,0,2,3,0,18,2,4,0,0,0,10,7,14,33.3,Matches,augsburg
Sergio Córdova,ve VEN,"FW,MF",23.0,3.6,2,0,0,5,11,5,3,0,3,0,0,0,11,14,22,38.9,Matches,augsburg
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",24.0,2.7,1,0,0,6,3,0,10,1,2,0,0,0,12,8,14,36.4,Matches,augsburg
Konstantinos Mavropanos,gr GRE,DF,23.0,30.1,3,0,0,22,20,2,7,69,39,0,3,0,214,91,27,77.1,Matches,stuttgart
Florian Müller,de GER,GK,23.0,30.0,0,0,0,0,3,0,0,0,0,0,0,0,60,7,0,100.0,Matches,stuttgart
Waldemar Anton,de GER,DF,25.0,28.8,6,1,0,29,16,1,11,32,26,0,0,0,208,62,52,54.4,Matches,stuttgart
Borna Sosa,hr CRO,"DF,FW",23.0,27.8,4,0,0,13,26,0,239,26,12,0,0,0,149,20,19,51.3,Matches,stuttgart
Hiroki Ito,jp JPN,DF,22.0,26.1,2,0,0,21,9,0,21,53,31,0,0,1,170,40,37,51.9,Matches,stuttgart
Atakan Karazor,de GER,MF,24.0,21.1,9,1,1,38,39,0,3,34,24,0,0,0,142,57,32,64.0,Matches,stuttgart
Orel Mangala,be BEL,MF,23.0,20.6,4,0,0,26,27,0,9,12,10,0,0,0,110,10,19,34.5,Matches,stuttgart
Chris Führich,de GER,"FW,MF",23.0,19.0,3,0,0,9,19,2,61,8,16,0,0,0,107,3,12,20.0,Matches,stuttgart
Omar Marmoush,eg EGY,FW,22.0,17.5,3,0,0,33,57,7,44,7,17,0,0,0,81,28,31,47.5,Matches,stuttgart
Sasa Kalajdzic,at AUT,FW,24.0,13.6,2,0,0,11,18,2,2,2,6,0,0,0,37,62,37,62.6,Matches,stuttgart
