Player,Pos,Age,MP,Min,90s,Gls,Ast,CrdY,CrdR,xG,Gls/90,Ast/90,xG/90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,Recov,Won%,club
Landry Dimata,7,23.0,17,541.0,6.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.27,0.0,14.0,20.0,3.0,0.0,1.0,2.0,14.0,41.5,espanyol
Wu Lei,7,29.0,23,474.0,5.3,1.0,0.0,0.0,0.0,1.1,0.19,0.0,0.2,0.0,5.0,5.0,5.0,4.0,4.0,2.0,16.0,26.7,espanyol
Fran Mérida,3,31.0,10,266.0,3.0,0.0,0.0,2.0,1.0,0.1,0.0,0.0,0.05,0.0,6.0,6.0,0.0,8.0,6.0,3.0,29.0,0.0,espanyol
Djené,2,29.0,35,3115.0,34.6,0.0,1.0,11.0,1.0,0.1,0.0,0.03,0.0,0.0,47.0,36.0,1.0,22.0,59.0,26.0,222.0,62.7,getafe
Nemanja Maksimović,3,26.0,35,2936.0,32.6,1.0,2.0,5.0,0.0,2.6,0.03,0.06,0.08,0.0,13.0,13.0,0.0,13.0,71.0,32.0,143.0,52.8,getafe
Enes Ünal,4,24.0,37,2798.0,31.1,16.0,1.0,8.0,0.0,10.4,0.51,0.03,0.34,0.0,77.0,71.0,14.0,14.0,5.0,22.0,77.0,46.4,getafe
Mathías Olivera,2,23.0,32,2803.0,31.1,1.0,3.0,10.0,0.0,2.4,0.03,0.1,0.08,0.0,55.0,46.0,3.0,63.0,55.0,47.0,195.0,50.0,getafe
Damián Suárez,2,33.0,35,2711.0,30.1,0.0,3.0,13.0,0.0,0.4,0.0,0.1,0.01,0.0,46.0,33.0,1.0,130.0,31.0,47.0,193.0,46.3,getafe
Jorge Cuenca,2,21.0,32,2683.0,29.8,1.0,0.0,6.0,2.0,0.9,0.03,0.0,0.03,0.0,33.0,14.0,0.0,5.0,39.0,32.0,144.0,67.5,getafe
Stefan Mitrović,2,31.0,32,2667.0,29.6,0.0,0.0,8.0,1.0,0.2,0.0,0.0,0.01,0.0,18.0,4.0,0.0,0.0,22.0,8.0,106.0,65.1,getafe
Mauro Arambarri,3,25.0,31,2663.0,29.6,0.0,5.0,13.0,0.0,1.2,0.0,0.17,0.04,0.0,51.0,48.0,0.0,116.0,32.0,37.0,182.0,50.9,getafe
Carles Aleñá,3,23.0,33,2320.0,25.8,1.0,2.0,6.0,1.0,1.8,0.04,0.08,0.07,0.0,50.0,37.0,1.0,44.0,15.0,19.0,129.0,34.2,getafe
Sandro Ramírez,4,26.0,29,1462.0,16.2,3.0,0.0,7.0,0.0,3.0,0.18,0.0,0.18,0.0,31.0,45.0,11.0,39.0,2.0,3.0,54.0,37.8,getafe
Borja Mayoral,4,24.0,18,1044.0,11.6,6.0,1.0,3.0,0.0,2.6,0.52,0.09,0.22,0.0,13.0,20.0,4.0,7.0,4.0,5.0,47.0,41.2,getafe
Florentino Luís,3,21.0,22,992.0,11.0,0.0,1.0,2.0,0.0,0.1,0.0,0.09,0.01,0.0,18.0,2.0,0.0,2.0,21.0,25.0,70.0,43.6,getafe
Óscar Rodríguez Arnaiz,7,23.0,18,943.0,10.5,0.0,1.0,2.0,0.0,1.0,0.0,0.1,0.09,0.0,8.0,11.0,1.0,43.0,11.0,11.0,53.0,37.5,getafe
Iglesias,2,23.0,20,719.0,8.0,0.0,1.0,1.0,0.0,0.1,0.0,0.13,0.01,0.0,16.0,17.0,1.0,46.0,10.0,10.0,51.0,41.7,getafe
Jakub Jankto,5,25.0,14,587.0,6.5,0.0,2.0,1.0,1.0,0.2,0.0,0.31,0.03,0.0,3.0,7.0,0.0,27.0,4.0,7.0,38.0,40.0,getafe
Okay Yokuşlu,5,27.0,11,465.0,5.2,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.05,0.0,6.0,5.0,0.0,0.0,5.0,8.0,35.0,58.8,getafe
Erick Cabaco,2,26.0,10,403.0,4.5,0.0,1.0,4.0,1.0,0.1,0.0,0.22,0.01,1.0,7.0,4.0,0.0,1.0,4.0,1.0,14.0,57.1,getafe
Jaime Mata,4,32.0,22,672.0,7.5,1.0,0.0,7.0,0.0,1.3,0.13,0.0,0.17,0.0,25.0,17.0,9.0,10.0,1.0,5.0,21.0,31.6,getafe
Darío Poveda,7,24.0,15,380.0,4.2,1.0,0.0,0.0,0.0,0.3,0.24,0.0,0.07,0.0,3.0,2.0,2.0,5.0,1.0,0.0,15.0,46.2,getafe
David Timor,3,31.0,7,341.0,3.8,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.05,0.0,6.0,2.0,0.0,9.0,1.0,1.0,21.0,38.9,getafe
Gonzalo Villar,3,23.0,10,298.0,3.3,0.0,1.0,0.0,0.0,0.4,0.0,0.3,0.12,0.0,9.0,13.0,0.0,1.0,1.0,3.0,18.0,37.5,getafe
Pablo Maffeo,2,24.0,35,2945.0,32.7,1.0,4.0,10.0,0.0,1.7,0.03,0.12,0.05,0.0,32.0,59.0,3.0,109.0,46.0,47.0,170.0,50.9,mallorca
Dani Rodríguez,7,33.0,36,2832.0,31.5,3.0,3.0,7.0,0.0,3.2,0.1,0.1,0.1,0.0,65.0,69.0,3.0,55.0,20.0,31.0,175.0,39.8,mallorca
Brian Oliván,2,27.0,28,2189.0,24.3,1.0,0.0,7.0,0.0,1.8,0.04,0.0,0.07,0.0,31.0,7.0,4.0,73.0,28.0,20.0,113.0,36.8,mallorca
Iddrisu Baba,3,25.0,26,1934.0,21.5,1.0,0.0,9.0,0.0,1.4,0.05,0.0,0.06,0.0,42.0,38.0,0.0,5.0,24.0,30.0,187.0,54.7,mallorca
Manolo Reina,1,36.0,21,1890.0,21.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,15.0,83.3,mallorca
Jaume Costa,2,33.0,25,1828.0,20.3,0.0,4.0,5.0,1.0,0.8,0.0,0.2,0.04,0.0,21.0,26.0,2.0,75.0,23.0,26.0,100.0,44.6,mallorca
Antonio Sánchez,7,24.0,29,1616.0,18.0,1.0,0.0,3.0,1.0,1.4,0.06,0.0,0.08,0.0,40.0,27.0,3.0,16.0,32.0,24.0,148.0,52.4,mallorca
Ángel Rodríguez,7,34.0,29,1544.0,17.2,4.0,2.0,4.0,0.0,3.9,0.23,0.12,0.23,0.0,37.0,23.0,17.0,10.0,3.0,9.0,47.0,38.8,mallorca
Takefusa Kubo,7,20.0,28,1605.0,17.8,1.0,0.0,4.0,0.0,2.8,0.06,0.0,0.15,0.0,17.0,47.0,5.0,51.0,8.0,19.0,101.0,44.0,mallorca
Antonio Raillo,2,29.0,17,1530.0,17.0,2.0,0.0,8.0,0.0,0.7,0.12,0.0,0.04,0.0,20.0,14.0,1.0,1.0,18.0,7.0,66.0,49.1,mallorca
Salva Sevilla,3,37.0,28,1507.0,16.7,5.0,3.0,2.0,0.0,4.8,0.3,0.18,0.29,0.0,15.0,9.0,0.0,54.0,14.0,12.0,114.0,25.0,mallorca
Franco Russo,2,26.0,19,1464.0,16.3,1.0,0.0,7.0,2.0,0.2,0.06,0.0,0.01,2.0,26.0,11.0,1.0,1.0,27.0,10.0,82.0,46.8,mallorca
Iñigo Ruiz de Galarreta,3,27.0,22,1378.0,15.3,0.0,0.0,4.0,0.0,0.4,0.0,0.0,0.03,0.0,25.0,33.0,0.0,14.0,20.0,21.0,109.0,60.0,mallorca
Vedat Muriqi,4,27.0,16,1438.0,16.0,5.0,3.0,6.0,0.0,5.3,0.31,0.19,0.33,0.0,27.0,16.0,7.0,7.0,6.0,3.0,42.0,54.2,mallorca
Lee Kangin,7,20.0,30,1411.0,15.7,1.0,2.0,4.0,1.0,1.5,0.06,0.13,0.09,1.0,23.0,36.0,1.0,73.0,5.0,6.0,77.0,29.1,mallorca
Sergio Rico,1,27.0,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,66.7,mallorca
Rodrigo Battaglia,3,30.0,26,1179.0,13.1,0.0,0.0,4.0,0.0,0.4,0.0,0.0,0.03,0.0,28.0,18.0,0.0,1.0,10.0,16.0,82.0,57.1,mallorca
Amath,7,25.0,19,884.0,9.8,0.0,1.0,5.0,0.0,1.4,0.0,0.1,0.14,0.0,19.0,18.0,6.0,7.0,7.0,11.0,34.0,20.0,mallorca
Fernando Niño,4,20.0,23,884.0,9.8,2.0,0.0,2.0,0.0,3.8,0.2,0.0,0.39,0.0,18.0,19.0,3.0,1.0,3.0,4.0,31.0,46.9,mallorca
Abdón Prats,4,28.0,23,641.0,7.1,3.0,0.0,3.0,0.0,1.5,0.42,0.0,0.21,0.0,8.0,15.0,2.0,2.0,1.0,2.0,21.0,50.8,mallorca
Jordi Mboula,4,22.0,11,434.0,4.8,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.1,0.0,6.0,9.0,5.0,12.0,3.0,2.0,20.0,52.6,mallorca
Aleksandar Sedlar,5,29.0,10,404.0,4.5,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,5.0,3.0,22.0,61.5,mallorca
Giovanni González,2,26.0,9,365.0,4.1,1.0,0.0,1.0,0.0,0.3,0.25,0.0,0.09,0.0,3.0,3.0,0.0,10.0,4.0,3.0,20.0,33.3,mallorca
Alfonso Espino,2,29.0,37,3329.0,37.0,2.0,2.0,6.0,0.0,1.7,0.05,0.05,0.05,0.0,50.0,43.0,6.0,150.0,54.0,63.0,278.0,46.0,cadiz
Álvaro Negredo,4,35.0,34,2157.0,24.0,7.0,2.0,3.0,0.0,7.3,0.29,0.08,0.3,0.0,16.0,34.0,11.0,15.0,2.0,3.0,40.0,50.7,cadiz
Fali,5,27.0,28,1803.0,20.0,0.0,2.0,6.0,0.0,0.7,0.0,0.1,0.03,0.0,19.0,11.0,0.0,11.0,24.0,19.0,110.0,54.4,cadiz
Álex Fernández,3,28.0,32,2051.0,22.8,3.0,2.0,2.0,0.0,3.0,0.13,0.09,0.13,0.0,15.0,23.0,2.0,69.0,30.0,31.0,164.0,37.5,cadiz
Carlos Akapo,2,28.0,25,1844.0,20.5,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.02,0.0,23.0,25.0,2.0,45.0,51.0,31.0,112.0,53.6,cadiz
Anthony Lozano,7,28.0,31,1672.0,18.6,7.0,2.0,8.0,0.0,5.1,0.38,0.11,0.27,0.0,43.0,38.0,9.0,26.0,2.0,4.0,64.0,37.0,cadiz
Víctor Chust,2,21.0,25,1830.0,20.3,0.0,0.0,2.0,0.0,0.7,0.0,0.0,0.04,0.0,14.0,8.0,0.0,2.0,16.0,10.0,124.0,45.5,cadiz
Rubén Sobrino,7,29.0,33,1861.0,20.7,4.0,1.0,4.0,0.0,5.4,0.19,0.05,0.26,0.0,46.0,33.0,4.0,14.0,21.0,17.0,107.0,40.9,cadiz
Isaac Carcelen,5,28.0,25,1544.0,17.2,0.0,1.0,2.0,0.0,0.4,0.0,0.06,0.02,0.0,23.0,25.0,1.0,49.0,34.0,29.0,114.0,45.5,cadiz
Salvi,7,30.0,23,1395.0,15.5,2.0,1.0,3.0,1.0,2.6,0.13,0.06,0.17,1.0,9.0,16.0,1.0,65.0,6.0,10.0,78.0,45.5,cadiz
Jens Jønsson,3,28.0,22,1303.0,14.5,0.0,1.0,3.0,0.0,0.4,0.0,0.07,0.03,0.0,16.0,8.0,1.0,5.0,34.0,29.0,83.0,68.3,cadiz
Varazdat Haroyan,2,28.0,17,1437.0,16.0,1.0,0.0,9.0,0.0,0.7,0.06,0.0,0.05,0.0,22.0,6.0,1.0,1.0,15.0,21.0,68.0,60.4,cadiz
Tomás Alarcón,3,22.0,23,1425.0,15.8,0.0,1.0,5.0,0.0,1.1,0.0,0.06,0.07,0.0,19.0,9.0,1.0,64.0,30.0,20.0,107.0,44.1,cadiz
Luis Hernández,2,32.0,16,1366.0,15.2,0.0,0.0,5.0,0.0,0.5,0.0,0.0,0.03,0.0,9.0,7.0,1.0,9.0,16.0,5.0,68.0,45.2,cadiz
Rubén Alcaraz,3,30.0,14,1105.0,12.3,2.0,0.0,7.0,0.0,1.3,0.16,0.0,0.11,0.0,30.0,35.0,1.0,23.0,13.0,20.0,86.0,48.9,cadiz
Iván Alejo,7,26.0,20,1065.0,11.8,2.0,2.0,7.0,0.0,1.4,0.17,0.17,0.12,0.0,37.0,33.0,5.0,97.0,8.0,15.0,74.0,47.8,cadiz
Lucas Pérez,7,32.0,15,1060.0,11.8,3.0,2.0,1.0,0.0,3.3,0.25,0.17,0.28,0.0,4.0,9.0,10.0,67.0,0.0,3.0,34.0,8.3,cadiz
Oussama Idrissi,3,25.0,12,902.0,10.0,1.0,1.0,2.0,0.0,2.0,0.1,0.1,0.2,0.0,10.0,3.0,2.0,45.0,3.0,4.0,48.0,0.0,cadiz
Cala,2,31.0,14,947.0,10.5,0.0,0.0,8.0,1.0,0.7,0.0,0.0,0.06,1.0,11.0,7.0,1.0,0.0,12.0,4.0,44.0,50.0,cadiz
Fede San Emeterio,3,24.0,12,830.0,9.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,8.0,5.0,46.0,68.8,cadiz
Alberto Perea,3,30.0,18,777.0,8.6,0.0,1.0,2.0,0.0,0.9,0.0,0.12,0.1,0.0,7.0,20.0,0.0,48.0,9.0,9.0,54.0,18.2,cadiz
Santiago Arzamendia,3,23.0,14,469.0,5.2,1.0,0.0,2.0,0.0,0.2,0.19,0.0,0.04,0.0,6.0,4.0,1.0,18.0,4.0,6.0,36.0,38.7,cadiz
Chapela,7,22.0,9,398.0,4.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,4.0,9.0,1.0,12.0,4.0,2.0,22.0,40.0,cadiz
José Mari,3,33.0,11,386.0,4.3,0.0,0.0,3.0,1.0,0.3,0.0,0.0,0.08,1.0,8.0,7.0,0.0,1.0,7.0,7.0,25.0,36.4,cadiz
Luis Javier Suárez,4,23.0,37,2844.0,31.6,8.0,4.0,6.0,0.0,9.8,0.25,0.13,0.31,0.0,40.0,36.0,5.0,38.0,6.0,14.0,86.0,32.4,granada
Luis Milla,3,26.0,34,2773.0,30.8,3.0,3.0,4.0,0.0,3.7,0.1,0.1,0.12,0.0,26.0,64.0,1.0,132.0,25.0,29.0,217.0,50.0,granada
Quini,2,31.0,32,2304.0,25.6,0.0,1.0,11.0,0.0,0.5,0.0,0.04,0.02,0.0,39.0,13.0,1.0,72.0,36.0,34.0,135.0,43.3,granada
Germán Sánchez,2,34.0,32,2299.0,25.5,2.0,1.0,11.0,1.0,1.4,0.08,0.04,0.06,1.0,23.0,25.0,1.0,1.0,28.0,19.0,114.0,57.9,granada
Antonio Puertas,7,29.0,33,2261.0,25.1,6.0,1.0,4.0,0.0,3.5,0.24,0.04,0.14,0.0,44.0,30.0,9.0,42.0,11.0,20.0,114.0,39.3,granada
Carlos Neva,2,25.0,26,2108.0,23.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,0.0,8.0,22.0,0.0,84.0,32.0,19.0,111.0,39.2,granada
Maxime Gonalons,3,32.0,25,1550.0,17.2,0.0,2.0,6.0,0.0,0.3,0.0,0.12,0.02,0.0,29.0,31.0,0.0,6.0,18.0,28.0,110.0,67.3,granada
Jorge Molina,4,39.0,35,1966.0,21.8,10.0,5.0,2.0,0.0,6.4,0.46,0.23,0.29,0.0,19.0,39.0,11.0,9.0,6.0,2.0,47.0,48.9,granada
Domingos Duarte,2,26.0,21,1687.0,18.7,1.0,0.0,7.0,1.0,0.9,0.05,0.0,0.05,0.0,24.0,15.0,0.0,1.0,22.0,14.0,93.0,62.9,granada
Víctor Díaz,2,33.0,22,1500.0,16.7,1.0,0.0,5.0,0.0,0.8,0.06,0.0,0.05,0.0,15.0,4.0,0.0,13.0,17.0,15.0,71.0,48.3,granada
Darwin Machís,7,28.0,25,1376.0,15.3,4.0,2.0,2.0,0.0,1.8,0.26,0.13,0.12,0.0,20.0,30.0,6.0,66.0,15.0,13.0,85.0,40.0,granada
Sergio Escudero,5,31.0,27,1434.0,15.9,2.0,1.0,6.0,0.0,1.1,0.13,0.06,0.07,0.0,14.0,20.0,5.0,30.0,26.0,24.0,90.0,47.8,granada
Raúl Torrente,2,19.0,18,1282.0,14.2,0.0,0.0,5.0,0.0,0.2,0.0,0.0,0.01,0.0,24.0,11.0,1.0,2.0,12.0,21.0,67.0,45.7,granada
Ángel Montoro,3,33.0,24,1331.0,14.8,1.0,1.0,5.0,0.0,1.4,0.07,0.07,0.1,0.0,29.0,18.0,2.0,45.0,11.0,13.0,83.0,30.8,granada
Álex Collado,7,22.0,17,1020.0,11.3,2.0,1.0,1.0,0.0,0.8,0.18,0.09,0.07,0.0,15.0,16.0,0.0,42.0,6.0,12.0,59.0,26.1,granada
Njegoš Petrović,3,22.0,15,918.0,10.2,0.0,1.0,5.0,0.0,0.7,0.0,0.1,0.07,0.0,11.0,14.0,1.0,5.0,9.0,11.0,57.0,33.3,granada
Myrto Uzuni,7,26.0,15,856.0,9.5,1.0,1.0,4.0,0.0,1.1,0.11,0.11,0.12,0.0,13.0,12.0,8.0,15.0,10.0,4.0,55.0,30.0,granada
Rubén Rochina,7,30.0,15,743.0,8.3,1.0,3.0,3.0,0.0,0.6,0.12,0.36,0.07,0.0,11.0,16.0,1.0,36.0,6.0,13.0,45.0,40.0,granada
Monchu,3,21.0,14,668.0,7.4,0.0,0.0,3.0,1.0,0.4,0.0,0.0,0.06,0.0,29.0,11.0,0.0,6.0,4.0,6.0,35.0,55.6,granada
Alberto Soro,7,22.0,16,578.0,6.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.12,0.0,5.0,5.0,2.0,15.0,3.0,10.0,37.0,34.5,granada
Luis Abram,2,25.0,8,560.0,6.2,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.05,0.0,5.0,4.0,0.0,0.0,5.0,3.0,14.0,33.3,granada
Carlos Bacca,4,34.0,17,513.0,5.7,0.0,1.0,3.0,0.0,0.9,0.0,0.18,0.15,0.0,3.0,8.0,5.0,4.0,1.0,4.0,12.0,33.3,granada
Santiago Arias,2,29.0,12,440.0,4.9,1.0,0.0,1.0,0.0,0.7,0.2,0.0,0.15,0.0,6.0,5.0,2.0,15.0,5.0,5.0,23.0,39.1,granada
Isma Ruiz,3,20.0,8,283.0,3.1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.04,0.0,2.0,3.0,1.0,1.0,3.0,1.0,18.0,33.3,granada
Yan Brice Eteki,3,23.0,12,343.0,3.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,4.0,3.0,21.0,50.0,granada
Rúben Vezo,2,27.0,32,2420.0,26.9,0.0,0.0,4.0,0.0,0.6,0.0,0.0,0.02,0.0,35.0,29.0,0.0,6.0,36.0,29.0,142.0,55.9,levante
Roger Martí,4,30.0,29,2115.0,23.5,7.0,3.0,8.0,0.0,8.4,0.3,0.13,0.36,0.0,62.0,28.0,12.0,10.0,2.0,14.0,49.0,34.9,levante
Cárdenas,1,24.0,24,2160.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,33.0,66.7,levante
José Luis García Vayá,3,22.0,29,2012.0,22.4,0.0,0.0,9.0,0.0,0.6,0.0,0.0,0.02,0.0,47.0,20.0,0.0,58.0,38.0,27.0,149.0,68.9,levante
Jorge Miramón,2,32.0,29,1977.0,22.0,1.0,0.0,5.0,0.0,0.4,0.05,0.0,0.02,0.0,31.0,23.0,0.0,49.0,35.0,19.0,147.0,43.9,levante
Son,2,27.0,26,1971.0,21.9,1.0,0.0,5.0,1.0,0.9,0.05,0.0,0.04,0.0,21.0,14.0,3.0,45.0,19.0,18.0,146.0,34.5,levante
Rober,2,26.0,27,2010.0,22.3,1.0,0.0,5.0,1.0,1.3,0.04,0.0,0.06,1.0,35.0,10.0,0.0,6.0,30.0,20.0,150.0,47.5,levante
Óscar Duarte,2,32.0,23,1773.0,19.7,2.0,0.0,5.0,0.0,1.2,0.1,0.0,0.06,0.0,26.0,4.0,2.0,0.0,24.0,8.0,98.0,65.7,levante
Jorge de Frutos,7,24.0,25,1760.0,19.6,4.0,7.0,4.0,0.0,4.9,0.2,0.36,0.25,0.0,39.0,21.0,13.0,69.0,12.0,15.0,96.0,30.4,levante
Gonzalo Melero,3,27.0,29,1692.0,18.8,7.0,2.0,5.0,0.0,4.2,0.37,0.11,0.22,0.0,20.0,27.0,2.0,3.0,7.0,16.0,96.0,44.6,levante
Carlos Clerc,2,29.0,19,1514.0,16.8,0.0,0.0,6.0,0.0,0.1,0.0,0.0,0.01,0.0,23.0,18.0,0.0,47.0,26.0,17.0,99.0,43.3,levante
Enis Bardhi,7,26.0,30,1701.0,18.9,3.0,3.0,3.0,0.0,3.9,0.16,0.16,0.2,0.0,33.0,44.0,4.0,87.0,10.0,12.0,95.0,42.9,levante
Nemanja Radoja,3,28.0,19,1214.0,13.5,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.03,0.0,16.0,13.0,0.0,5.0,22.0,8.0,80.0,58.1,levante
José Campaña,3,28.0,20,1422.0,15.8,2.0,2.0,6.0,1.0,1.5,0.13,0.13,0.09,0.0,17.0,22.0,1.0,56.0,21.0,16.0,109.0,48.6,levante
Aitor Fernández,1,30.0,13,1166.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,20.0,100.0,levante
Mickael Malsa,3,25.0,26,1143.0,12.7,1.0,2.0,7.0,0.0,1.1,0.08,0.16,0.09,0.0,19.0,15.0,0.0,0.0,18.0,17.0,99.0,33.3,levante
Dani Gómez,4,23.0,28,1063.0,11.8,4.0,2.0,1.0,0.0,4.7,0.34,0.17,0.4,0.0,18.0,20.0,11.0,5.0,3.0,4.0,32.0,12.1,levante
Sergio Postigo,2,32.0,13,848.0,9.4,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.01,0.0,5.0,3.0,0.0,0.0,7.0,7.0,49.0,50.0,levante
Martín Cáceres,2,34.0,10,663.0,7.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.0,11.0,2.0,43.0,36.8,levante
Shkodran Mustafi,2,29.0,11,658.0,7.3,1.0,0.0,1.0,0.0,0.1,0.14,0.0,0.02,0.0,3.0,4.0,3.0,0.0,15.0,6.0,27.0,77.4,levante
Roberto Soldado,4,36.0,18,664.0,7.4,3.0,2.0,7.0,2.0,3.7,0.41,0.27,0.49,1.0,9.0,5.0,9.0,1.0,1.0,1.0,8.0,25.0,levante
Pablo Martínez,3,23.0,13,656.0,7.3,0.0,1.0,2.0,0.0,0.5,0.0,0.14,0.06,0.0,11.0,9.0,1.0,14.0,15.0,8.0,46.0,47.8,levante
Enric Franquesa,6,24.0,16,625.0,6.9,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.02,0.0,7.0,7.0,1.0,10.0,7.0,3.0,28.0,53.3,levante
Pubill,5,18.0,11,512.0,5.7,0.0,1.0,1.0,0.0,0.9,0.0,0.18,0.15,0.0,11.0,8.0,0.0,15.0,4.0,6.0,24.0,62.5,levante
Álex Cantero,7,21.0,25,610.0,6.8,0.0,1.0,1.0,0.0,2.2,0.0,0.15,0.32,0.0,13.0,4.0,0.0,6.0,1.0,4.0,17.0,18.8,levante
Joselu,4,31.0,37,3122.0,34.7,14.0,4.0,0.0,0.0,12.9,0.4,0.12,0.37,0.0,43.0,57.0,11.0,31.0,7.0,11.0,87.0,68.0,alaves
Fernando Pacheco,1,29.0,34,3053.0,33.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,26.0,100.0,alaves
Víctor Laguardia,2,31.0,34,3042.0,33.8,3.0,2.0,9.0,0.0,2.0,0.09,0.06,0.06,0.0,21.0,6.0,4.0,3.0,27.0,16.0,171.0,56.9,alaves
Rubén Duarte,2,25.0,34,2621.0,29.1,0.0,4.0,12.0,1.0,0.4,0.0,0.14,0.01,1.0,45.0,40.0,2.0,119.0,57.0,47.0,163.0,59.3,alaves
Florian Lejeune,2,30.0,30,2699.0,30.0,0.0,0.0,9.0,1.0,1.5,0.0,0.0,0.05,1.0,34.0,5.0,2.0,3.0,31.0,24.0,164.0,62.3,alaves
Mamadou Loum,3,24.0,32,2312.0,25.7,2.0,0.0,10.0,0.0,2.9,0.08,0.0,0.11,0.0,50.0,22.0,1.0,4.0,37.0,22.0,160.0,70.4,alaves
Martin Agirregabiria,2,25.0,24,1616.0,18.0,0.0,1.0,4.0,0.0,0.2,0.0,0.06,0.01,0.0,24.0,22.0,1.0,45.0,25.0,22.0,79.0,53.4,alaves
Édgar Méndez,7,31.0,32,1614.0,17.9,1.0,1.0,6.0,0.0,1.5,0.06,0.06,0.08,0.0,50.0,31.0,15.0,59.0,4.0,14.0,73.0,47.9,alaves
Toni Moya,3,23.0,28,1386.0,15.4,0.0,1.0,2.0,0.0,1.3,0.0,0.06,0.08,0.0,27.0,10.0,0.0,81.0,20.0,10.0,99.0,33.3,alaves
Pere Pons,3,28.0,27,1366.0,15.2,1.0,0.0,2.0,0.0,1.5,0.07,0.0,0.1,0.0,25.0,17.0,2.0,8.0,6.0,18.0,64.0,34.0,alaves
Tomás Pina Isla,3,33.0,29,1444.0,16.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.03,0.0,39.0,29.0,0.0,5.0,22.0,16.0,105.0,56.4,alaves
Ximo Navarro,2,31.0,18,1347.0,15.0,0.0,0.0,4.0,1.0,0.6,0.0,0.0,0.04,0.0,16.0,25.0,2.0,29.0,22.0,19.0,79.0,28.1,alaves
Gonzalo Escalante,3,28.0,17,1300.0,14.4,5.0,0.0,8.0,1.0,3.2,0.35,0.0,0.22,1.0,25.0,23.0,3.0,3.0,21.0,14.0,93.0,59.6,alaves
Nahuel Tenaglia,2,25.0,14,1073.0,11.9,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.02,0.0,8.0,8.0,0.0,24.0,26.0,27.0,67.0,54.8,alaves
Manu García,3,23.0,24,1077.0,12.0,0.0,1.0,3.0,0.0,0.3,0.0,0.08,0.03,0.0,24.0,33.0,0.0,43.0,13.0,9.0,81.0,23.1,alaves
Miguel,7,21.0,22,829.0,9.2,1.0,1.0,2.0,0.0,1.9,0.11,0.11,0.21,0.0,19.0,20.0,5.0,6.0,1.0,3.0,32.0,25.5,alaves
Jason,7,27.0,14,678.0,7.5,0.0,1.0,1.0,0.0,0.9,0.0,0.13,0.13,0.0,13.0,13.0,0.0,61.0,7.0,7.0,37.0,36.0,alaves
Matt Miazga,2,26.0,11,833.0,9.3,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.04,0.0,6.0,2.0,0.0,0.0,11.0,7.0,35.0,80.0,alaves
Facundo Pellistri,7,19.0,21,672.0,7.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.07,0.0,8.0,20.0,3.0,13.0,6.0,5.0,33.0,30.8,alaves
Javi López,2,19.0,9,462.0,5.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,14.0,4.0,6.0,13.0,0.0,alaves
Mamadou Sylla,7,27.0,13,394.0,4.4,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.1,0.0,8.0,6.0,6.0,11.0,1.0,2.0,5.0,45.8,alaves
