name,position,played_minutes,appearances,first_squad,substitute_in,substitute_out,goals,avg_goals,yellow_cards,yellow_red_cards,red_cards,club
Jesús Santiago,Midfielder,0,0,0,0,0,0,0.0,0,0,0,valencia
Jesús Vázquez,Defender,293,9,3,6,2,0,0.0,1,0,0,valencia
José Gayà,Defender,2266,26,26,0,5,1,0.04,4,0,0,valencia
M. Diakhaby,Defender,2179,25,24,1,4,3,0.12,5,1,0,valencia
Marcos André,Attacker,436,17,3,14,3,1,0.06,2,0,1,valencia
Mario Domínguez,Midfielder,0,0,0,0,0,0,0.0,0,0,0,valencia
Nico González,Midfielder,1033,21,13,8,12,1,0.05,1,0,0,valencia
Rubo Iranzo,Defender,0,0,0,0,0,0,0.0,0,0,0,valencia
Samu Castillejo,Midfielder,1346,24,17,7,14,4,0.17,7,0,0,valencia
Samuel Lino,Attacker,2615,33,30,3,13,5,0.15,4,0,0,valencia
Thierry Correia,Defender,1744,23,20,3,6,0,0.0,5,0,0,valencia
Toni Lato,Defender,822,21,8,13,8,1,0.05,1,0,0,valencia
Y. Musah,Midfielder,2087,30,26,4,18,0,0.0,9,0,0,valencia
Álex Revuelta,Defender,0,1,0,1,0,0,0.0,0,0,0,getafe
Álex Rodríguez,Defender,0,0,0,0,0,0,0.0,0,0,0,getafe
Ángel Algobia,Midfielder,1091,23,11,12,8,0,0.0,3,0,0,getafe
Borja Mayoral,Attacker,2674,32,32,0,18,8,0.25,4,0,0,getafe
Carles Aleñá,Midfielder,1842,31,22,9,14,2,0.06,10,1,0,getafe
D. Dakonam,Defender,2484,29,29,0,3,0,0.0,8,0,1,getafe
D. Suárez,Defender,1632,24,22,2,13,1,0.04,5,0,0,getafe
David Soria,Goalkeeper,2970,33,33,0,0,0,0.0,1,0,0,getafe
Diego Conde,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,getafe
Domingos Duarte,Defender,2646,30,30,0,1,0,0.0,10,1,0,getafe
E. Ünal,Attacker,2885,33,33,0,15,14,0.42,5,0,0,getafe
F. Angileri,Defender,553,12,7,5,4,0,0.0,2,0,1,getafe
G. Álvarez,Defender,1079,17,11,6,4,2,0.12,6,0,1,getafe
Gonzalo Villar,Midfielder,414,14,3,11,3,0,0.0,5,0,0,getafe
Gorka Rivera,Defender,0,0,0,0,0,0,0.0,0,0,0,getafe
J. Amavi,Defender,192,4,1,3,1,0,0.0,1,1,0,getafe
Jaime Mata,Attacker,119,14,1,13,1,0,0.0,4,0,0,getafe
Jaime Seoane,Midfielder,299,15,2,13,3,0,0.0,0,0,0,getafe
John Patrick,Midfielder,0,0,0,0,0,0,0.0,0,0,0,getafe
Juan Iglesias,Defender,1882,28,19,9,5,1,0.04,6,0,0,getafe
Juanmi Latasa,Attacker,156,14,0,14,0,0,0.0,1,0,0,getafe
Kiko Casilla,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,getafe
Koffi,Defender,0,0,0,0,0,0,0.0,0,0,0,getafe
Luis Milla,Midfielder,1735,24,21,3,9,0,0.0,5,1,0,getafe
M. Arambarri,Midfielder,897,11,11,0,5,0,0.0,4,1,0,getafe
M. El Haddadi,Attacker,1050,25,9,16,10,2,0.08,4,0,0,getafe
Moisés Parra,Midfielder,9,1,0,1,0,0,0.0,0,0,0,getafe
N. Maksimović,Midfielder,1619,24,21,3,16,0,0.0,2,0,0,getafe
O. Alderete,Defender,1611,20,18,2,3,0,0.0,8,0,0,getafe
Pablo Ramírez,Defender,0,0,0,0,0,0,0.0,0,0,0,getafe
Portu,Attacker,1500,30,14,16,5,0,0.0,4,1,0,getafe
S. Mitrović,Defender,1228,17,13,4,2,0,0.0,4,0,0,getafe
Santi García,Midfielder,0,0,0,0,0,0,0.0,0,0,0,getafe
Vicente Bellmunt,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,getafe
Adrià Pedrosa,Defender,156,4,2,2,2,0,0.0,0,0,0,espanyol
Aleix Vidal,Defender,979,23,10,13,9,0,0.0,7,1,0,espanyol
Álvaro Fernández,Goalkeeper,990,11,11,0,0,0,0.0,1,0,0,espanyol
Ángel Fortuño,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,espanyol
Brian Oliván,Defender,1938,24,23,1,7,1,0.04,6,0,0,espanyol
C. Montes,Defender,1125,14,13,1,1,1,0.07,5,0,0,espanyol
Dani Gómez,Attacker,82,8,0,8,0,0,0.0,1,0,0,espanyol
Dani Villahermosa,Midfielder,0,0,0,0,0,0,0.0,0,0,0,espanyol
Darder,Midfielder,2843,32,32,0,4,5,0.16,3,0,0,espanyol
Denis Suárez,Midfielder,518,12,5,7,6,0,0.0,1,0,0,espanyol
Edu Expósito,Midfielder,1052,23,12,11,12,2,0.09,3,0,1,espanyol
Fernando Calero,Defender,1413,22,17,5,10,0,0.0,6,0,0,espanyol
Fernando Pacheco,Goalkeeper,990,11,11,0,0,0,0.0,0,0,0,espanyol
Javi Puado,Attacker,1871,31,20,11,18,4,0.13,4,0,0,espanyol
Joan García,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,espanyol
Joan Puig,Defender,0,0,0,0,0,0,0.0,0,0,0,espanyol
José Carlos Lazo,Midfielder,149,10,0,10,0,1,0.1,0,0,0,espanyol
José Gragera,Midfielder,460,9,5,4,4,1,0.11,2,0,0,espanyol
Joselu,Attacker,2539,29,28,1,0,14,0.48,3,0,0,espanyol
K. Bare,Midfielder,434,15,4,11,5,0,0.0,0,0,0,espanyol
Kenneth Soler,Attacker,0,0,0,0,0,0,0.0,0,0,0,espanyol
L. Cabrera,Defender,2222,27,26,1,2,0,0.0,8,1,1,espanyol
L. Koleosho,Midfielder,22,2,0,2,0,0,0.0,0,0,0,espanyol
M. Braithwaite,Attacker,2266,27,27,0,13,9,0.33,5,0,1,espanyol
Nico Melamed,Midfielder,777,26,10,16,9,0,0.0,4,0,0,espanyol
Omar El Hilali,Defender,90,5,1,4,1,0,0.0,1,0,0,espanyol
Óscar Gil,Defender,2129,27,26,1,13,0,0.0,12,0,0,espanyol
R. Pierre-Gabriel,Defender,171,7,1,6,2,0,0.0,1,1,0,espanyol
Roger Martínez,Midfielder,6,1,0,1,0,0,0.0,0,0,0,espanyol
Rubén Sánchez,Defender,865,17,9,8,8,0,0.0,1,0,0,espanyol
Sergi Gómez,Defender,2041,25,22,3,3,0,0.0,0,0,2,espanyol
Simo,Defender,98,6,0,6,0,0,0.0,0,0,0,espanyol
Vinicius Souza,Midfielder,2321,29,27,2,12,0,0.0,7,1,0,espanyol
Zoubdi,Attacker,2,1,0,1,0,0,0.0,0,0,0,espanyol
A. Werner,Goalkeeper,180,2,2,0,0,0,0.0,0,0,0,elche
Alejandro Alfaro,Midfielder,14,1,0,1,0,0,0.0,0,0,0,elche
Álex Collado,Midfielder,678,14,8,6,6,1,0.07,1,0,0,elche
B. Knežević,Midfielder,0,0,0,0,0,0,0.0,0,0,0,elche
Bigas,Defender,1733,24,21,3,4,0,0.0,2,0,2,elche
Carles Soler,Defender,0,0,0,0,0,0,0.0,0,0,0,elche
Clerc,Defender,2287,28,27,1,10,0,0.0,4,0,0,elche
Diego González,Defender,952,16,8,8,3,0,0.0,5,0,0,elche
E. Ponce,Attacker,1080,31,8,23,7,4,0.13,2,0,1,elche
E. Roco,Defender,1524,20,18,2,6,0,0.0,5,1,0,elche
Edgar Badia,Goalkeeper,2790,31,31,0,0,0,0.0,2,0,0,elche
Fidel,Midfielder,1330,22,16,6,13,2,0.09,5,0,0,elche
Gonzalo Verdú,Defender,672,14,9,5,4,1,0.07,0,0,2,elche
Gumbau,Midfielder,2294,30,26,4,11,1,0.03,10,0,0,elche
H. Palacios,Defender,1831,23,22,1,7,0,0.0,7,0,0,elche
Javier Pamies,Defender,0,0,0,0,0,0,0.0,0,0,0,elche
Jesús López,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,elche
John Nwankwo,Midfielder,644,9,8,1,2,0,0.0,2,0,1,elche
Josan,Midfielder,741,21,6,15,4,1,0.05,3,0,0,elche
José Ángel Carmona,Defender,593,9,8,1,5,1,0.11,4,1,0,elche
L. Blanco,Defender,608,13,5,8,4,0,0.0,1,0,0,elche
L. Boyé,Attacker,2127,30,25,5,13,4,0.13,7,0,1,elche
L. Magallán,Defender,674,10,8,2,1,0,0.0,0,0,1,elche
Luismi Quirant,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,elche
M. Cocca,Midfielder,0,0,0,0,0,0,0.0,0,0,0,elche
N. Fernández Mercau,Defender,412,16,2,14,1,0,0.0,2,0,0,elche
Omar Mascarell,Midfielder,2450,28,28,0,3,0,0.0,6,0,0,elche
Pape Cheikh,Midfielder,32,1,0,1,0,0,0.0,0,0,1,elche
Pere Milla,Attacker,1775,26,21,5,12,6,0.23,6,0,0,elche
Pol Lirola,Defender,616,11,7,4,4,1,0.09,1,0,0,elche
R. Nteka,Midfielder,362,9,5,4,5,0,0.0,1,0,0,elche
Raúl Guti,Midfielder,1035,24,12,12,10,0,0.0,1,0,0,elche
Rodrigo Mendoza,Midfielder,0,0,0,0,0,0,0.0,0,0,0,elche
Tete Morente,Midfielder,1631,27,18,9,11,3,0.11,4,0,0,elche
