name,position,played_minutes,appearances,first_squad,substitute_in,substitute_out,goals,avg_goals,yellow_cards,yellow_red_cards,red_cards,club
D. Pröpper,Midfielder,94,2,1,1,1,0,0.0,1,0,0,vitesse
D. Reiziger,Goalkeeper,575,8,6,2,0,0,0.0,1,0,0,vitesse
E. Cornelisse,Defender,1322,18,15,3,4,0,0.0,1,0,0,vitesse
G. de Regt,Attacker,7,2,0,2,0,0,0.0,0,0,0,vitesse
G. Vidović,Midfielder,1172,23,14,9,14,3,0.13,1,0,0,vitesse
J. Houwen,Goalkeeper,180,2,2,0,0,0,0.0,0,0,0,vitesse
K. Kozłowski,Midfielder,1792,25,22,3,18,2,0.08,3,0,0,vitesse
K. Scherpen,Goalkeeper,1945,22,22,0,1,0,0.0,0,0,1,vitesse
M. Bero,Midfielder,2518,28,28,0,1,5,0.18,6,0,0,vitesse
M. Dijks,Defender,299,7,3,4,3,0,0.0,1,0,0,vitesse
M. Jonathans,Attacker,85,10,0,10,0,0,0.0,2,0,0,vitesse
M. Manhoef,Midfielder,2028,29,23,6,18,6,0.21,0,0,0,vitesse
M. Meulensteen,Defender,2349,28,27,1,3,0,0.0,0,0,0,vitesse
M. Sankoh,Attacker,640,18,5,13,5,2,0.11,1,0,0,vitesse
M. Schubert,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,vitesse
M. van Ginkel,Midfielder,785,9,9,0,4,1,0.11,1,0,0,vitesse
M. Wittek,Defender,2360,27,27,0,4,3,0.11,9,0,1,vitesse
N. Isimat-Mirin,Defender,784,12,9,3,1,0,0.0,1,0,0,vitesse
N. van Haveren,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,vitesse
R. Flamingo,Defender,2320,29,26,3,3,3,0.1,3,0,0,vitesse
R. Yapi,Defender,336,15,3,12,3,0,0.0,1,0,0,vitesse
S. Tronstad,Midfielder,1808,24,21,3,6,1,0.04,4,0,1,vitesse
S. van Duivenbooden,Attacker,157,9,1,8,1,1,0.11,0,0,0,vitesse
T. Domgjoni,Midfielder,298,7,3,4,2,0,0.0,2,0,0,vitesse
T. Hájek,Defender,155,6,2,4,2,0,0.0,1,0,0,vitesse
A. Douiri,Attacker,281,7,3,4,3,0,0.0,2,0,0,volendam
B. Benamar,Midfielder,1881,27,22,5,10,2,0.07,4,0,0,volendam
B. Lauwers,Goalkeeper,90,1,1,0,0,0,0.0,0,0,0,volendam
B. Ould-Chikh,Attacker,943,17,10,7,5,2,0.12,2,0,1,volendam
B. Plat,Defender,2196,29,26,3,7,0,0.0,6,0,0,volendam
B. van Duijl,Defender,149,2,2,0,1,0,0.0,0,0,0,volendam
C. Eiting,Midfielder,2676,30,30,0,2,3,0.1,3,0,0,volendam
C. Twigt,Midfielder,1019,12,12,0,7,1,0.08,0,0,0,volendam
D. James,Defender,430,7,4,3,2,0,0.0,0,0,0,volendam
D. Johnson,Attacker,0,0,0,0,0,0,0.0,0,0,0,volendam
D. Mirani,Defender,2249,27,25,2,4,3,0.11,0,0,0,volendam
D. Murkin,Defender,2505,28,28,0,2,0,0.0,2,0,0,volendam
D. Payne,Defender,64,2,0,2,0,0,0.0,0,0,0,volendam
D. van Mieghem,Attacker,1608,26,19,7,12,7,0.27,3,0,0,volendam
Diego Gustavo,Midfielder,0,0,0,0,0,0,0.0,0,0,0,volendam
F. Antonucci,Midfielder,586,13,7,6,7,0,0.0,1,0,0,volendam
F. Da Silva,Midfielder,695,12,8,4,3,1,0.08,0,0,0,volendam
F. Klomp,Midfielder,6,1,0,1,0,0,0.0,0,0,0,volendam
F. Stanković,Goalkeeper,2610,29,29,0,0,0,0.0,2,0,0,volendam
G. Oristanio,Midfielder,1635,23,20,3,13,1,0.04,4,0,1,volendam
G. Read,Midfielder,5,1,0,1,0,0,0.0,0,0,0,volendam
H. Veerman,Attacker,1184,26,10,16,6,4,0.15,1,0,0,volendam
I. El Kadiri,Attacker,713,15,8,7,6,0,0.0,0,0,0,volendam
I. Nazih,Midfielder,52,3,0,3,0,0,0.0,0,0,0,volendam
J. Antonioli,Midfielder,32,1,0,1,0,0,0.0,0,0,0,volendam
J. Blom,Attacker,39,2,0,2,0,0,0.0,0,0,0,volendam
J. Flint,Defender,639,10,7,3,2,0,0.0,2,0,0,volendam
K. van Oevelen,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,volendam
L. Zeefuik,Attacker,205,11,1,10,1,2,0.18,1,0,0,volendam
O. Buur,Defender,823,16,11,5,9,1,0.06,0,0,0,volendam
R. Mühren,Attacker,1622,24,20,4,13,5,0.21,1,0,0,volendam
R. Tol,Defender,0,0,0,0,0,0,0.0,0,0,0,volendam
W. Ould-Chikh,Midfielder,557,23,3,20,3,1,0.04,1,0,0,volendam
X. Mbuyamba,Defender,2141,24,24,0,1,3,0.12,2,0,1,volendam
A. Fein,Midfielder,729,14,8,6,7,0,0.0,2,0,0,excelsior
A. Zagré,Defender,442,6,5,1,2,0,0.0,1,0,0,excelsior
B. Roodenburg,Defender,0,0,0,0,0,0,0.0,0,0,0,excelsior
B. Vugts,Midfielder,0,0,0,0,0,0,0.0,0,0,0,excelsior
C. Driouech,Attacker,2041,29,23,6,14,2,0.07,5,0,0,excelsior
J. Baas,Midfielder,2190,29,24,5,6,3,0.1,4,0,0,excelsior
J. Eijgenraam,Midfielder,592,13,5,8,2,0,0.0,2,0,0,excelsior
Jacky Donkor,Attacker,61,6,0,6,0,0,0.0,1,0,0,excelsior
K. Goudmijn,Midfielder,2480,30,29,1,15,3,0.1,2,0,0,excelsior
K. Pierie,Defender,240,3,3,0,2,0,0.0,0,0,0,excelsior
L. Lamprou,Attacker,1305,24,14,10,10,3,0.12,1,0,0,excelsior
M. Awoudja,Defender,244,10,2,8,1,0,0.0,0,0,0,excelsior
M. Azarkan,Attacker,1540,23,22,1,19,3,0.13,3,0,0,excelsior
M. van Duinen,Attacker,901,25,8,17,6,0,0.0,4,0,0,excelsior
N. Agrafiotis,Attacker,512,14,5,9,4,1,0.07,2,0,0,excelsior
N. Alblas,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,excelsior
N. Markelo,Defender,364,14,3,11,2,0,0.0,2,0,0,excelsior
N. Naujoks,Midfielder,391,10,4,6,2,0,0.0,1,0,0,excelsior
N. Tjoe-A-On,Defender,2093,26,23,3,6,1,0.04,0,0,0,excelsior
P. Koopmeiners,Midfielder,1088,15,12,3,5,0,0.0,1,0,0,excelsior
P. Kuiper,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,excelsior
R. El Yaakoubi,Defender,2567,29,29,0,0,3,0.1,3,1,0,excelsior
R. Eyongo,Attacker,78,5,0,5,0,0,0.0,0,0,0,excelsior
R. Kharchouch,Attacker,1151,26,13,13,11,2,0.08,2,0,0,excelsior
S. Horemans,Defender,2623,30,30,0,4,3,0.1,4,0,0,excelsior
S. Nieuwpoort,Defender,1503,19,19,0,6,0,0.0,1,0,0,excelsior
S. Seymor,Defender,1065,19,10,9,4,1,0.05,1,0,0,excelsior
S. van Gassel,Goalkeeper,2700,30,30,0,0,0,0.0,0,0,0,excelsior
V. Besuijen,Attacker,63,2,0,2,0,0,0.0,0,0,0,excelsior
Y. Ayoub,Midfielder,694,14,9,5,8,0,0.0,3,0,0,excelsior
A. El Messaoudi,Midfielder,1228,22,13,9,9,2,0.09,0,0,0,emmen
A. Luzayadio,Defender,0,0,0,0,0,0,0.0,0,0,0,emmen
A. Toufiqui,Midfielder,31,4,0,4,0,0,0.0,0,0,0,emmen
B. Scholte,Midfielder,69,6,0,6,0,0,0.0,0,0,0,emmen
D. Funke,Defender,0,0,0,0,0,0,0.0,0,0,0,emmen
D. Vos,Defender,272,5,2,3,1,0,0.0,0,0,0,emmen
E. Oelschlägel,Goalkeeper,810,9,9,0,0,0,0.0,0,0,0,emmen
F. Quaedvlieg,Attacker,0,0,0,0,0,0,0.0,0,0,0,emmen
J. Antonisse,Midfielder,632,10,8,2,7,1,0.1,0,0,0,emmen
J. Assehnoun,Midfielder,569,26,3,23,3,1,0.04,4,0,0,emmen
J. Dirksen,Defender,1180,23,13,10,6,0,0.0,1,0,0,emmen
J. Hardeveld,Defender,355,6,4,2,2,0,0.0,0,0,0,emmen
J. Veldmate,Defender,1836,23,23,0,11,3,0.13,1,0,0,emmen
J. Vlak,Midfielder,1526,28,17,11,7,1,0.04,4,0,0,emmen
K. van Dorp,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,emmen
K. Veendorp,Defender,2636,30,30,0,4,0,0.0,4,0,0,emmen
L. Bernadou,Midfielder,1788,27,22,5,13,2,0.07,3,0,0,emmen
L. Burnet,Defender,1215,17,15,2,11,0,0.0,1,0,0,emmen
M. Araujo,Defender,2402,27,27,0,1,1,0.04,4,1,0,emmen
M. Bouchouari,Defender,1581,23,16,7,2,1,0.04,2,0,0,emmen
M. de Lannoy,Midfielder,0,0,0,0,0,0,0.0,0,0,0,emmen
M. Diemers,Midfielder,2392,28,27,1,7,1,0.04,2,0,0,emmen
M. Güçlü,Attacker,8,1,0,1,0,0,0.0,0,0,0,emmen
M. Heylen,Defender,235,10,1,9,1,0,0.0,1,0,0,emmen
M. Kieftenbeld,Midfielder,90,1,1,0,0,0,0.0,0,0,0,emmen
M. te Wierik,Defender,883,10,10,0,0,0,0.0,3,1,0,emmen
M. van der Hart,Goalkeeper,1890,21,21,0,0,0,0.0,0,0,0,emmen
M. Wolfs,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,emmen
Mart Lieder,Attacker,0,0,0,0,0,0,0.0,0,0,0,emmen
O. Darfalou,Attacker,108,5,0,5,0,0,0.0,0,0,0,emmen
O. Romeny,Attacker,2202,29,25,4,12,10,0.34,1,0,0,emmen
R. Živković,Attacker,2133,28,26,2,18,3,0.11,6,0,0,emmen
Rui Mendes,Attacker,1412,18,16,2,4,1,0.06,2,0,0,emmen
W. Sibon,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,emmen
A. Sher,Midfielder,128,6,0,6,0,0,0.0,1,0,0,groningen
D. Dankerlui,Defender,775,18,6,12,1,0,0.0,2,0,0,groningen
D. Irandust,Midfielder,702,14,9,5,8,0,0.0,1,0,0,groningen
E. Manu,Attacker,615,10,8,2,7,0,0.0,0,0,0,groningen
E. Matuta,Midfielder,0,0,0,0,0,0,0.0,0,0,0,groningen
F. Krüger,Attacker,1026,20,12,8,8,3,0.15,1,0,0,groningen
I. Määttä,Defender,2368,29,28,1,8,0,0.0,4,1,0,groningen
J. de Boer,Goalkeeper,90,1,1,0,0,0,0.0,0,0,0,groningen
J. Hove,Midfielder,1141,14,14,0,3,2,0.14,1,0,0,groningen
J. Meijster,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,groningen
J. Pelupessy,Midfielder,1293,17,14,3,3,1,0.06,1,0,0,groningen
J. Schreuders,Midfielder,0,1,0,1,0,0,0.0,0,0,0,groningen
J. Willems,Defender,393,7,6,1,4,0,0.0,0,0,0,groningen
K. Slor,Attacker,0,0,0,0,0,0,0.0,0,0,0,groningen
L. Duarte,Midfielder,1544,22,16,6,5,1,0.05,0,0,1,groningen
L. Valente,Midfielder,793,18,8,10,8,0,0.0,3,0,0,groningen
L. van Gelderen,Defender,1071,17,13,4,8,1,0.06,4,0,0,groningen
M. Chaluš,Defender,349,6,4,2,2,0,0.0,2,0,0,groningen
M. Mariani,Defender,0,0,0,0,0,0,0.0,0,0,0,groningen
M. Sørensen,Defender,547,7,6,1,1,0,0.0,1,0,0,groningen
M. Verrips,Goalkeeper,2160,24,24,0,0,0,0.0,1,0,0,groningen
N. Musampa,Defender,215,4,1,3,1,0,0.0,0,0,0,groningen
O. Antman,Attacker,375,7,4,3,2,2,0.29,0,0,0,groningen
P. Abraham,Attacker,489,8,5,3,3,0,0.0,0,0,0,groningen
P. Leeuwenburgh,Goalkeeper,450,5,5,0,0,0,0.0,0,0,0,groningen
R. Balker,Defender,2366,27,27,0,1,1,0.04,2,0,1,groningen
R. Oratmangoen,Attacker,1109,19,13,6,9,0,0.0,1,0,0,groningen
R. Pepi,Attacker,2162,25,24,1,4,11,0.44,0,0,0,groningen
T. Blokzijl,Defender,1126,13,13,0,4,0,0.0,0,0,0,groningen
T. Suslov,Midfielder,1825,26,22,4,11,1,0.04,5,0,0,groningen
T. van Bergen,Attacker,312,9,2,7,2,0,0.0,1,0,0,groningen
A. Bangura,Defender,2187,26,25,1,2,1,0.04,5,0,1,cambuur
B. Johnsen,Attacker,834,11,10,1,5,3,0.27,0,0,0,cambuur
B. Minnema,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,cambuur
B. Rienstra,Midfielder,43,2,0,2,0,0,0.0,0,0,0,cambuur
C. Mac-Intosch,Defender,499,9,4,5,2,0,0.0,1,0,0,cambuur
D. Sambissa,Attacker,397,16,1,15,1,0,0.0,0,0,0,cambuur
D. Schmidt,Defender,1551,22,19,3,9,0,0.0,5,0,0,cambuur
D. Timan,Midfielder,0,0,0,0,0,0,0.0,0,0,0,cambuur
D. van Kaam,Midfielder,2042,24,23,1,5,1,0.04,1,0,0,cambuur
F. Mambimbi,Attacker,299,8,3,5,3,0,0.0,0,0,0,cambuur
F. Smand,Defender,1606,20,19,1,4,0,0.0,0,0,0,cambuur
J. Jacobs,Midfielder,1311,24,16,8,11,2,0.08,2,0,1,cambuur
J. van der Meer,Defender,0,0,0,0,0,0,0.0,0,0,0,cambuur
João Virgínia,Goalkeeper,1530,17,17,0,0,0,0.0,1,0,0,cambuur
L. Bergsma,Defender,1754,23,20,3,7,0,0.0,3,0,0,cambuur
M. Breij,Midfielder,1281,28,14,14,12,2,0.07,3,0,0,cambuur
M. Gullit,Defender,0,0,0,0,0,0,0.0,0,0,0,cambuur
M. Hoedemakers,Midfielder,1905,25,22,3,6,3,0.12,2,1,1,cambuur
M. Mahi,Attacker,453,10,6,4,6,1,0.1,1,0,0,cambuur
M. Paulissen,Midfielder,1868,27,22,5,12,2,0.07,5,0,0,cambuur
M. Smit,Attacker,366,12,3,9,3,0,0.0,0,0,0,cambuur
M. Tol,Defender,1640,20,20,0,5,0,0.0,1,0,0,cambuur
N. Foor,Midfielder,920,11,11,0,7,1,0.09,2,0,0,cambuur
R. Balk,Attacker,1031,27,10,17,10,1,0.04,5,0,0,cambuur
R. Maulun,Midfielder,345,7,3,4,1,0,0.0,0,0,0,cambuur
R. Ruiter,Goalkeeper,1170,13,13,0,0,0,0.0,0,0,0,cambuur
R. Uldriķis,Attacker,1038,24,10,14,7,0,0.0,3,0,0,cambuur
S. Bonte,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,cambuur
S. Sylla,Defender,127,3,1,2,1,0,0.0,0,0,0,cambuur
S. van der Water,Attacker,1120,20,15,5,14,1,0.05,3,0,0,cambuur
S. van Wermeskerken,Defender,1443,21,15,6,4,1,0.05,1,0,0,cambuur
T. Renkel,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,cambuur
V. Pichel,Midfielder,70,4,0,4,0,0,0.0,1,0,0,cambuur
