name,position,played_minutes,appearances,first_squad,substitute_in,substitute_out,goals,avg_goals,yellow_cards,yellow_red_cards,red_cards,club
R. Marin,Midfielder,2282,30,25,5,6,2,0.07,7,0,0,empoli
R. Piccoli,Attacker,376,9,4,5,4,0,0.0,0,0,0,empoli
S. Luperto,Defender,2597,30,30,0,2,1,0.03,3,1,1,empoli
S. Perisan,Goalkeeper,630,7,7,0,0,0,0.0,0,0,0,empoli
S. Ujkani,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,empoli
S. Walukiewicz,Defender,297,7,2,5,0,0,0.0,0,0,0,empoli
Samuele Angori,Defender,0,0,0,0,0,0,0.0,0,0,0,empoli
T. Baldanzi,Midfielder,1590,23,21,2,15,4,0.17,1,0,0,empoli
T. Ebuehi,Defender,1492,21,17,4,6,2,0.1,0,0,0,empoli
A. Candreva,Midfielder,2471,31,29,2,13,4,0.13,2,1,0,salernitana
A. Iervolino,Midfielder,0,0,0,0,0,0,0.0,0,0,0,salernitana
A. Sorrentino,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,salernitana
B. Dia,Attacker,2254,30,24,6,11,15,0.5,3,0,0,salernitana
D. Bradarić,Defender,2051,28,22,6,5,0,0.0,5,0,0,salernitana
D. Bronn,Defender,1502,22,17,5,4,0,0.0,4,0,1,salernitana
D. Črnigoj,Midfielder,296,7,4,3,4,0,0.0,1,0,0,salernitana
D. Valencia,Attacker,219,12,0,12,0,0,0.0,1,0,0,salernitana
E. Bohinen,Midfielder,654,19,7,12,7,0,0.0,0,0,0,salernitana
E. Botheim,Attacker,564,23,5,18,5,1,0.04,2,0,0,salernitana
F. Bonazzoli,Attacker,1117,24,12,12,9,2,0.08,1,0,0,salernitana
F. Daniliuc,Defender,1880,23,20,3,4,0,0.0,9,0,0,salernitana
F. Fazio,Defender,1075,14,12,2,1,1,0.07,2,0,1,salernitana
G. Kastanos,Midfielder,970,23,10,13,7,1,0.04,3,0,0,salernitana
G. Maggiore,Midfielder,824,14,10,4,6,0,0.0,2,0,0,salernitana
G. Ochoa,Goalkeeper,1440,16,16,0,0,0,0.0,0,0,0,salernitana
H. Nicolussi,Midfielder,539,9,6,3,3,1,0.11,2,0,0,salernitana
J. Sambia,Midfielder,602,19,6,13,5,0,0.0,3,0,0,salernitana
K. Piątek,Attacker,1737,28,19,9,10,3,0.11,4,0,0,salernitana
L. Coulibaly,Midfielder,2487,30,29,1,8,3,0.1,10,0,0,salernitana
L. Pirola,Defender,1555,21,18,3,8,2,0.1,4,0,0,salernitana
L. Sepe,Goalkeeper,1530,17,17,0,0,0,0.0,3,0,0,salernitana
M. Lovato,Defender,609,14,6,8,4,0,0.0,0,0,0,salernitana
N. Gyömbér,Defender,1606,25,21,4,12,0,0.0,4,0,0,salernitana
P. Mazzocchi,Defender,1605,22,19,3,11,2,0.09,2,0,0,salernitana
T. Vilhena,Midfielder,2003,29,24,5,15,4,0.14,4,0,0,salernitana
V. Fiorillo,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,salernitana
W. Troost-Ekong,Defender,338,6,3,3,1,0,0.0,0,0,0,salernitana
A. Blin,Midfielder,1946,30,21,9,12,1,0.03,6,0,0,lecce
A. Ceesay,Attacker,1542,29,18,11,15,6,0.21,2,0,0,lecce
A. Gallo,Defender,2057,27,23,4,3,0,0.0,3,1,0,lecce
A. Tuia,Defender,511,7,6,1,2,0,0.0,1,0,0,lecce
C. Vulturar,Midfielder,0,0,0,0,0,0,0.0,0,0,0,lecce
D. Samek,Midfielder,0,0,0,0,0,0,0.0,0,0,0,lecce
F. Baschirotto,Defender,2880,32,32,0,0,3,0.09,5,0,0,lecce
F. Brancolini,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,lecce
F. Di Francesco,Attacker,1825,32,21,11,17,2,0.06,6,0,0,lecce
G. Pezzella,Defender,894,13,10,3,5,0,0.0,2,0,0,lecce
Gabriel Strefezza,Attacker,2053,30,25,5,23,8,0.27,5,0,0,lecce
J. Corfitzen,Midfielder,0,0,0,0,0,0,0.0,0,0,0,lecce
J. Samooja,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,lecce
J. Voelkerling Persson,Attacker,90,8,0,8,0,0,0.0,0,0,0,lecce
Joan Gonzàlez,Midfielder,2120,32,25,7,20,1,0.03,7,0,0,lecce
K. Askildsen,Midfielder,627,19,6,13,6,0,0.0,3,0,0,lecce
K. Dermaku,Defender,33,1,0,1,0,0,0.0,0,0,0,lecce
L. Banda,Midfielder,1407,32,16,16,13,1,0.03,4,0,0,lecce
L. Colombo,Attacker,1333,28,15,13,15,4,0.14,4,0,0,lecce
M. Berisha,Attacker,0,0,0,0,0,0,0.0,0,0,0,lecce
M. Bleve,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,lecce
M. Ciucci,Defender,0,0,0,0,0,0,0.0,0,0,0,lecce
M. Hjulmand,Midfielder,2667,31,31,0,3,0,0.0,7,0,1,lecce
M. Lemmens,Defender,0,0,0,0,0,0,0.0,0,0,0,lecce
M. Pongračić,Defender,792,9,9,0,1,0,0.0,2,0,0,lecce
P. Ceccaroni,Defender,41,2,0,2,0,0,0.0,0,0,0,lecce
R. Oudin,Attacker,890,26,7,19,5,0,0.0,1,0,0,lecce
S. Romagnoli,Defender,149,5,1,4,0,0,0.0,0,0,0,lecce
S. Umtiti,Defender,1665,20,19,1,3,0,0.0,7,0,0,lecce
T. Cassandro,Defender,12,1,0,1,0,0,0.0,0,0,0,lecce
V. Gendrey,Defender,2666,32,30,2,5,0,0.0,4,0,0,lecce
W. Falcone,Goalkeeper,2970,33,33,0,0,0,0.0,1,0,0,lecce
Y. Maleh,Midfielder,621,15,7,8,7,0,0.0,3,0,0,lecce
Þ. Helgason,Midfielder,207,11,2,9,2,0,0.0,0,0,0,lecce
A. Berardi,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,hellas verona
A. Cissè,Midfielder,0,0,0,0,0,0,0.0,0,0,0,hellas verona
A. Gaich,Attacker,656,13,8,5,7,1,0.08,1,0,0,hellas verona
A. Hrustić,Midfielder,226,6,3,3,3,0,0.0,0,0,0,hellas verona
A. Tamèze,Midfielder,2613,32,30,2,8,0,0.0,2,0,0,hellas verona
C. Ngonge,Attacker,380,9,5,4,5,2,0.22,1,0,0,hellas verona
D. Coppola,Defender,1084,16,11,5,2,0,0.0,5,0,0,hellas verona
D. Lazović,Midfielder,1986,26,24,2,13,3,0.12,0,0,0,hellas verona
D. Zeefuik,Defender,9,1,0,1,0,0,0.0,0,0,0,hellas verona
Davide Bragantini,Attacker,0,0,0,0,0,0,0.0,0,0,0,hellas verona
F. Caia,Attacker,0,0,0,0,0,0,0.0,0,0,0,hellas verona
F. Ceccherini,Defender,1396,20,17,3,11,2,0.1,8,0,1,hellas verona
F. Depaoli,Defender,1869,26,21,5,6,2,0.08,4,0,0,hellas verona
F. Terracciano,Midfielder,689,17,5,12,4,0,0.0,2,0,0,hellas verona
G. Magnani,Defender,1241,20,15,5,7,0,0.0,5,0,1,hellas verona
G. Toniolo,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,hellas verona
I. Hien,Defender,2155,27,23,4,2,0,0.0,8,0,0,hellas verona
I. Sulemana,Midfielder,362,12,3,9,3,0,0.0,3,0,0,hellas verona
J. Braaf,Attacker,255,5,2,3,2,0,0.0,1,0,0,hellas verona
J. Cabal,Defender,173,7,0,7,0,0,0.0,1,0,0,hellas verona
J. Doig,Defender,1356,22,15,7,8,2,0.09,1,0,0,hellas verona
José Antonio,Midfielder,0,0,0,0,0,0,0.0,0,0,0,hellas verona
K. Lasagna,Attacker,1573,26,17,9,10,1,0.04,2,0,0,hellas verona
L. Montipò,Goalkeeper,2880,32,32,0,0,0,0.0,1,0,0,hellas verona
M. Faraoni,Defender,1193,18,16,2,9,1,0.06,5,0,0,hellas verona
M. Ravasio,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,hellas verona
M. Đurić,Attacker,968,23,9,14,6,1,0.04,3,0,0,hellas verona
Miguel Veloso,Midfielder,1049,20,12,8,9,0,0.0,5,0,0,hellas verona
O. Abildgaard,Midfielder,374,8,4,4,1,0,0.0,0,0,0,hellas verona
O. Duda,Midfielder,979,13,10,3,3,0,0.0,4,0,0,hellas verona
P. Dawidowicz,Defender,1494,20,18,2,4,1,0.05,6,0,1,hellas verona
S. Perilli,Goalkeeper,90,1,1,0,0,0,0.0,0,0,0,hellas verona
S. Verdi,Attacker,925,20,10,10,8,5,0.25,3,0,0,hellas verona
T. Henry,Attacker,1037,16,13,3,10,2,0.12,4,0,0,hellas verona
Y. Kallon,Attacker,855,22,8,14,8,1,0.05,1,0,0,hellas verona
A. Ekdal,Midfielder,1412,26,14,12,9,0,0.0,4,1,0,spezia
A. Reca,Defender,1775,25,20,5,7,1,0.04,5,0,0,spezia
B. Drągowski,Goalkeeper,2588,30,30,0,2,0,0.0,1,0,0,spezia
D. Maldini,Attacker,617,18,4,14,5,2,0.11,1,0,0,spezia
D. Nikolaou,Defender,2550,31,29,2,4,0,0.0,8,0,1,spezia
D. Verde,Attacker,938,22,11,11,11,3,0.14,1,0,0,spezia
E. Ampadu,Defender,2224,26,26,0,7,0,0.0,8,1,0,spezia
E. Gyasi,Attacker,2437,30,30,0,19,2,0.07,9,0,0,spezia
E. Holm,Defender,1397,20,17,3,8,1,0.05,4,0,0,spezia
E. Shomurodov,Attacker,652,12,7,5,2,1,0.08,1,0,0,spezia
F. Marchetti,Goalkeeper,65,1,0,1,0,0,0.0,0,0,1,spezia
J. Beck,Midfielder,9,1,0,1,0,0,0.0,0,0,0,spezia
J. Sala,Defender,107,6,1,5,1,0,0.0,1,0,0,spezia
J. Zoet,Goalkeeper,245,4,3,1,1,0,0.0,0,0,0,spezia
João Moutinho,Defender,55,4,0,4,1,0,0.0,0,0,0,spezia
K. Agudelo,Midfielder,1989,31,22,9,16,0,0.0,4,0,0,spezia
K. Amian,Defender,2014,26,22,4,3,0,0.0,4,0,0,spezia
L. Dido,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,spezia
L. Pedicillo,Midfielder,0,0,0,0,0,0,0.0,0,0,0,spezia
M'Bala Nzola,Attacker,2257,26,25,1,3,13,0.5,6,0,0,spezia
M. Bourabia,Midfielder,2480,32,31,1,19,1,0.03,3,0,0,spezia
M. Caldara,Defender,1248,20,13,7,2,0,0.0,6,0,0,spezia
P. Candelari,Midfielder,0,0,0,0,0,0,0.0,0,0,0,spezia
P. Wiśniewski,Defender,550,9,6,3,0,0,0.0,1,0,0,spezia
P. Zovko,Goalkeeper,72,1,0,1,0,0,0.0,0,0,0,spezia
R. Krollis,Attacker,31,3,0,3,0,0,0.0,0,0,0,spezia
S. Bastoni,Defender,1188,18,15,3,12,2,0.11,7,0,0,spezia
S. Esposito,Midfielder,532,10,5,5,1,0,0.0,2,1,0,spezia
S. Giorgeschi,Defender,0,0,0,0,0,0,0.0,0,0,0,spezia
S. Żurkowski,Midfielder,238,6,2,4,1,0,0.0,1,0,0,spezia
Salvador Ferrer,Defender,123,4,0,4,0,0,0.0,0,0,0,spezia
T. Cipot,Attacker,119,6,0,6,0,0,0.0,0,0,0,spezia
V. Kovalenko,Midfielder,533,16,7,9,7,0,0.0,1,0,0,spezia
A. Basso,Attacker,15,1,0,1,0,0,0.0,0,0,0,cremonese
A. Ferrari,Defender,791,13,10,3,6,0,0.0,3,0,0,cremonese
C. Acella,Midfielder,14,1,0,1,0,0,0.0,0,0,0,cremonese
C. Buonaiuto,Midfielder,822,24,6,18,5,0,0.0,2,0,0,cremonese
C. Dessers,Attacker,1593,26,19,7,12,6,0.23,3,0,0,cremonese
C. Pickel,Midfielder,2221,30,27,3,13,1,0.03,8,0,1,cremonese
D. Ciężkowski,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,cremonese
D. Ciofani,Attacker,769,27,7,20,8,6,0.22,1,0,0,cremonese
D. Okereke,Attacker,1959,29,22,7,15,7,0.24,4,0,0,cremonese
E. Aiwu,Defender,1561,22,16,6,3,0,0.0,3,0,0,cremonese
E. Valeri,Defender,2406,32,27,5,9,2,0.06,3,0,0,cremonese
F. Afena-Gyan,Attacker,747,20,6,14,5,0,0.0,4,0,0,cremonese
F. Tsadjout,Attacker,875,17,12,5,11,2,0.12,1,0,0,cremonese
G. Quagliata,Defender,604,17,5,12,4,0,0.0,0,0,1,cremonese
G. Saro,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,cremonese
J. Vásquez,Defender,1435,20,15,5,1,0,0.0,7,0,0,cremonese
L. Borghesan,Midfielder,0,0,0,0,0,0,0.0,0,0,0,cremonese
L. Lochoshvili,Defender,1582,21,19,2,11,1,0.05,4,0,0,cremonese
L. Sernicola,Defender,2035,27,24,3,8,2,0.07,10,0,0,cremonese
M. Benassi,Midfielder,905,13,10,3,3,0,0.0,1,0,0,cremonese
M. Bianchetti,Defender,1962,23,21,2,2,1,0.04,5,0,0,cremonese
M. Carnesecchi,Goalkeeper,2160,24,24,0,0,0,0.0,1,0,0,cremonese
M. Castagnetti,Midfielder,1158,22,12,10,7,0,0.0,2,0,0,cremonese
M. Sarr,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,cremonese
P. Galdames,Midfielder,428,8,5,3,5,0,0.0,1,0,0,cremonese
P. Gardoni,Defender,0,0,0,0,0,0,0.0,0,0,0,cremonese
P. Ghiglione,Midfielder,627,14,7,7,4,1,0.07,3,0,0,cremonese
S. Meïté,Midfielder,1922,26,23,3,9,0,0.0,5,0,0,cremonese
V. Chiricheș,Defender,801,12,11,1,5,0,0.0,2,0,0,cremonese
A. Conti,Defender,22,1,0,1,0,0,0.0,0,0,0,sampdoria
A. Sabiri,Midfielder,152,5,1,4,1,1,0.2,1,0,0,sampdoria
A. Zanoli,Defender,1087,17,11,6,4,1,0.06,2,0,0,sampdoria
B. Amione,Defender,1945,22,22,0,6,1,0.05,8,1,0,sampdoria
B. Nuytinck,Defender,1209,15,15,0,5,0,0.0,4,0,0,sampdoria
D. Montevago,Attacker,228,6,3,3,2,0,0.0,1,0,0,sampdoria
E. Audero,Goalkeeper,2250,25,25,0,0,0,0.0,1,0,0,sampdoria
E. İlkhan,Midfielder,63,4,0,4,0,0,0.0,0,0,0,sampdoria
E. Tantalocchi,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,sampdoria
F. Paoletti,Midfielder,134,8,0,8,0,0,0.0,1,0,0,sampdoria
F. Quagliarella,Attacker,400,18,2,16,2,0,0.0,2,0,0,sampdoria
F. Zorzi,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,sampdoria
F. Đuričić,Midfielder,1924,29,24,5,20,3,0.1,8,0,0,sampdoria
Gerard Yepes,Midfielder,197,5,2,3,2,0,0.0,2,0,0,sampdoria
H. Winks,Midfielder,1360,16,15,1,3,0,0.0,1,0,0,sampdoria
I. Pussetto,Attacker,149,5,1,4,1,0,0.0,1,0,0,sampdoria
J. Murillo,Defender,1034,19,12,7,6,0,0.0,5,1,0,sampdoria
Jesé,Attacker,196,10,1,9,1,1,0.1,0,0,0,sampdoria
K. Günter,Defender,459,6,4,2,0,0,0.0,1,0,0,sampdoria
L. Malagrida,Midfielder,60,5,0,5,0,0,0.0,2,0,0,sampdoria
L. Villa,Defender,0,0,0,0,0,0,0.0,0,0,0,sampdoria
M. Cuisance,Midfielder,622,11,9,2,9,0,0.0,1,0,0,sampdoria
M. De Luca,Attacker,43,2,0,2,0,0,0.0,0,0,0,sampdoria
M. Gabbiadini,Attacker,1940,30,22,8,13,6,0.2,5,0,0,sampdoria
M. Ivanović,Attacker,0,0,0,0,0,0,0.0,0,0,0,sampdoria
M. Léris,Midfielder,2194,29,26,3,9,1,0.03,13,0,0,sampdoria
M. Oikonomou,Defender,131,4,2,2,2,0,0.0,1,0,0,sampdoria
M. Turk,Goalkeeper,180,2,2,0,0,0,0.0,0,0,0,sampdoria
N. Murru,Defender,538,16,3,13,1,0,0.0,2,0,0,sampdoria
N. Ravaglia,Goalkeeper,540,6,6,0,0,0,0.0,0,0,0,sampdoria
S. Lammers,Attacker,1055,15,13,2,10,1,0.07,1,0,0,sampdoria
T. Augello,Defender,2616,32,30,2,7,2,0.06,2,0,0,sampdoria
T. Rincón,Midfielder,2154,29,25,4,8,0,0.0,7,0,1,sampdoria
T. Segovia,Midfielder,0,0,0,0,0,0,0.0,0,0,0,sampdoria
