name,position,played_minutes,appearances,first_squad,substitute_in,substitute_out,goals,avg_goals,yellow_cards,yellow_red_cards,red_cards,club
M. Langer,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,schalke 04
M. Yoshida,Defender,2509,28,28,0,1,0,0.0,4,0,0,schalke 04
N. Boujellab,Midfielder,0,0,0,0,0,0,0.0,0,0,0,schalke 04
N. Tauer,Midfielder,0,0,0,0,0,0,0.0,0,0,0,schalke 04
R. Fährmann,Goalkeeper,936,11,11,0,1,0,0.0,0,0,0,schalke 04
R. Zalazar,Midfielder,1114,19,12,7,10,1,0.05,4,0,0,schalke 04
S. Kozuki,Midfielder,383,5,5,0,4,1,0.2,1,0,0,schalke 04
S. Polter,Attacker,474,15,4,11,3,1,0.07,2,0,0,schalke 04
S. Sané,Attacker,24,1,0,1,0,0,0.0,0,0,0,schalke 04
S. Terodde,Attacker,1674,30,19,11,11,4,0.13,4,0,0,schalke 04
S. van den Berg,Defender,336,5,4,1,1,1,0.2,2,0,0,schalke 04
T. Kolodziejczak,Defender,25,1,0,1,0,0,0.0,0,0,0,schalke 04
T. Krauß,Midfielder,2311,29,28,1,13,1,0.03,6,0,0,schalke 04
T. Mohr,Midfielder,786,16,8,8,4,0,0.0,0,0,0,schalke 04
T. Ouwejan,Defender,876,15,10,5,5,0,0.0,1,0,0,schalke 04
T. Skarke,Attacker,350,6,5,1,4,1,0.17,0,0,0,schalke 04
A. Aidonis,Defender,0,0,0,0,0,0,0.0,0,0,0,stuttgart
A. Karazor,Defender,1701,26,19,7,5,0,0.0,10,0,0,stuttgart
A. Kuol,Attacker,5,1,0,1,0,0,0.0,0,0,0,stuttgart
B. Sosa,Defender,1691,22,19,3,5,2,0.09,5,0,0,stuttgart
C. Führich,Midfielder,1737,29,20,9,19,4,0.14,2,0,0,stuttgart
D. Zagadou,Defender,1020,14,11,3,2,0,0.0,3,0,0,stuttgart
E. Millot,Midfielder,758,20,8,12,7,0,0.0,3,0,0,stuttgart
F. Bredlow,Goalkeeper,990,11,11,0,0,0,0.0,1,0,0,stuttgart
F. Müller,Goalkeeper,1710,19,19,0,0,0,0.0,0,0,0,stuttgart
F. Schock,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,stuttgart
G. Haraguchi,Midfielder,693,9,8,1,5,0,0.0,1,0,0,stuttgart
Gil Dias,Midfielder,402,7,6,1,6,1,0.14,0,0,0,stuttgart
H. Ito,Defender,2202,26,25,1,2,1,0.04,5,0,0,stuttgart
J. Perea,Attacker,389,15,3,12,3,1,0.07,0,0,0,stuttgart
J. Vagnoman,Defender,1137,19,12,7,3,2,0.11,2,1,0,stuttgart
K. Mavropanos,Defender,2179,26,25,1,2,2,0.08,8,1,0,stuttgart
L. Egloff,Midfielder,234,10,2,8,2,0,0.0,1,0,0,stuttgart
L. Pfeiffer,Attacker,680,18,6,12,5,0,0.0,1,0,1,stuttgart
L. Reichardt,Defender,0,0,0,0,0,0,0.0,0,0,0,stuttgart
L. Ulrich,Midfielder,5,1,0,1,0,0,0.0,0,0,0,stuttgart
M. Hoppe,Defender,0,0,0,0,0,0,0.0,0,0,0,stuttgart
N. Glaus,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,stuttgart
N. Nartey,Midfielder,386,8,4,4,3,0,0.0,1,0,0,stuttgart
Ö. Beyaz,Midfielder,0,0,0,0,0,0,0.0,0,0,0,stuttgart
P. Stenzel,Defender,322,11,3,8,2,0,0.0,0,0,0,stuttgart
S. Guirassy,Attacker,1297,18,16,2,7,8,0.44,3,1,0,stuttgart
S. Katompa Mvumpa,Attacker,1730,26,20,6,14,5,0.19,4,0,0,stuttgart
T. Coulibaly,Midfielder,297,11,0,11,0,3,0.27,2,0,0,stuttgart
T. Kastanaras,Attacker,70,4,1,3,1,0,0.0,0,0,0,stuttgart
Tiago Tomás,Attacker,1089,23,13,10,11,2,0.09,2,0,0,stuttgart
W. Anton,Defender,2599,30,30,0,6,1,0.03,3,0,0,stuttgart
W. Endo,Midfielder,2565,29,29,0,3,4,0.14,1,0,0,stuttgart
A. Losilla,Midfielder,2374,27,27,0,3,1,0.04,5,0,1,bochum
C. Antwi-Adjei,Attacker,1641,25,18,7,11,2,0.08,2,0,0,bochum
C. Gamboa,Defender,1438,18,16,2,8,0,0.0,2,0,0,bochum
D. Heintz,Defender,577,8,5,3,2,0,0.0,1,0,0,bochum
Danilo Soares,Defender,1731,22,22,0,9,0,0.0,6,0,0,bochum
E. Mašović,Midfielder,1843,25,19,6,0,4,0.16,3,0,0,bochum
G. Holtmann,Attacker,900,21,8,13,6,1,0.05,0,0,0,bochum
I. Ordets,Defender,2090,26,24,2,4,0,0.0,4,0,0,bochum
J. Góralski,Midfielder,146,4,2,2,2,0,0.0,0,0,0,bochum
J. Osei-Tutu,Defender,747,20,8,12,7,0,0.0,3,0,0,bochum
K. Schlotterbeck,Defender,598,9,7,2,1,1,0.11,3,0,0,bochum
K. Stafylidis,Defender,959,17,10,7,5,0,0.0,2,0,0,bochum
K. Stöger,Midfielder,2375,29,27,2,10,4,0.14,2,0,0,bochum
M. Broschinski,Attacker,177,9,0,9,0,2,0.22,1,0,0,bochum
M. Esser,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,bochum
M. Johansson,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,bochum
M. Riemann,Goalkeeper,2700,30,30,0,0,0,0.0,2,0,0,bochum
M. Tolba,Defender,0,0,0,0,0,0,0.0,0,0,0,bochum
P. Förster,Midfielder,1069,21,12,9,10,2,0.1,3,0,0,bochum
P. Grave,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,bochum
P. Hofmann,Attacker,2291,30,27,3,14,8,0.27,3,0,0,bochum
P. Kunde,Midfielder,350,11,3,8,3,1,0.09,0,0,0,bochum
P. Osterhage,Midfielder,990,22,11,11,7,0,0.0,2,0,0,bochum
S. Ganvoula,Attacker,223,15,0,15,0,0,0.0,1,0,0,bochum
S. Janko,Defender,816,16,9,7,5,0,0.0,1,0,0,bochum
S. Zoller,Attacker,1369,23,18,5,14,3,0.13,4,0,0,bochum
T. Asano,Attacker,1399,21,17,4,14,2,0.1,1,0,0,bochum
V. Lampropoulos,Defender,618,13,7,6,1,0,0.0,2,0,0,bochum
A. Rogel,Defender,1239,17,13,4,1,0,0.0,6,0,0,hertha bsc
C. Ejuke,Attacker,836,17,9,8,8,0,0.0,0,0,0,hertha bsc
D. Lukébakio,Attacker,2171,29,24,5,11,11,0.38,7,0,0,hertha bsc
D. Scherhant,Attacker,235,9,2,7,2,1,0.11,0,0,0,hertha bsc
F. Niederlechner,Attacker,587,12,8,4,8,0,0.0,1,0,0,hertha bsc
F. Uremović,Defender,1630,20,19,1,5,0,0.0,6,1,0,hertha bsc
I. Maza,Attacker,25,1,0,1,0,0,0.0,0,0,0,hertha bsc
I. Šunjić,Midfielder,993,18,12,6,6,0,0.0,4,0,0,hertha bsc
J. Boëtius,Midfielder,930,19,9,10,7,0,0.0,2,0,0,hertha bsc
J. Eitschberger,Defender,0,0,0,0,0,0,0.0,0,0,0,hertha bsc
J. Kenny,Defender,1883,25,21,4,3,0,0.0,2,0,0,hertha bsc
J. Ngankam,Attacker,722,15,7,8,6,4,0.27,4,0,0,hertha bsc
K. Boateng,Midfielder,397,15,4,11,4,0,0.0,3,0,0,hertha bsc
K. Nsona,Attacker,0,0,0,0,0,0,0.0,0,0,0,hertha bsc
L. Tousart,Midfielder,2588,29,29,0,4,3,0.1,1,0,0,hertha bsc
L. Ullrich,Defender,0,0,0,0,0,0,0.0,0,0,0,hertha bsc
M. Dárdai,Defender,719,14,8,6,3,1,0.07,1,0,0,hertha bsc
M. Kempf,Defender,2457,28,28,0,3,0,0.0,5,0,0,hertha bsc
M. Mittelstädt,Defender,701,14,6,8,2,0,0.0,3,0,0,hertha bsc
M. Plattenhardt,Defender,2189,27,26,1,5,0,0.0,2,0,0,hertha bsc
M. Richter,Attacker,1522,25,17,8,11,5,0.2,5,0,0,hertha bsc
O. Christensen,Goalkeeper,2700,30,30,0,0,0,0.0,1,0,0,hertha bsc
P. Klemens,Defender,0,0,0,0,0,0,0.0,0,0,0,hertha bsc
P. Pekarík,Defender,177,4,2,2,1,0,0.0,0,0,0,hertha bsc
R. Jarstein,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,hertha bsc
R. Kwasigroch,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,hertha bsc
S. Jovetić,Attacker,616,14,5,9,3,3,0.21,0,0,0,hertha bsc
S. Serdar,Midfielder,1858,28,22,6,17,4,0.14,5,0,0,hertha bsc
T. Ciğerci,Midfielder,680,11,10,1,9,0,0.0,2,0,0,hertha bsc
T. Ernst,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,hertha bsc
V. Stange,Defender,7,1,0,1,0,0,0.0,0,0,0,hertha bsc
W. Kanga,Attacker,1420,23,15,8,11,2,0.09,3,0,0,hertha bsc
