name,position,played_minutes,appearances,first_squad,substitute_in,substitute_out,goals,avg_goals,yellow_cards,yellow_red_cards,red_cards,club
Park Ji-Soo,Defender,868,10,10,0,1,0,0.0,0,0,0,portimonense
Paulo Estrela,Midfielder,1403,23,18,5,15,2,0.09,5,0,0,portimonense
Pedrão,Defender,2337,26,26,0,1,1,0.04,11,0,0,portimonense
Pedro Sá,Midfielder,744,13,11,2,7,0,0.0,2,0,1,portimonense
R. Hinojosa,Midfielder,0,0,0,0,0,0,0.0,0,0,0,portimonense
Ricardo Matos,Attacker,176,12,0,12,0,1,0.08,1,0,0,portimonense
Rui Gomes,Attacker,948,28,7,21,6,1,0.04,5,0,0,portimonense
Sérgio Conceição,Defender,12,1,0,1,0,0,0.0,0,0,0,portimonense
Welinton Júnior,Attacker,1870,21,21,0,4,6,0.29,9,0,0,portimonense
Y. González,Attacker,655,12,7,5,6,0,0.0,0,0,0,portimonense
Yago Cariello,Attacker,1224,22,14,8,9,3,0.14,4,0,0,portimonense
Z. Ouattara,Defender,1141,21,12,9,7,1,0.05,4,0,0,portimonense
A. Alipourghara,Attacker,522,15,5,10,4,2,0.13,2,0,0,gil vicente
Adrián Marín,Defender,2370,27,27,0,2,0,0.0,4,0,1,gil vicente
Andre Simões,Midfielder,7,1,0,1,0,0,0.0,1,0,0,gil vicente
Andrew,Goalkeeper,1770,20,19,1,0,0,0.0,1,0,0,gil vicente
B. Aouacheria,Attacker,562,21,6,15,6,0,0.0,4,0,0,gil vicente
Brian Araújo,Goalkeeper,0,0,0,0,0,0,0.0,0,0,1,gil vicente
Carraça,Defender,1661,22,18,4,3,0,0.0,3,0,0,gil vicente
Daniel Silva,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,gil vicente
Depú,Attacker,20,2,0,2,0,0,0.0,1,0,0,gil vicente
E. Ayiah,Attacker,0,0,0,0,0,0,0.0,0,0,0,gil vicente
Fran Navarro,Attacker,2678,30,30,0,5,13,0.43,4,0,0,gil vicente
G. Aburjania,Midfielder,1440,24,16,8,6,0,0.0,5,0,0,gil vicente
Gabriel Pereira,Defender,205,4,2,2,0,0,0.0,0,0,0,gil vicente
Henrique Gomes,Defender,318,6,3,3,1,0,0.0,2,0,0,gil vicente
J. Boselli,Attacker,1180,25,14,11,14,1,0.04,4,0,0,gil vicente
João Paulo Rodrigues Barros,Defender,0,0,0,0,0,0,0.0,0,0,0,gil vicente
K. Fujimoto,Midfielder,2340,30,29,1,19,0,0.0,1,0,0,gil vicente
Kevin Villodres,Attacker,625,18,6,12,6,0,0.0,3,0,0,gil vicente
Lucas Barros,Defender,0,0,0,0,0,0,0.0,0,0,0,gil vicente
Manuel Lopes,Defender,360,4,4,0,0,0,0.0,0,0,0,gil vicente
Marlon,Attacker,373,10,4,6,4,0,0.0,0,0,0,gil vicente
Miguel Monteiro,Attacker,7,1,0,1,0,0,0.0,0,0,0,gil vicente
Murilo,Attacker,1884,24,23,1,19,4,0.17,1,0,0,gil vicente
Pedro Tiba,Midfielder,1051,23,12,11,11,1,0.04,4,0,0,gil vicente
R. Wilson,Attacker,8,1,0,1,0,0,0.0,0,0,0,gil vicente
Rúben Fernandes,Defender,1980,23,22,1,0,0,0.0,4,0,0,gil vicente
S. Kritsyuk,Goalkeeper,930,11,11,0,1,0,0.0,2,0,0,gil vicente
Tomás Araújo,Defender,1602,19,18,1,2,1,0.05,5,0,0,gil vicente
Vitor Carvalho,Midfielder,2458,28,28,0,7,3,0.11,9,1,0,gil vicente
Zé Carlos,Defender,221,6,2,4,1,0,0.0,4,0,0,gil vicente
Alejandro Marqués,Attacker,436,12,4,8,4,2,0.17,0,0,0,estoril
B. Aguilera,Midfielder,0,0,0,0,0,0,0.0,0,0,0,estoril
B. Yusuf,Midfielder,57,3,0,3,0,0,0.0,1,0,0,estoril
Bernardo Vital,Defender,1988,23,22,1,0,0,0.0,4,0,0,estoril
Carlos Eduardo,Attacker,513,9,6,3,4,2,0.22,2,0,0,estoril
Cassiano,Attacker,786,12,9,3,5,0,0.0,1,0,0,estoril
Cauê,Attacker,0,0,0,0,0,0,0.0,0,0,0,estoril
Daniel Figueira,Goalkeeper,2586,29,29,0,0,0,0.0,3,1,0,estoril
Duarte Barros Mariano Carvalho,Midfielder,0,0,0,0,0,0,0.0,0,0,0,estoril
Francisco Geraldes,Midfielder,1761,23,21,2,11,4,0.17,7,1,0,estoril
Francisco Lemos,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,estoril
Francisco Pereira,Midfielder,0,0,0,0,0,0,0.0,0,0,0,estoril
J. Léa Siliki,Midfielder,795,22,7,15,5,3,0.14,9,0,0,estoril
João Carlos,Attacker,665,21,5,16,4,2,0.1,2,0,0,estoril
João Carvalho,Midfielder,2056,25,23,2,11,0,0.0,5,0,1,estoril
João Gamboa,Midfielder,751,13,10,3,8,0,0.0,2,0,0,estoril
João Marques,Midfielder,368,7,4,3,3,0,0.0,0,0,0,estoril
João Oliveira,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,estoril
Joãozinho,Defender,2220,26,26,0,5,0,0.0,6,0,1,estoril
L. Rosier,Midfielder,1036,12,12,0,1,0,0.0,1,0,0,estoril
Lucas Áfrico,Defender,263,4,3,1,1,0,0.0,0,0,0,estoril
M. Ndiaye,Midfielder,1359,24,14,10,8,0,0.0,4,1,0,estoril
M. Rouai,Midfielder,32,2,0,2,0,0,0.0,0,0,0,estoril
Mexer,Defender,966,13,11,2,3,0,0.0,5,0,0,estoril
Pedro Álvaro,Defender,2219,26,25,1,3,0,0.0,7,0,0,estoril
Pedro Silva,Goalkeeper,112,2,1,1,0,0,0.0,1,0,0,estoril
R. Guitane,Midfielder,456,9,5,4,4,0,0.0,0,0,0,estoril
Rodrigo Martins,Attacker,1207,26,13,13,12,3,0.12,2,0,0,estoril
S. Delos,Defender,316,9,3,6,2,0,0.0,1,0,0,estoril
Tiago Araújo,Midfielder,869,25,8,17,5,1,0.04,3,0,0,estoril
Tiago Gouveia,Attacker,2139,26,26,0,18,5,0.19,6,0,0,estoril
Tiago Santos,Defender,2155,27,25,2,7,0,0.0,4,0,0,estoril
André Teles,Midfielder,59,2,0,2,0,0,0.0,1,0,0,maritimo
André Vidigal,Attacker,2294,28,25,3,9,7,0.25,5,0,1,maritimo
B. Riascos,Attacker,764,13,9,4,6,3,0.23,4,0,0,maritimo
Bernardo Gomes,Midfielder,0,0,0,0,0,0,0.0,0,0,0,maritimo
Bruno Pereira,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,maritimo
Bruno Xadas,Midfielder,2145,29,27,2,20,3,0.1,3,0,0,maritimo
Carlos Eduardo,Attacker,0,0,0,0,0,0,0.0,0,0,0,maritimo
Cláudio Winck,Defender,2302,30,26,4,6,4,0.13,3,0,0,maritimo
Diogo Mendes,Midfielder,1008,16,13,3,10,0,0.0,3,0,0,maritimo
Dylan João Raymond Collard,Defender,0,1,0,1,0,0,0.0,0,0,0,maritimo
Edgar Costa,Attacker,389,19,2,17,2,0,0.0,6,1,1,maritimo
Fábio China,Defender,323,8,3,5,3,0,0.0,2,0,0,maritimo
Félix Correia,Attacker,464,9,5,4,4,1,0.11,1,0,0,maritimo
Fernando de Lacerda,Defender,69,2,0,2,0,0,0.0,2,0,0,maritimo
Francisco Franco,Midfielder,0,0,0,0,0,0,0.0,0,0,0,maritimo
Francisco Gomes,Attacker,0,0,0,0,0,0,0.0,0,0,0,maritimo
G. Makaridze,Goalkeeper,450,5,5,0,0,0,0.0,1,0,0,maritimo
Geny Catamo,Midfielder,176,7,1,6,1,1,0.14,0,0,0,maritimo
Gonçalo Cardoso,Defender,0,0,0,0,0,0,0.0,0,0,0,maritimo
J. Ramírez,Attacker,484,19,4,15,4,1,0.05,1,0,0,maritimo
João Afonso,Midfielder,1231,21,15,6,8,0,0.0,8,1,0,maritimo
Léo Pereira,Attacker,534,10,7,3,5,0,0.0,1,0,0,maritimo
M. Mosquera,Defender,1384,17,14,3,2,0,0.0,6,0,0,maritimo
M. Trmal,Goalkeeper,540,6,6,0,0,0,0.0,0,0,0,maritimo
Marcelo Carné,Goalkeeper,990,11,11,0,0,0,0.0,3,0,0,maritimo
Matheus Costa,Defender,982,18,12,6,3,0,0.0,2,0,1,maritimo
Nuno André Gomes Cardoso,Midfielder,0,0,0,0,0,0,0.0,0,0,0,maritimo
P. Liza,Attacker,417,11,3,8,3,1,0.09,1,0,0,maritimo
Pablo Moreno,Attacker,847,17,12,5,8,0,0.0,2,1,0,maritimo
Paulinho,Defender,449,7,5,2,3,0,0.0,1,0,0,maritimo
Pedro Teixeira,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,maritimo
Rafael Brito,Midfielder,590,12,6,6,5,0,0.0,5,0,0,maritimo
Renê,Defender,861,11,10,1,4,1,0.09,3,0,1,maritimo
S. Beltrame,Midfielder,1060,20,13,7,11,0,0.0,3,0,0,maritimo
S. Kanu,Attacker,64,5,0,5,0,0,0.0,0,0,0,maritimo
Val,Midfielder,1055,14,13,1,7,1,0.07,6,0,0,maritimo
Vitor Costa,Defender,2155,25,25,0,2,1,0.04,7,0,1,maritimo
Zainadine Júnior,Defender,1810,21,20,1,1,0,0.0,2,0,0,maritimo
Adrián Butzke,Attacker,1163,22,11,11,6,6,0.27,2,1,0,pacos ferreira
Alexandre Guedes,Attacker,678,13,9,4,7,0,0.0,0,0,0,pacos ferreira
Antunes,Defender,2495,29,29,0,7,1,0.03,10,1,0,pacos ferreira
E. Ferigra,Defender,1153,16,12,4,1,0,0.0,3,0,0,pacos ferreira
Fábio Gomes,Attacker,264,9,1,8,1,0,0.0,0,0,0,pacos ferreira
Flávio Ramos,Defender,751,9,9,0,2,0,0.0,1,0,0,pacos ferreira
Hernâni Infande,Attacker,295,8,4,4,4,1,0.12,0,0,0,pacos ferreira
I. Vekič,Goalkeeper,820,10,9,1,0,0,0.0,0,0,0,pacos ferreira
J. Delgado,Attacker,2455,28,28,0,5,0,0.0,11,0,0,pacos ferreira
J. Holsgrove,Midfielder,1520,21,18,3,8,2,0.1,9,1,0,pacos ferreira
João Vigário,Defender,0,0,0,0,0,0,0.0,0,0,0,pacos ferreira
Jorge Silva,Defender,265,13,2,11,1,0,0.0,0,0,0,pacos ferreira
José Oliveira,Goalkeeper,180,2,2,0,0,0,0.0,1,0,0,pacos ferreira
Luís Bastos,Defender,202,6,2,4,1,0,0.0,0,0,0,pacos ferreira
Luíz Carlos,Midfielder,1063,18,12,6,12,0,0.0,4,0,0,pacos ferreira
Maracás,Defender,1083,13,13,0,1,0,0.0,6,1,1,pacos ferreira
Marafona,Goalkeeper,1157,13,13,0,0,0,0.0,5,0,1,pacos ferreira
Matchoi Djaló,Attacker,1299,22,14,8,8,1,0.05,11,0,1,pacos ferreira
Mauro Couto,Attacker,20,2,0,2,0,0,0.0,0,0,0,pacos ferreira
N. Gaitán,Midfielder,1523,23,20,3,16,3,0.13,3,0,0,pacos ferreira
N. Thomas,Attacker,1774,30,20,10,18,3,0.1,3,0,0,pacos ferreira
Nuno Lima,Defender,2085,24,23,1,0,1,0.04,6,1,0,pacos ferreira
Paulo Bernardo,Midfielder,560,10,6,4,4,2,0.2,2,0,0,pacos ferreira
Pedro Ganchas,Defender,245,4,2,2,0,0,0.0,0,0,0,pacos ferreira
Rui Pires,Midfielder,2135,27,27,0,12,0,0.0,9,0,0,pacos ferreira
Tiago Ilori,Defender,206,3,3,0,1,0,0.0,0,0,0,pacos ferreira
Tiago Ribeiro,Defender,56,2,0,2,0,0,0.0,0,0,0,pacos ferreira
Vasco Sousa,Defender,0,0,0,0,0,0,0.0,0,0,0,pacos ferreira
Zé Uilton,Attacker,1282,26,13,13,8,1,0.04,4,0,1,pacos ferreira
Adriano,Midfielder,1884,27,23,4,15,0,0.0,7,0,0,santa clara
Allano,Attacker,1118,18,15,3,14,1,0.06,5,0,0,santa clara
Andrézinho,Attacker,342,15,2,13,1,0,0.0,1,0,0,santa clara
Bruno Almeida,Midfielder,1013,18,13,5,11,1,0.06,3,1,0,santa clara
Bruno Jordão,Midfielder,503,7,5,2,2,1,0.14,4,0,0,santa clara
Costinha,Midfielder,678,13,8,5,7,0,0.0,4,0,0,santa clara
Diogo Calila,Defender,619,13,6,7,2,0,0.0,3,0,0,santa clara
F. Stevanović,Attacker,144,7,0,7,0,0,0.0,1,0,0,santa clara
Gabriel Batista,Goalkeeper,1980,22,22,0,0,0,0.0,2,0,0,santa clara
Gabriel Silva,Attacker,1924,30,21,9,10,5,0.17,3,0,0,santa clara
Ítalo,Defender,898,10,10,0,1,0,0.0,1,0,0,santa clara
K. Boateng,Defender,2136,24,24,0,0,2,0.08,6,0,1,santa clara
K. Misao,Midfielder,961,13,11,2,2,0,0.0,5,0,0,santa clara
K. Tagawa,Attacker,1174,25,13,12,11,2,0.08,0,0,0,santa clara
M. Díaz,Goalkeeper,0,0,0,0,0,0,0.0,0,0,0,santa clara
Marco Pereira,Goalkeeper,720,8,8,0,0,0,0.0,1,0,0,santa clara
Matheus Babi,Attacker,1016,22,11,11,9,2,0.09,6,0,0,santa clara
MT,Midfielder,783,16,9,7,7,0,0.0,4,0,0,santa clara
Nanú,Defender,524,9,5,4,1,0,0.0,0,0,0,santa clara
P. Sagna,Defender,1485,20,19,1,14,0,0.0,6,1,0,santa clara
Paulo,Defender,472,7,5,2,0,0,0.0,2,0,0,santa clara
Paulo Henrique,Defender,1420,17,17,0,4,0,0.0,7,1,0,santa clara
Ricardinho,Midfielder,1548,22,18,4,8,0,0.0,4,0,1,santa clara
Ricardo Fernandes,Goalkeeper,0,0,0,0,0,0,0.0,1,0,0,santa clara
Rildo,Midfielder,782,20,7,13,6,3,0.15,2,0,0,santa clara
Victor Bobsin,Midfielder,1608,23,18,5,6,0,0.0,8,0,0,santa clara
W. González,Attacker,397,6,4,2,0,0,0.0,2,0,0,santa clara
Xavi Quintillà,Defender,721,13,8,5,3,1,0.08,3,0,0,santa clara
Ygor Nogueira,Defender,662,8,8,0,1,0,0.0,2,0,1,santa clara
